ITEM,description,WIDTH,UPC,cost,chop,join,group
100750,SOFIA BRONZE FILLET,0.25,720472154925,6.11,10.26,11.26,Fillet
100751,SOFIA GOLD FILLET,0.25,720472154871,6.11,10.26,11.26,Fillet
100752,SOFIA/OLMSTED IRON FILLET,0.25,720472154826,6.11,10.26,11.26,Fillet
103180,HUDSON GOLD FILLET/BEAD,0.5625,,3.94,6.62,7.62,Fillet
103190,HUDSON SILVER FILLET/BEAD,0.5625,,3.94,6.62,7.62,Fillet
103235,ACADEMIE GOLD FILLET,0.3125,720472139243,6.77,11.36,12.36,Fillet
103237,ACADEMIE SILVER FILLET,0.3125,720472139250,6.27,10.53,11.53,Fillet
106180,HUDSON GOLD FILLET/SMOOTH,0.5,,3.95,6.64,7.64,Fillet
106190,HUDSON SILVER FILLET/SMOOTH,0.5,,3.95,6.64,7.64,Fillet
108185,"L7 GOLD FILLET 1/8""",0.125,,9.42,15.82,16.82,Fillet
114153,"SPENCER II SILVER FILLET 5/16""",0.3125,,1.86,3.12,4.12,Fillet
114154,"SPENCER II GOLD FILLET 5/16""",0.3125,,1.86,3.12,4.12,Fillet
119286,WHITE FILLET,0.3125,720472142687,3.73,6.27,7.27,Fillet
120660,MANTILLA GOLD FILLET,0.25,720472150422,7.84,13.18,14.18,Fillet
120662,MANTILLA SILVER FILLET,0.25,720472150446,7.84,13.18,14.18,Fillet
131014,DISC-CHATEAU FILLET,0.375,720472135283,11.94,20.06,21.06,Fillet
132902,"FOUNDRY IRON FILLET 5/8""",0.625,,7.95,13.36,14.36,Fillet
138120,DRESDEN SILVER FILLET,0.25,720472163385,6.85,11.51,12.51,Fillet
150CG,WOOD FILLET,0.25,720472100144,5.02,8.43,9.43,Fillet
150CS,VIENNA II FILLET,0.1875,720472114165,4.42,7.43,8.43,Fillet
150G,WOOD FILLET,0.25,720472100151,4.41,7.41,8.41,Fillet
150S,WOOD FILLET,0.25,720472100168,4.41,7.41,8.41,Fillet
154BL,DISC-FILLETS,0.1875,720472100182,5.97,10.04,11.04,Fillet
166900,LISBON AGED HONEY FILLET,0.3125,720472158251,10.59,17.8,18.8,Fillet
197440,"BAUHAUS II WHITE FILLET 1/4""",0.25,,5.38,9.04,10.04,Fillet
197450,"BAUHAUS II BLACK FILLET 1/4""",0.25,,5.25,8.82,9.82,Fillet
102CG,MARQUIS,0.5,720472100021,7.08,11.9,12.9,Wood
10-507M,GARRETT HAND RUB GRY MAPLE CAP,0.625,720472191241,14.51,24.37,25.37,Wood
105CB,VIENNA,0.5,720472100052,6.63,11.14,12.14,Wood
11-036M,GARRETT WHTWASH MAPLE STEM,0.625,720472191180,18.46,31.01,32.01,Wood
11-100M,"GARRETT NAT MAPLE CAP 5/8""",0.625,720472191197,18.05,30.32,31.32,Wood
11-507M,"SO-GARRETT GRY MAPLE 5/8""",0.625,,13.02,20.83,21.83,Wood
119206,"SHOJI DARK WALNUT 1"" TALL CAP",1,,5.13,8.61,9.61,Wood
119208,"SHOJI EBONIZED WAL 1"" TALL CAP",1,,5.13,8.61,9.61,Wood
119630,"CONFETTI BLACK 1""",1,720472149891,7.04,11.82,12.82,Wood
119631,"CONFETTI WHITE 1""",1,720472149907,7.04,11.82,12.82,Wood
123960,FLAX OYSTER LINEN LINER,0.75,720472159845,3.83,6.43,7.43,Liner
123962,FLAX SAND LINEN LINER,0.75,720472159852,3.83,6.43,7.43,Liner
123964,FLAX PEBBLE LINEN LINER,0.75,720472159869,3.83,6.43,7.43,Liner
123966,FLAX BLACK LINEN LINER,0.75,720472159876,3.83,6.43,7.43,Liner
140632,"CONFETTI YELLOW 7/8""",0.875,720472150019,4.92,8.26,9.26,Wood
140634,"CONFETTI ORANGE 7/8""",0.875,720472150033,4.92,8.26,9.26,Wood
140635,"CONFETTI RED 7/8""",0.875,720472150040,4.92,8.26,9.26,Wood
140636,"CONFETTI LT BLUE 7/8""",0.875,720472150057,4.92,8.26,9.26,Wood
140638,"CONFETTI MAROON 7/8""",0.875,720472150071,4.92,8.26,9.26,Wood
140639,"CONFETTI PURPLE 7/8""",0.875,720472150088,4.92,8.26,9.26,Wood
140640,"CONFETTI ROYAL BLUE 7/8""",0.875,720472150095,4.92,8.26,9.26,Wood
140641,"CONFETTI NAVY BLUE 7/8""",0.875,720472150101,4.92,8.26,9.26,Wood
140642,"CONFETTI II BABY GREEN 7/8""",0.875,720472160148,4.92,8.26,9.26,Wood
140643,"CONFETTI II BABY BLUE 7/8""",0.875,720472160155,4.92,8.26,9.26,Wood
140644,"CONFETTI II BABY YELLOW 7/8""",0.875,720472160162,4.92,8.26,9.26,Wood
140645,"CONFETTI II BABY PINK 7/8""",0.875,720472160179,4.92,8.26,9.26,Wood
140646,"CONFETTI II CINTRON GRN 7/8""",0.875,720472160186,4.92,8.26,9.26,Wood
140647,"CONFETTI II TWEEN PINK 7/8""",0.875,720472160193,4.92,8.26,9.26,Wood
140648,"CONFETTI II TEAL 7/8""",0.875,720472160209,4.92,8.26,9.26,Wood
140649,"CONFETTI II RED ORANGE 7/8""",0.875,720472160216,4.92,8.26,9.26,Wood
140650,"CONFETTI II SHAMROCK 7/8""",0.875,720472160223,4.92,8.26,9.26,Wood
140651,"CONFETTI II METALLIC GOLD 7/8""",0.875,720472160230,4.92,8.26,9.26,Wood
140652,"CONFETTI II BLACK 7/8""",0.875,720472160247,4.92,8.26,9.26,Wood
140653,"CONFETTI II WHITE 7/8""",0.875,720472160254,4.92,8.26,9.26,Wood
144508,LANCASTER II LT GRY CAP,0.8125,,6.22,10.44,11.44,Wood
144510,LANCASTER II CHAR CAP,0.8125,,6.22,10.44,11.44,Wood
145790,GRAMERCY BLACK WIDE CAP,0.8125,720472153287,5.78,9.7,10.7,Wood
145791,GRAMERCY BRUSH SIL WIDE CAP,0.8125,720472153294,5.12,8.59,9.59,Wood
145BL,WILLIAMSBURG COLLECTION,0.5,720472100137,5.24,8.8,9.8,Wood
146790,GRAMERCY BLACK TALL CAP,0.625,720472153300,6.57,11.04,12.04,Wood
147791,GRAMERCY BRUSH SIL SMALL CAP,0.5625,720472153331,4.86,8.17,9.17,Wood
184508,LANCASTER II LTGRY REVBEV CAP,1.125,,9.82,16.51,17.51,Wood
192706,"OLSEN MAPLE SM CUBE 3/4""",0.75,,4.97,8.36,9.36,Wood
192708,"OLSEN OAK SM CUBE 3/4""",0.75,,4.97,8.36,9.36,Wood
195203,"MADISON NATURAL CAP 1""",1.125,720472197649,8.33,13.99,14.99,Wood
195204,"MADISON BLACK CAP 1""",1.125,720472197656,8.32,13.98,14.98,Wood
195205,"MADISON GREY CAP 1""",1.125,720472197663,8.32,13.98,14.98,Wood
196870,"COLOSSEUM II SOFT PEWTER 3/4""",0.75,,6.94,11.67,12.67,Wood
196871,"COLOSSEUM II TARN SILVER 3/4""",0.75,,6.94,11.67,12.67,Wood
196872,"COLOSSEUM II MOON GOLD 3/4""",0.75,,6.94,11.67,12.67,Wood
196874,"COLOSSEUM II TITANIUM 3/4""",0.75,,6.94,11.67,12.67,Wood
196876,"COLOSSEUM II STEEL BLUE 3/4""",0.75,,6.94,11.67,12.67,Wood
196877,"COLOSSEUM SLOPE BLK OXIDE 3/4""",0.75,720472197212,6.94,11.67,12.67,Wood
197508,LANCASTER II LT GRY REVBEV CAP,0.8125,,7.84,13.18,14.18,Wood
198500,"FINN CAP BLACK 9/16""",0.5625,720472193474,7.7,12.94,13.94,Wood
198510,"FINN CAP NATURAL 9/16""",0.5625,720472193481,7.7,12.94,13.94,Wood
198520,"FINN CAP EXPRESSO 9/16""",0.5625,198520,7.7,12.94,13.94,Wood
200285,TRIBECA BLK FLAT W/GROOVES,0.6875,720472139694,4.77,8.02,9.02,Wood
200350,"BRIMFIELD BLK SLP W/DNTL 7/8""",0.875,,7.8,13.1,14.1,Wood
200360,"BRIMFIELD WHT SLP W/DNTL 7/8""",0.875,,7.8,13.1,14.1,Wood
200750,SOFIA BRONZE SLOPE W/DENTIL,0.875,720472154888,8.83,14.84,15.84,Wood
200751,SOFIA GOLD SLOPE W/DENTIL,0.875,720472154833,8.83,14.84,15.84,Wood
200752,SOFIA IRON SLOPE W/DENTIL,0.875,720472154789,8.53,14.32,15.32,Wood
201317,"DRAYTON BLK & GLD SM CAP 3/4""",0.75,,4.55,7.29,8.29,Wood
202110,"STITCH LT TANGERINE 3/4""",0.75,720472173469,6.68,11.21,12.21,Wood
202113,"STITCH LT CITRON GREEN 3/4""",0.75,720472173476,6.47,10.87,11.87,Wood
202118,"STITCH DK ROYAL BLUE 3/4""",0.75,720472173513,6.52,10.96,11.96,Wood
202123,"STITCH BLACK 3/4""",0.75,720472173537,6.47,10.87,11.87,Wood
203235,ACADEMIE GOLD,0.75,720472139267,5.98,10.05,11.05,Wood
203237,ACADEMIE SILVER,0.75,720472139274,5.98,10.05,11.05,Wood
203239,ACADEMIE BLACK W/GOLD,0.75,720472139281,6.27,10.53,11.53,Wood
204706,"OLSEN MAPLE CAP 3/4""",0.75,,6.44,10.82,11.82,Wood
204708,"OLSEN OAK CAP 3/4""",0.75,,6.44,10.82,11.82,Wood
206180,HUDSON GOLD SCOOP,0.875,,5.3,8.9,9.9,Wood
206190,HUDSON SILVER SCOOP,0.875,,5.3,8.9,9.9,Wood
206200,HUDSON II IVORY SCP W/BEAD 7/8,0.875,,4.99,8.39,9.39,Wood
206220,HUDSON II BLGLD SCP W/BEAD 7/8,0.875,,5.61,9.43,10.43,Wood
206CG,MARQUIS,0.75,720472100274,8.58,14.42,15.42,Wood
206S,MARQUIS,0.75,720472100281,8.58,14.42,15.42,Wood
207234,"MODERNE GOLD CAP 3/4""",0.75,,4.16,6.66,7.66,Wood
207236,"MODERNE SILVER CAP 3/4""",0.75,,4.16,6.66,7.66,Wood
207650,"TATE BLACK SHORT CAP 3/4""",0.75,,4.2,7.06,8.06,Wood
207660,"TATE SILVER SHORT CAP 3/4""",0.75,,4.2,7.06,8.06,Wood
207670,"TATE GOLD SHORT CAP 3/4""",0.75,,4.2,7.06,8.06,Wood
208710,"ALDEN EBON WALNUT CURVE 3/4""",0.75,,12.22,18.67,19.67,Wood
208712,"ALDEN DK WALNUT CURVE 3/4""",0.75,,12.22,18.67,19.67,Wood
208CG,MARQUIS,0.75,720472100298,7.96,13.38,14.38,Wood
208CS,MARQUIS,0.75,720472100304,7.96,13.38,14.38,Wood
209706,"OLSEN MAPLE CUBE 1 3/16""",1.1875,,9.06,15.23,16.23,Wood
209708,"OLSEN OAK CUBE 1 3/16""",1.1875,,9.06,15.23,16.23,Wood
210124,"RAVELLO CROSSGRAIN MP CAP 3/4""",0.75,,5.03,8.06,9.06,Wood
210125,"RAVELLO ELM BURL CAP 3/4""",0.75,,5.03,8.06,9.06,Wood
210126,"RAVELLO DANIELA WAL CAP 3/4""",0.75,,5.03,8.06,9.06,Wood
210127,"RAVELLO POPLAR BURL CAP 3/4""",0.75,,5.03,8.06,9.06,Wood
210128,"RAVELLO BIRDSEYE MP CAP 3/4""",0.75,,5.03,8.06,9.06,Wood
210247,"RENZO BLONDE BURL CAP 3/4""",0.75,,6.86,11.53,12.53,Wood
210285,TRIBECA BLACK SQUARE CAP,0.6875,720472139700,5.31,8.93,9.93,Wood
210286,WHITE SQUARE CAP,0.6875,720472142625,5.82,9.78,10.78,Wood
210440,"BAUHAUS II WHITE 3/4""",0.75,,10.11,16.98,17.98,Wood
210440,"BAUHAUS II WHITE 3/4""",0.75,,10.11,16.98,17.98,Wood
210450,"BAUHAUS II BLACK 3/4""",0.75,,9.52,15.98,16.98,Wood
210450,"BAUHAUS II BLACK 3/4""",0.75,,9.52,15.98,16.98,Wood
210G,MARQUIS,0.875,720472100311,7.71,12.96,13.96,Wood
211317,"DRAYTON BLK & GLD LG CAP 3/4""",0.8125,,5.07,8.12,9.12,Wood
212285,TRIBECA BLACK SML SLANTED,0.8125,720472139717,4.61,7.74,8.74,Wood
212403,"WHITMAN BRUSHED BLACK 3/4""",0.75,,7.21,12.11,13.11,Wood
212405,"WHITMAN ANTQ TORTOISE 3/4""",0.75,,7.21,12.11,13.11,Wood
213403,"WHITMAN SILVER 3/4""",0.75,,7.84,13.18,14.18,Wood
214234,"MODERNE GOLD TALL CAP 3/4""",0.75,,5.77,9.23,10.23,Wood
214236,"MODERNE SILVER TALL CAP 3/4""",0.75,,5.77,9.23,10.23,Wood
214650,"TATE BLACK MED CAP 11/16""",0.6875,,5.92,9.94,10.94,Wood
214660,"TATE SILVER MED CAP 11/16""",0.6875,,5.92,9.94,10.94,Wood
214670,"TATE GOLD MED CAP 11/16""",0.6875,,5.9,9.9,10.9,Wood
215680,"ARTIFACT ANT GREY BB 5/8""",0.625,,13.79,21.06,22.06,Wood
216180,HUDSON GOLD WHISTLER,0.8125,,4.59,7.71,8.71,Wood
216190,HUDSON SILVER WHISTLER,0.8125,,4.59,7.71,8.71,Wood
217680,"ARTIFACT ANT GREY GK 7/8""",0.875,,14.37,21.95,22.95,Wood
217682,"ARTIFACT ANT BLACK GK 7/8""",0.875,,14.37,21.95,22.95,Wood
220940,GALLERY ONE BLACK CAP,0.6875,720472159722,5.34,8.97,9.97,Wood
220941,GALLERY ONE WHITE CAP,0.6875,720472159739,5.34,8.97,9.97,Wood
221276,"MILO MAPLE SMALL CAP 5/8""",0.625,,5.36,9,10,Wood
221277,"MILO WALNUT SMALL CAP 5/8""",0.625,,5.36,9,10,Wood
221278,"MILO CERUSED OAK SM CAP 5/8""",0.625,,5.12,8.59,9.59,Wood
221516,ANSLEY II CHERRY,0.625,,5.04,8.46,9.46,Wood
221517,ANSLEY II COFFEE,0.625,,5.04,8.46,9.46,Wood
221518,ANSLEY II GREY,0.625,,5.04,8.46,9.46,Wood
221519,ANSLEY II MOHAGANY,0.625,,5.04,8.46,9.46,Wood
221520,ANSLEY II NATURAL,0.625,,4.62,7.76,8.76,Wood
221521,ANSLEY II WALNUT,0.625,,5.04,8.46,9.46,Wood
221526,ANSLEY II BLACK,0.625,,4.62,7.76,8.76,Wood
222940,GALLERY ONE TALL BLACK CAP,0.75,720472159746,5.67,9.51,10.51,Wood
222941,GALLERY ONE TALL WHITE CAP,0.75,720472159753,5.67,9.51,10.51,Wood
223146,"KYOTO BLACK 3/4""",0.75,,9.19,14.02,15.02,Wood
223147,"KYOTO NATURAL 3/4""",0.75,,9.19,14.02,15.02,Wood
223148,"KYOTO GREY 3/4""",0.75,,9.19,14.02,15.02,Wood
224963,"PETITE GOLD 3/4""",0.75,720472160490,8.84,14.86,15.86,Wood
224965,"PETITE BLACK 3/4""",0.75,720472160506,6.68,10.36,11.36,Wood
224967,"PETITE SILVER 3/4""",0.75,720472160513,7.73,12.99,13.99,Wood
225482,"JASPER BLACK CAP 5/8""",0.625,,4.08,6.86,7.86,Wood
225484,"JASPER WHITE CAP 5/8""",0.625,,4.1,6.89,7.89,Wood
226180,HUDSON GOLD SCOOP,0.8125,,4.68,7.85,8.85,Wood
226190,HUDSON SILVER SCOOP,0.8125,,4.9,8.22,9.22,Wood
226210,HUDSON II BLACK SCOOP 13/16,0.8125,,4.79,8.04,9.04,Wood
227276,"MILO MAPLE MEDIUM CAP 3/4""",0.75,,6.37,10.7,11.7,Wood
227277,"MILO WALNUT MEDIUM CAP 3/4""",0.75,,6.37,10.7,11.7,Wood
227278,"MILO CERUSED OAK MD CAP 3/4""",0.75,,5.98,10.05,11.05,Wood
227516,ANSLEY CHERRY SMALL CAP,0.75,720472144346,5.01,8.41,9.41,Wood
227517,ANSLEY COFFEE SMALL CAP,0.75,720472144353,5.01,8.41,9.41,Wood
227519,ANSLEY MAHOGANY SMALL CAP,0.75,720472144377,5.01,8.41,9.41,Wood
227526,"ANSLEY BLACK 3/4""",0.75,,4.69,7.88,8.88,Wood
229602,KENSINGTON WALNUT BURL,0.8125,720472126380,11.95,20.07,21.07,Wood
230130,"PETITE II SILVER 3/4""",0.75,720472172400,7.04,11.26,12.26,Wood
230132,"PETITE II BLACK 3/4""",0.75,720472172424,6.7,11.26,12.26,Wood
230285,TRIBECA BLACK 358 PROFILE,0.8125,720472139731,4.72,7.93,8.93,Wood
230286,WHITE SM. TRAD W/BEAD,0.8125,720472142632,5.82,9.78,10.78,Wood
231482,"JASPER BLACK 1"" SHADOWBOX",1,,10.41,17.48,18.48,Wood
231484,"JASPER WHITE 1"" SHADOWBOX",1,,10.51,17.65,18.65,Wood
232403,"WHITMAN SILVER 3/4""",0.75,,9.42,15.82,16.82,Wood
233680,"ARTIFACT ANT GREY CD 7/8""",0.875,,14.37,21.95,22.95,Wood
234927,"PETITE GOLD 13/16""",0.8125,720472160575,7.89,13.25,14.25,Wood
234929,"PETITE BLACK 13/16""",0.8125,720472160599,7.93,13.32,14.32,Wood
235556,FERROSA 2 BRONZE,0.8125,720472146562,8.91,14.97,15.97,Wood
236350,"BROOKLYN BLACK 13/16""",0.8125,720472163163,3.42,5.74,6.74,Wood
236351,"BROOKLYN WHITE W/GRVS 13/16""",0.8125,720472197564,4.87,7.35,8.35,Wood
237904,"METALIA BLACK 3/4""",0.75,,5.41,8.26,9.26,Wood
237905,"METALIA SILVER 3/4""",0.75,,5.41,8.26,9.26,Wood
237906,"METALIA GOLD 3/4""",0.75,,5.41,8.26,9.26,Wood
237907,"METALIA CHAMPAGNE 3/4""",0.75,,5.41,8.26,9.26,Wood
237908,"METALIA BRASS 3/4""",0.75,,5.41,8.26,9.26,Wood
237909,"METALIA II GUNMETAL 3/4""",0.75,,5.45,8.71,9.71,Wood
238120,"DRESDEN BLACK UMBER 15/16""",0.9375,720472163408,12.42,20.86,21.86,Wood
239680,"ARTIFACT ANT GREY CR 7/8""",0.875,,14.53,22.2,23.2,Wood
240452,"MUSEO GOLD 1 1/16""",1.0625,,4.82,7.71,8.71,Wood
240453,"MUSEO SILVER 1 1/16""",1.0625,,4.82,7.71,8.71,Wood
240454,"MUSEO BLACK 1 1/16""",1.0625,,4.51,7.21,8.21,Wood
241240,"KOMODO RED SM CAP 3/4""",0.75,,6.42,10.79,11.79,Wood
241250,"KOMODO BLACK SM CAP 3/4""",0.75,,6.42,10.79,11.79,Wood
242250,"ANDOVER PETITE BLACK 5/8""",0.625,,5.71,9.59,10.59,Wood
242260,"ANDOVER PETITE WHITE 5/8""",0.625,,5.71,9.59,10.59,Wood
242270,"ANDOVER PETITE SILVER 5/8""",0.625,,5.71,9.59,10.59,Wood
242290,"ANDOVER PETITE SUEDE 5/8""",0.625,,5.71,9.59,10.59,Wood
243500,"ALTO BLK CAP 13/16""",0.8125,,5.8,9.74,10.74,Wood
243510,"ALTO WHT CAP 13/16""",0.8125,,5.8,9.74,10.74,Wood
244500,"ALTO BLK 13/16""",0.875,,4.9,8.22,9.22,Wood
244510,"ALTO WHT 13/16""",0.875,,4.9,8.22,9.22,Wood
245150,"SPENCER GLD SHORT CAP 3/4""",0.75,,6.15,10.33,11.33,Wood
245151,"SPENCER SIL/BRN SHORT CAP 3/4""",0.75,,6.15,10.33,11.33,Wood
245152,"SPENCER SIL/BLK SHORT CAP 3/4""",0.75,,6.15,10.33,11.33,Wood
245153,"SPENCER II SILVER CAP 3/4""",0.75,,5.07,8.52,9.52,Wood
245154,"SPENCER II GOLD CAP 3/4""",0.75,,5.07,8.52,9.52,Wood
246350,"BROOKLYN BLACK 7/8""",0.875,720472163170,3.42,5.74,6.74,Wood
247192,"DOMUS CHAMPAGNE 1 1/8""",1.0625,,10.24,17.21,18.21,Wood
247194,"DOMUS SILVER 1 1/8""",1.0625,,10.24,17.21,18.21,Wood
248150,"SPENCER GOLD TALL CAP 3/4""",0.75,,6.6,11.09,12.09,Wood
248151,"SPENCER SIL/BRN TALL CAP 3/4""",0.75,,6.6,11.09,12.09,Wood
248153,"SPENCER II SLVR TALL CAP 3/4""",0.75,,6.72,11.29,12.29,Wood
248154,"SPENCER II GOLD TALL CAP 3/4""",0.75,,6.72,11.29,12.29,Wood
249500,"FINN DEEP 3/4"" LIP CAP BLK",0.75,720472193511,9.45,15.88,16.88,Wood
249510,"FINN DEEP 3/4"" LIP CAP NAT",0.75,720472193528,9.45,15.88,16.88,Wood
249520,"FINN DEEP 3/4"" LIP CAP ESPRESO",0.75,720472193535,9.45,15.88,16.88,Wood
250200,"AURA SMALL BEVEL NIMBUS 1""",1,,9.75,16.37,17.37,Wood
252234,"MODERNE GOLD ROUND 13/16""",0.8125,,5.47,8.75,9.75,Wood
252236,"MODERNE SILVER ROUND 13/16""",0.8125,,5.47,8.75,9.75,Wood
253206,"SHOJI DARK WALNUT 3/4"" SM CAP",0.75,,3.3,5.54,6.54,Wood
253208,"SHOJI EBONIZED WAL 3/4"" SM CAP",0.75,,3.3,5.54,6.54,Wood
254904,"METALIA BLACK 3/4"" TALL",0.75,,8.75,13.35,14.35,Wood
254905,"METALIA SILVER 3/4"" TALL",0.75,,8.75,13.35,14.35,Wood
254906,"METALIA GOLD 3/4"" TALL",0.75,,8.75,13.35,14.35,Wood
254907,"METALIA CHAMPAGNE 3/4"" TALL",0.75,,8.75,13.35,14.35,Wood
254908,"METALIA BRASS 3/4"" TALL",0.75,,8.75,13.35,14.35,Wood
254909,"METALIA II GUNMETAL 3/4"" TALL",0.75,,8.8,14.07,15.07,Wood
255482,"JASPER BLACK 1"" SHADOWBOX XL",1,,12.08,18.53,19.53,Wood
255484,"JASPER WHITE 1"" SHADOWBOX XL",1,,12.49,19.06,20.06,Wood
256350,"BROOKLYN BLACK 13/16""",0.8125,720472163187,5.75,9.66,10.66,Wood
258602,CARNIVALE FLAT PINACOLDA 1 1/4,1.25,720472197397,6.77,11.36,12.36,Wood
258603,"CARNIVALE FLAT GLDN SUN 1 1/4""",1.25,720472197403,6.77,11.36,12.36,Wood
258604,CARNIVALE FLAT HIBSCSPNK 1 1/4,1.25,720472197410,6.77,11.36,12.36,Wood
258605,"CARNIVALE FLAT CHILIRED 1 1/4""",1.25,720472197427,6.77,11.36,12.36,Wood
258608,CARNIVALE FLAT RNFAL BLU 1 1/4,1.25,720472197441,6.77,11.36,12.36,Wood
258609,"CARNIVALE FLAT SEA BLU 1 1/4""",1.25,720472197458,6.77,11.36,12.36,Wood
258610,CARNIVALE FLAT COFFEE BN 1 1/4,1.25,720472197465,6.77,11.36,12.36,Wood
259405,"LARS 1 9/16"" PANEL ANTQ SILVER",1.5625,,8.55,12.27,13.27,Wood
259406,"LARS 1 9/16"" PANEL ANTQ GOLD",1.5625,,8.82,12.69,13.69,Wood
261240,"KOMODO RED TALL CAP 1""",1.0625,,7.51,12.62,13.62,Wood
26206,"1""X2 1/4"" LARGE STRETCHER BAR",2.25,,3.76,6.62,7.62,Wood
262407,"LARS 1 3/4"" RIPPLE BLACK",1.75,,11.02,15.86,16.86,Wood
264970,PETITES III 3/4 CUBE BRUSH NIC,0.75,,5.85,8.2,9.2,Wood
264971,PETITES III 3/4 CUBE BRUSH BRA,0.75,,5.85,8.2,9.2,Wood
264972,PETITES III 3/4 CUBE BRUSH BRO,0.75,,5.85,8.2,9.2,Wood
264973,PETITES III 3/4 CUBE BRUSH STE,0.75,,5.85,8.2,9.2,Wood
265974,PETITES III 7/8 PANEL GOLD,0.875,,6.03,8.44,9.44,Wood
265975,PETITES III 7/8 PANEL SILVER,0.875,,6.03,8.44,9.44,Wood
265976,PETITES III 7/8 PANEL PEWTER,0.875,,6.03,8.44,9.44,Wood
265977,PETITES III 7/8 PANEL BRONZE,0.875,,6.03,8.44,9.44,Wood
266900,LISBON AGED HONEY,0.8125,720472158299,13.07,21.96,22.96,Wood
266902,LISBON AGED WALNUT,0.8125,720472158312,13.07,21.96,22.96,Wood
266903,LISBON AGED BLACK,0.8125,720472158329,13.07,21.96,22.96,Wood
267975,PETITES III 13/16 BEVEL SILVER,0.8125,,6.45,8.98,9.98,Wood
267976,PETITES III 13/16 BEVEL PEWTER,0.8125,,6.45,8.98,9.98,Wood
267977,PETITES III 13/16 BEVEL BRONZE,0.8125,,6.45,8.98,9.98,Wood
269240,LANCASTER COVERED BRIDGE GREY,0.8125,720472173308,9.74,16.36,17.36,Wood
269250,LANCASTER SPLIT RAIL TAN,0.8125,720472173315,9.74,16.36,17.36,Wood
269260,LANCASTER AMISH BLACK,0.8125,720472173322,9.74,16.36,17.36,Wood
270706,"OLSEN MAPLE FLAT 1 1/2""",1.5,,6.86,11.53,12.53,Wood
270708,"OLSEN OAK FLAT 1 1/2""",1.5,,6.86,11.53,12.53,Wood
271153,"SPENCER II SLVR SLOPE 3/4""",0.75,,6.72,11.29,12.29,Wood
271154,"SPENCER II GOLD SLOPE 3/4""",0.75,,6.72,11.29,12.29,Wood
272110,"CUMBERLAND WHITE OAK CAP 3/4""",0.75,,10.34,17.37,18.37,Wood
272111,"CUMBERLAND GREY CAP 3/4""",0.75,,8.66,14.54,15.54,Wood
272112,"CUMBERLAND NATURAL CAP 3/4""",0.75,,9.32,15.66,16.66,Wood
272113,CUMBERLAND II WALNUT CAP,0.75,,14.3,24.02,25.02,Wood
272310,"HANS 3/4"" CAP WISHBONE",0.75,,7.19,12.09,13.09,Wood
272311,"HANS 3/4"" CAP HARE",0.75,,7.19,12.09,13.09,Wood
272312,"HANS 3/4"" CAP MUSKRAT",0.75,,7.19,12.09,13.09,Wood
272313,"HANS 3/4"" CAP PHEASANT",0.75,,7.19,12.09,13.09,Wood
272710,"ALDEN EBON WALNUT CAP 3/4""",0.75,,12.22,18.67,19.67,Wood
272712,"ALDEN DK WALNUT CAP 3/4""",0.75,,12.22,18.67,19.67,Wood
274110,"ALLOY 3/4"" CAP REV BEVL NICKEL",0.75,,7.52,12.64,13.64,Wood
274111,"ALLOY 3/4"" CAP REV BEVL GUNMTL",0.75,,7.38,12.4,13.4,Wood
274112,"ALLOY 3/4"" CAP REV BEVL SFTGLD",0.75,,7.38,12.4,13.4,Wood
274113,"ALLOY 3/4""CAP REV BEVL CHMPGNE",0.75,,7.38,12.4,13.4,Wood
275870,COLOSSEUM II SOFT PEWTER 1 1/2,1.5,,11.65,19.57,20.57,Wood
275871,COLOSSEUM II TARN SILVER 1 1/2,1.5,,11.65,19.57,20.57,Wood
275872,"COLOSSEUM II MOON GOLD 1 1/2""",1.5,,11.65,19.57,20.57,Wood
275874,"COLOSSEUM II TITANIUM 1 1/2""",1.5,,11.65,19.57,20.57,Wood
275876,"COLOSSEUM II STEEL BLUE 1 1/2""",1.5,,11.65,19.57,20.57,Wood
275877,"COLOSSEUM CAP BLK OXIDE 1 1/2""",1.5,720472197229,11.65,19.57,20.57,Wood
277605,"AXEL ANTQ CHESTNUT 3/4""",0.75,,15.81,26.55,27.55,Wood
277610,"AXEL SMOKED TIMBER 3/4""",0.75,,15.81,26.55,27.55,Wood
281320,"HARLOW TALL SLANT MIRROR 1""",1,,9.98,16.76,17.76,Wood
282212,SENELAR-NOUVEAU,1.0625,720472140041,22.62,38,39,Wood
284712,ALLEGRA - ANTIQUE GOLD,0.75,720472127271,8.75,14.69,15.69,Wood
284714,ALLEGRA - ANTIQUE SILVER,0.75,720472127288,8.75,14.69,15.69,Wood
287615,EASTLAKE (287615),0.875,720472126250,5.9,8.34,9.34,Wood
288615,"ANVIL AGED STEEL 3/4""",0.6875,,8.27,13.9,14.9,Wood
288620,"ANVIL AGED STEEL 3/4""",0.6875,,8.27,13.9,14.9,Wood
289630,"ANVIL II ENHANCR 3/4"" OILD STL",0.6875,,9.28,15.59,16.59,Wood
291615,"ANVIL AGED STEEL 3/4""",0.6875,,10.56,17.75,18.75,Wood
291BDG,WILLIAMSBURG COLLECTION,0.8125,720472100861,7.4,12.43,13.43,Wood
292630,"ANVIL II CAP 3/4"" OILED STEEL",0.6875,,12.62,21.2,22.2,Wood
294110,"ALLOY 1"" CAP REV BEVEL NICKEL",1,,9.59,16.12,17.12,Wood
