ITEM,description,WIDTH,UPC,cost,chop,join,group
623676,CRANBROOK DK WAL FLOAT,1.875,720472150781,14.98,25.17,26.17,Wood
623677,CRANBROOK NAT MAPLE FLOAT,1.875,720472150798,15.44,25.95,26.95,Wood
625200,"SALON 1789 RIB SCP GLD 2 5/16""",2.3125,,10.55,17.72,18.72,Wood
626234,"MODERNE GOLD FLOAT 2""",1.9375,,12.94,20.71,21.71,Wood
626236,"MODERNE SILVER FLOAT 2""",1.9375,,12.94,20.71,21.71,Wood
628184,"L7 WHITE SILVER FLOAT 2 3/8""",2.375,,30.22,50.77,51.77,Wood
628185,"L7 GOLD FLOAT 2 3/8""",2.375,,31.68,53.22,54.22,Wood
628186,"L7 BLACK SILVER FLOAT 2 3/8""",2.375,,30.22,50.77,51.77,Wood
630200,"SALON 1789 LG PANEL GLD 3""",3,,10.26,17.24,18.24,Wood
630225,"SALON 1789 LG PANEL SIL 3""",3,,10.26,17.24,18.24,Wood
632900,"FOUNDRY BRASS 2 9/16""",2.5625,,16.51,27.74,28.74,Wood
638120,"DRESDEN BLACK UMBER 2 3/8""",2.375,720472163453,17.82,29.94,30.94,Wood
645706,"OLSEN MAPLE FLAT 2 3/4""",2.75,,12.63,21.21,22.21,Wood
645708,"OLSEN OAK FLAT 2 3/4""",2.75,,12.63,21.21,22.21,Wood
650790,LUCERNE ONYX,2.0625,720472154543,21.93,36.84,37.84,Wood
650793,LUCERNE TOPAZ,2.0625,720472154574,21.93,36.84,37.84,Wood
655252,FERROSA PEWTER,2.5625,720472138987,20.38,34.24,35.24,Wood
655254,FERROSA IRON,2.5625,720472138994,20.38,34.24,35.24,Wood
656516,ANSLEY CHERRY REVERSE,2.75,720472144582,8.48,14.25,15.25,Wood
656517,ANSLEY COFFEE REVERSE,2.75,720472144599,8.48,14.25,15.25,Wood
656518,ANSLEY GRAY REVERSE,2.75,720472144605,8.48,14.25,15.25,Wood
657591,MARAIS GOLD PANEL,2.75,720472146821,21.92,36.83,37.83,Wood
657592,MARAIS SILVER PANEL,2.75,720472146838,21.92,36.83,37.83,Wood
657593,"MARAIS II 2 3/4"" PUNCHWORK PNL",2.75,720472156707,19.22,32.29,33.29,Wood
663175,CRANBROOK II NAT WALNUT CAP,0.8125,720472167864,15.5,26.04,27.04,Wood
663176,CRANBROOK II DK WALNUT CAP,0.8125,720472167857,15.5,26.04,27.04,Wood
663177,CRANBROOK II NAT MAPLE CAP,0.8125,720472167833,17.05,28.64,29.64,Wood
663180,CRANBROOK II EBONZ WAL CAP,0.8125,720472167840,15.95,26.8,27.8,Wood
667593,"MARAIS II 2 3/4"" PLAIN PANEL",2.75,720472156714,19.22,32.29,33.29,Wood
671082,SOHO-MATTE BLACK,2.75,720472134965,16.18,27.18,28.18,Wood
674077,PRAGUE-SILVER REVERSE,2.8125,720472134750,29.38,49.36,50.36,Wood
679100,"H4 REV WINGED WHITE  2 5/8""",2.625,,15.84,27.88,28.88,Wood
679200,"H4 REV WAL 2 5/8""",2.625,,15.84,27.88,28.88,Wood
680465,LILLE LGE SCOOP SILVER 2 15/16,2.875,,18.73,31.47,32.47,Wood
680470,LILLE LGE SCOOP PEWTER 2 15/16,2.875,,18.73,31.47,32.47,Wood
685200,"SALZBURG ROUND SIL 2 3/16""",2.1875,,15.36,25.8,26.8,Wood
686180,HUDSON GOLD PANEL,3,,9.99,16.78,17.78,Wood
686190,HUDSON SILVER PANEL,3,,9.99,16.78,17.78,Wood
686200,"HUDSON II IVORY PANEL 3""",3,,9.38,15.76,16.76,Wood
686210,"HUDSON II BLACK PANEL 3""",3,,9.38,15.76,16.76,Wood
686220,"HUDSON II BLKGLD PANEL 3""",3,,9.57,16.08,17.08,Wood
687810,"PERIMETER SILVER CUBE 1 3/16""",1.1875,,6.97,11.72,12.72,Wood
695100,"EIFFEL FLOAT SILVER 3""",2.875,720472193436,23.39,39.29,40.29,Wood
695110,"EIFFEL FLOAT PEWTER 3""",2.875,720472193443,23.39,39.29,40.29,Wood
695120,"EIFFEL FLOAT GOLD 3""",2.875,720472193450,23.39,39.29,40.29,Wood
695130,"EIFFEL FLOAT BRONZE 3""",2.875,720472193467,23.39,39.29,40.29,Wood
697805,"PERIMETER CHMPGE CUBE 2 1/16""",2.0625,,8.92,14.98,15.98,Wood
70002,"3/4"" X 1 3/4"" MED STRETCHER",1.75,,2.63,4.42,5.42,Wood
700240,"JAVA BEAN 3 1/4""",3.25,720472138871,23.88,40.12,41.12,Wood
701452,"MUSEO GOLD PANEL 3 1/4""",3.25,,17.05,27.28,28.28,Wood
701453,"MUSEO SILVER PANEL 3 1/4""",3.25,,17.05,27.28,28.28,Wood
701454,"MUSEO BLACK PANEL 3 1/4""",3.25,,15,24,25,Wood
704100,"PANZANO LG SCOOP PEAT 3 1/4""",3.25,,33.97,57.07,58.07,Wood
71-781P,"GARRETT FOG GREY 3/4""",0.75,720472184687,12.35,20.75,21.75,Wood
71-786P,"GARRETT BEACH BLONDE 3/4""",0.75,720472184694,12.43,20.88,21.88,Wood
71-793P,"GARRETT TAHOE BLUE 3/4""",0.75,720472188098,12.43,20.88,21.88,Wood
71-795P,"GARRETT BLACK WATER 3/4""",0.75,720472191258,12.35,20.75,21.75,Wood
727593,"MARAIS II 3 3/8"" CONT. SCOOP",3.375,720472156721,24.94,41.9,42.9,Wood
733235,ACADEMIE GOLD,3,720472139359,17.78,29.86,30.86,Wood
733237,ACADEMIE SILVER,3,720472139366,17.78,29.86,30.86,Wood
733239,ACADEMIE BLACK W/GOLD,3,720472139373,17.78,29.86,30.86,Wood
746200,"SALZBURG SCOOP SIL 3 1/4""",3.25,,25.23,42.39,43.39,Wood
751800,BELMONT LT OLIVE SCOOP,4,720472154703,42.01,70.57,71.57,Wood
751801,BELMONT MED OLIVE SCOOP,4,720472154710,42.01,70.57,71.57,Wood
751802,BELMONT DK OLIVE SCOOP,4,720472154727,42.01,70.57,71.57,Wood
768403,"WHITMAN BRUSHED BLACK 4""",4,,24.35,40.92,41.92,Wood
768405,"WHITMAN ANTQ TORTOISE 4""",4,,24.35,40.92,41.92,Wood
771570,INTERMEZZO SABLE COVE W/BLK,3.25,,27.71,46.55,47.55,Wood
795203,"MADISON NATURAL FLAT 3 5/16""",3.3125,720472197700,15.07,25.32,26.32,Wood
795204,"MADISON BLACK FLAT 3 5/16""",3.3125,720472197717,15.05,25.28,26.28,Wood
795205,"MADISON GREY FLAT 3 5/16""",3.3125,720472197724,15.05,25.28,26.28,Wood
798630,"DEVON BLACK 3 5/16""",3.3125,,30.98,52.04,53.04,Wood
798640,"DEVON DK WALNUT 3 5/16""",3.3125,,30.98,52.04,53.04,Wood
801407,"LARS 4"" SCOOP DUTCH BLACK",4,,33.19,47.78,48.78,Wood
80509,"DISC-ARQADIA CH BLACK 1 3/4""",1.75,,4.28,7.53,8.53,Wood
80699,"ARQADIA CH SILVER 2 3/4""",2.75,,7.51,13.22,14.22,Wood
80745,"ARQADIA 8 MOCHA 2""",2,720472162487,3.23,5.68,6.68,Wood
80900,"JASPER II CAP WHITE 3/4""",0.75,,3.78,5.78,6.78,Wood
80901,"JASPER II CAP BLACK 3/4""",0.75,,3.77,5.76,6.76,Wood
80904,"JASPER II CAP WHITE 1""",1,,5.57,8.51,9.51,Wood
80905,"JASPER II CAP BLACK 1""",1,,6.03,9.21,10.21,Wood
80908,"JASPER II CUBE WHITE 1 1/8""",1.125,,5.02,7.67,8.67,Wood
80909,"JASPER II CUBE BLACK 1 1/8""",1.125,,4.79,7.31,8.31,Wood
80914,"KANSO NORDIC OAK CAP 3/4""",0.75,,5.34,7.91,8.91,Wood
80915,"KANSO LIGHT GREY CAP 3/4""",0.75,,5.34,7.91,8.91,Wood
80916,"KANSO CHARCOAL CAP 3/4""",0.75,,5.34,7.91,8.91,Wood
80917,"KANSO LIGHT WALNUT CAP 3/4""",0.75,,5.34,7.91,8.91,Wood
80918,"KANSO MOCHA CAP 3/4""",0.75,,5.34,7.91,8.91,Wood
80919,KANSO OAK SM CUBE 1 1/4,1.25,,4.84,6.81,7.81,Wood
80920,"KANSO LT GREY SM CUBE 1 1/4""",1.25,,4.84,6.81,7.81,Wood
80921,"KANSO CHARCOAL SM CUBE 1 1/4""",1.25,,4.84,6.81,7.81,Wood
80922,"KANSO LT WAL SM CUBE 1 1/4""",1.25,,4.84,6.81,7.81,Wood
80923,"KANSO MOCHA SM CUBE 1 1/4""",1.25,,4.84,6.81,7.81,Wood
80924,"KANSO NORDIC OAK CUBE 1 1/8""",1.125,,6.2,8.63,9.63,Wood
80925,"KANSO LT GREY CUBE 1 1/8""",1.125,,6.2,8.63,9.63,Wood
80926,"KANSO CHARCOAL CUBE 1 1/8""",1.125,,6.2,8.63,9.63,Wood
80927,"KANSO LT WALNUT CUBE 1 1/8""",1.125,,6.2,8.63,9.63,Wood
80928,"KANSO MOCHA CUBE 1 1/8""",1.125,,6.2,8.63,9.63,Wood
814410,"DILLON WALNUT BEAM 4 3/4""",4.75,,39.95,70.31,71.31,Wood
814430,"DILLON WEATHERED GREY 4 3/4""",4.75,,39.95,70.31,71.31,Wood
842420,ANGUS LG CAP BURNT TOBACCO,1.25,,17.9,30.07,31.07,Wood
842421,"ANGUS LG CAP DUTCH BLK 1 1/4""",1.25,,17.9,30.07,31.07,Wood
842440,"BAUHAUS SM CAP WHITE 3/4""",0.75,,7.79,13.08,14.08,Wood
842450,"BAUHAUS SM CAP BLACK 3/4""",0.75,,7.6,12.77,13.77,Wood
850790,LUCERNE ONYX,3.625,720472154581,25.02,44.04,45.04,Wood
850791,LUCERNE SAGE,3.625,720472154598,27.52,46.24,47.24,Wood
850793,LUCERNE TOPAZ,3.625,720472154611,27.52,46.24,47.24,Wood
852421,"ANGUS SCOOP DUTCH BLK 1 7/8""",1.875,,17.92,30.1,31.1,Wood
852440,"BAUHAUS LG CAP WHITE 3/4""",0.8125,,10.47,17.6,18.6,Wood
852450,"BAUHAUS LG CAP BLACK 3/4""",0.8125,,10.22,17.17,18.17,Wood
862440,"BAUHAUS CUBE WHITE 1 1/4""",1.25,,9.05,15.2,16.2,Wood
862450,"BAUHAUS CUBE BLACK 1 1/4""",1.25,,8.72,14.66,15.66,Wood
866361,ANTICA-WALNUT,3.375,720472141277,27.48,46.16,47.16,Wood
866362,ANTICA-BLACK,3.375,720472141284,27.48,46.16,47.16,Wood
869077,PRAGUE-SILVER TRADITIONAL,3.625,720472134767,36.1,60.65,61.65,Wood
872440,"BAUHAUS WIDE FLAT WHITE 3""",3,,15.08,25.34,26.34,Wood
872450,"BAUHAUS WIDE FLAT BLACK 3""",3,,14.67,24.65,25.65,Wood
9156,"ARQADIA CH BLACK 13/16""",0.8125,,3.14,5.27,6.27,Wood
9157,"ARQADIA CH BLACK 1""",1,,4.15,6.97,7.97,Wood
9171,"ARQADIA CH BLACK 1 5/8""",1.625,,4.22,7.1,8.1,Wood
A785RAW,SPECIAL MOULDING,0.75,,2.88,4.84,5.84,Wood
A787RAW,SPECIAL MOULDING,0.75,,3.67,6.46,7.46,Wood
A789RAW,SPECIAL MOULDING,0.75,,4.97,8.75,9.75,Wood
CM1001,SILVER CLARK CM10,0.28125,720472122580,5.43,9.56,7.85,Wood
CM1002,SATIN SILVER CLARK CM10,0.28125,720472122610,5.41,9.52,7.81,Wood
CM1004,SATIN GOLD CLARK CM10,0.28125,720472122641,5.42,9.54,7.86,Wood
CM1013,BLACK CLARK CM10,0.28125,720472122719,5.91,10.39,8.44,Wood
CM150001,SILVER CLARK CM1500,0.375,720472123402,6.31,11.1,8.43,Wood
CM150002,SATIN SILVER CLARK CM1500,0.375,720472123419,6.12,10.77,8.39,Wood
CM150003,GOLD CLARK CM1500,0.375,720472123426,6.25,11,8.88,Wood
CM150004,SATIN GOLD CLARK CM1500,0.375,720472123433,6.67,11.73,8.88,Wood
CM150005,ENG. PEWTER CLARK CM1500,0.375,720472123440,6.44,11.34,9.17,Wood
CM150006,BRONZE CLARK CM1500,0.375,720472123457,6.43,11.31,9.11,Wood
CM150013,BLACK CLARK CM1500,0.375,720472123518,6.39,11.24,9.11,Wood
CM150014,SATIN BLACK CLARK CM1500,0.375,720472123525,6.4,11.26,9.17,Wood
CM150030,CONTRAST GRY CLARK CM1500,0.375,720472123648,5.11,8.99,9.22,Wood
CM150031,PLATINUM CLARK CM1500,0.375,720472123655,6.52,11.48,9.17,Wood
CM150033,ANTIQUE GOLD CLARK CM1500,0.375,720472123662,6.97,12.26,9.11,Wood
CM150035,ANT BRASS CLARK CM1500,0.375,720472123686,6.05,10.65,8.55,Wood
CM150044,BLACK ONYX CLARK CM1500,0.375,720472123761,6.26,11.03,8.96,Wood
CM200013,BLACK CLARK CM2000,0.3125,720472124539,5.88,10.34,8.32,Wood
CM200014,SATIN BLACK CLARK CM2000,0.3125,720472124546,7.03,12.38,7.64,Wood
CM200044,BLACK ONYX CLARK CM2000,0.3125,720472124720,7.79,13.71,10.73,Wood
N10014,GERMAN SILVER NIELSEN 100,0.375,,14.22,25.03,26.03,Metal
N10021,MATTE BLACK NIELSEN 100,0.375,,20.92,36.82,29.09,Metal
N1101,SILVER NIELSEN 11,0.28125,720472108652,6.61,11.63,9.82,Metal
N1102,"FROSTED SILVER 9/32""",0.28125,720472108669,6.7,11.79,9.82,Metal
N1103,GOLD NIELSEN 11,0.28125,720472108676,6.67,11.74,9.82,Metal
N1104,FROSTED GOLD NIELSEN 11,0.28125,720472108683,6.59,11.61,9.82,Metal
N1108,FROSTED BRONZE NIELSEN 11,0.28125,720472108720,7.66,13.48,11.17,Metal
N1110,GRAPHITE NIELSEN 11,0.28125,720472117746,7.6,13.37,11.17,Metal
N1112,FROSTED PEWTER NIELSEN 11,0.28125,720472108751,7.81,13.75,11.17,Metal
N1113,CONTRAST GREY NIELSEN 11,0.28125,720472108768,7.55,13.29,11.17,Metal
N1114,GERMAN SILVER NIELSEN 11,0.28125,720472108775,7.68,13.51,11.17,Metal
N11154,FLORENTINE GREY NIELSEN 11,0.28125,720472119054,7.69,13.53,11.23,Metal
N11156,FLORENTINE BLACK NIELSEN 11,0.28125,720472119078,7.95,14,11.23,Metal
N1120,ANODIC BLACK NIELSEN 11,0.28125,720472108829,8.03,14.12,11.17,Metal
N1121,MATTE BLACK NIELSEN 11,0.28125,720472108836,8.69,15.29,11.17,Metal
N1123,ANTIQUE GOLD NIELSEN 11,0.28125,720472108850,6.98,12.29,9.82,Metal
N1150,BLACK NIELSEN 11,0.28125,720472108935,7.5,13.2,9.82,Metal
N11701,"SILVER NIELSEN 117 7/8""",0.4375,,8.7,15.32,11.16,Metal
N11702,"FROST SILVER NIELSEN 117 7/8""",0.4375,,8.71,15.33,11.17,Metal
N11704,"FROST GOLD NIELSEN 117 7/8""",0.4375,,8.58,15.1,11.17,Metal
N11710,"GRAPHITE NIELSEN 117 7/8""",0.4375,,9.79,17.23,12.39,Metal
N11712,"FRS PEWTER NIELSEN 117 7/8""",0.4375,,9.48,16.68,12.35,Metal
N11714,"GERMAN SIL NIELSEN 117 7/8""",0.4375,,9.54,16.79,12.35,Metal
N117164,"DUSK NIELSEN 117 7/8""",0.4375,,9.76,17.17,12.35,Metal
N11719,"FROST WAL NIELSEN 117 7/8""",0.4375,,8.97,15.79,12.35,Metal
N11720,"ANODIC BLK NIELSEN 117 7/8""",0.4375,,9.05,15.92,12.4,Metal
N117201,"MAROON   NIELSEN 117 7/8""",0.4375,,7.49,13.2,11.67,Metal
N117202,"TIGER ORANGE NIELSEN 117 7/8""",0.4375,,7.49,13.19,11.67,Metal
N117203," SUNSHINE  NIELSEN 117 7/8""",0.4375,,7.49,13.19,11.67,Metal
N117204,"KELLY GREEN  NIELSEN 117 7/8""",0.4375,,7.49,13.19,11.67,Metal
N117205,"FOREST GREEN  NIELSEN 117 7/8""",0.4375,,7.49,13.19,11.67,Metal
N117206,"AQUA   NIELSEN 117 7/8""",0.4375,,7.49,13.2,11.67,Metal
N117207,"BRIGHT BLUE   NIELSEN 117 7/8""",0.4375,,7.49,13.2,11.67,Metal
N117208,"ROYAL PURPLE  NIELSEN 7/8""",0.4375,,7.49,13.19,11.67,Metal
N11721,"MATTE BLK NIELSEN 117 7/8""",0.4375,,9.5,16.71,12.35,Metal
N117227,"TORNADO RED NIEL 117 7/8""",0.4375,,10.5,18.47,12.86,Metal
N11723,"ANT GOLD NIELSEN 117 7/8""",0.4375,,9.45,16.63,11.17,Metal
N117230,"REFLEX SIL NIEL 117 7/8""",0.4375,,9.92,17.46,12.86,Metal
N117231,"GOLD BULLION NIEL 117 7/8""",0.4375,,10.21,17.97,12.86,Metal
N117232,"GALACTIC BLUE NIEL 117 7/8""",0.4375,,9.92,17.45,12.86,Metal
N117233,"PURPLE HAZE NIEL 117 7/8""",0.4375,,9.38,16.51,12.86,Metal
N117235,"TANGERINE NIEL 117 7/8""",0.4375,,9.43,16.59,12.86,Metal
N117236,"CYBER GREEN NIEL 117 7/8""",0.4375,,9.43,16.6,12.86,Metal
N117237,"RASPBERRY FIZZ NIEL 117 7/8""",0.4375,,8.52,14.99,11.77,Metal
N117238,"TURQUOISE NIEL 117 7/8""",0.4375,,9.46,16.64,12.86,Metal
N117240,"AMETHYST NIEL 117 7/8""",0.4375,,9.35,16.46,12.83,Metal
N117270,"BURNT SIENNA NIELSEN 117 7/8""",0.4375,,8.16,14.35,12.35,Metal
N117280,AMERICAN NATURL NIEL 117,0.4375,,9.88,17.38,13.81,Metal
N117400,"STN BRUSH ALUMINUM 117 7/8""",0.4375,,8.83,15.53,12.86,Metal
N117470,BRUSH SATIN NICKEL NIEL 117,0.4375,,9.94,17.49,14.38,Metal
N117478,BRUSH SATIN PEWTER NIEL 117,0.4375,,10.23,18.01,14.38,Metal
N11750,"BLACK NIELSEN 117 7/8""",0.4375,,8.14,14.33,11.67,Metal
N11752,"BRIGHT WHT NIELSEN 117 7/8""",0.4375,,7.92,13.94,11.67,Metal
N1202,FROSTED SILVER NIELSEN 12,0.28125,,8.19,14.4,11.17,Metal
N1221,MATTE BLACK NIELSEN 12,0.28125,,8.55,15.04,12.35,Metal
N12901,"SILVER NIELSEN 129 5/16""",0.3125,,8.67,15.25,12.65,Metal
N12907,"BRONZE NIELSEN 129 5/16""",0.3125,,8.67,15.25,12.65,Metal
N12913,"CONTR GREY NIELSEN 129 5/16""",0.3125,,8.67,15.25,12.65,Metal
N12915,"AMBER NIELSEN 129 5/16""",0.3125,,9.37,16.49,12.65,Metal
N12920,"BLACK NIELSEN 129 5/16""",0.3125,,9.13,16.06,12.65,Metal
N12921,MATTE BLACK NIELSEN 12,0.3125,,6.56,11.54,9.78,Metal
N12952,"BRT WHITE NIELSEN 129 5/16""",0.3125,,8.67,15.25,12.65,Metal
N130400,"BRS SATN ALUM NIEL 130 7/8""",0.875,,9.77,17.2,17.68,Metal
N130414,"BRS GERMAIN SIL NIEL 130 7/8""",0.875,,10.7,18.82,17.68,Metal
N13052,"BRT WHITE NIELSEN 130 7/8""",0.875,,9.48,16.68,17.68,Metal
N1314,GERMAN SILVER FLOAT NIELSEN 13,0.25,,10.13,17.82,13.51,Metal
N1321,MATTE BLACK FLOAT NIELSEN 13,0.25,,9.79,17.23,13.51,Metal
N1414,GERMAN SILVER FLOAT NIELSEN 14,0.25,,15.06,26.5,21.26,Metal
N1421,MATTE BLACK FLOAT NIELSEN 14,0.25,,15.06,26.5,21.26,Metal
N1501,SILVER NIELSEN 15,0.375,,7.42,13.05,10.68,Metal
N1502,FROSTED SILVER NIELSEN 15,0.375,,7.16,12.6,10.68,Metal
N1503,GOLD NIELSEN 15,0.375,,7.18,12.65,10.72,Metal
N1504,FROSTED GOLD NIELSEN 15,0.375,,7.48,13.17,10.72,Metal
N1508,FROSTED BRONZE NIELSEN 15,0.375,,8.03,14.12,11.77,Metal
N1510,GRAPHITE NIELSEN 15,0.375,,8.09,14.23,11.77,Metal
N1512,FROSTED PEWTER NIELSEN 15,0.375,,8.25,14.52,11.77,Metal
N1513,CONTRAST GRAY NIELSEN 15,0.375,,8.03,14.13,11.77,Metal
N1514,GERMAN SILVER NIELSEN 15,0.375,,8.27,14.55,11.77,Metal
N15150,FLORENTINE SILVER NIELSEN 15,0.375,,8.42,14.81,12.35,Metal
N15153,FLORENTINE PEWTER NIELSEN 15,0.375,,10.75,18.92,12.35,Metal
N15154,FLORENTINE GREY NIELSEN 15,0.375,,8.42,14.82,12.35,Metal
N15155,FLORENTINE AMBER NIELSEN 15,0.375,,8.42,14.81,12.35,Metal
N15156,FLORENTINE BLACK NIELSEN 15,0.375,,9.15,16.09,12.35,Metal
N15164,DUSK NIELSEN 15,0.375,,8.03,14.12,11.77,Metal
N15170,FROST UMBER NIELSEN 15,0.375,,8.03,14.12,11.77,Metal
N1519,FROSTED WALNUT NIELSEN 15,0.375,,8.03,14.13,11.77,Metal
N1520,ANODIC BLACK NIELSEN 15,0.375,,8.03,14.12,11.77,Metal
N1521,MATTE BLACK NIELSEN 15,0.375,,8.03,14.12,11.77,Metal
N1523,ANTIQUE GOLD NIELSEN 15,0.375,,7.65,13.47,11.35,Metal
N1524,COBALT NIELSEN 15,0.375,,8.1,14.25,11.77,Metal
N1550,BLACK NIELSEN 15,0.375,,7.49,13.19,11.14,Metal
N1552,BRIGHT WHITE NIELSEN 15,0.375,,8.13,14.32,11.12,Metal
N1555,RIGHT RED NIELSEN 15,0.375,,7.49,13.19,11.14,Metal
N1558,INDIGO NIELSEN 15,0.375,,7.55,13.3,11.14,Metal
N1566,LAPIS NIELSEN 15,0.375,,7.7,13.56,11.14,Metal
N1568,CHINESE RED NIELSEN 15,0.375,,7.49,13.19,11.14,Metal
N2108,"FROST ROSE GOLD 9/16"" NIELSEN",0.59375,,9.74,17.13,14.09,Metal
N2121,MATTE BLACK NIELSEN 21,0.5625,,9.55,16.81,13.85,Metal
N21227,"VIVID RED 9/16"" NIELSEN",0.59375,,9.74,17.13,14.09,Metal
N2123," ANTIQUE GLD 9/16"" NIEL 21",0.59375,,8.73,15.36,12.65,Metal
N21233,"PURPLE HAZE 9/16"" NIELSEN",0.59375,,9.73,17.13,14.09,Metal
N21235,"TANGERINE TWIST 9/16"" NIELSEN",0.59375,,10.27,18.08,14.09,Metal
N21250,MERLOT NIELSEN 21,0.59375,,9.55,16.81,13.85,Metal
N21257,"SAPPHIRE 9/16"" NIELSEN",0.59375,,9.74,17.13,14.09,Metal
N21258,"REALLY TEAL 9/16"" NIELSEN",0.59375,,9.74,17.13,14.09,Metal
N21261,"DAWN 9/16"" NIELSEN",0.59375,,10.58,18.62,14.09,Metal
N21400,CHROME NIELSEN 21,0.59375,,9.56,16.82,13.85,Metal
N2150,MATTE BLACK NIELSEN 21,0.59375,,9.98,17.57,13.85,Metal
N2201,SILVER NIELSEN 22,0.3125,,8.07,14.21,11.88,Metal
N2203,GOLD NIELSEN 22,0.3125,,8.07,14.21,11.88,Metal
N2214,GERMAN SILVER NIELSEN 22,0.3125,,9.44,16.61,13.69,Metal
N2220,ANODIC BLACK NIELSEN 22,0.3125,,9.44,16.61,13.69,Metal
N2221,MATTE BLACK NIELSEN 22,0.3125,,9.44,16.61,13.69,Metal
N225154,GRAPHITE NIEL GILDED 225,1.25,,13.12,23.1,18.62,Metal
N225421,JET BLACK NIEL GILDED 225,1.25,,13.12,23.1,18.62,Metal
N225452,FROST GOLD NIEL GILDED 225,1.25,,13.12,23.1,18.62,Metal
N225469,MODERN PEWTER NIEL GILDED 225,1.25,,13.12,23.1,18.62,Metal
N24414,BRUSH STN GERMAN SIL NIEL 24,0.5,,11.88,20.92,17,Metal
N24421,BRUSH STN BLACK NIEL 24,0.5,,11.88,20.92,17,Metal
N24423,BRUSH STN ANTGLD NIEL 24,0.5,,9.09,16,17,Metal
N24469,BRUSH STN STNLS STEEL NIEL 24,0.5,,11.88,20.92,17,Metal
N24471,BRUSH STN SLATE NIEL 24,0.5,,11.88,20.92,17,Metal
N24475,BRUSH STN CHOCOLATE NIEL 24,0.5,,11.88,20.92,17,Metal
N24476,BRUSH STN SAPPHIRE NIEL 24,0.5,,11.9,20.94,17.02,Metal
N2501,SILVER NIELSEN 25,0.59375,,8.28,14.57,12.11,Metal
N2502,FROST SILVER NIELSEN 25,0.59375,,8.28,14.57,12.11,Metal
N2504,FROST GOLD NIELSEN 25,0.59375,,8.3,14.61,12.14,Metal
N2520,ANODIC BLACK NIELSEN 25,0.59375,,9.06,15.95,13.18,Metal
N2521,MATTE BLACK NIELSEN 25,0.59375,,9.57,16.85,13.18,Metal
N3414,GERMAN SILVER NIELSEN 34,0.21875,,9.32,16.41,13.57,Metal
N34179,BLACK METALLINE NIELSEN 34,0.21875,,10.67,18.77,15.34,Metal
N3421,MATTE BLACK NIELSEN 34,0.21875,,9.99,17.57,14.46,Metal
N34280,AMERICAN NATURAL NIEL 34,0.21875,,10.35,18.21,14.32,Metal
N3501,SILVER NIELSEN 35,0.4375,,11.85,20.86,21.86,Metal
N3520,ANODIC BLACK NIELSEN 35,0.4375,,13.93,24.51,24.78,Metal
N5801,SILVER NIELSEN 58,0.3125,,5.02,8.82,8.81,Metal
N5803,GOLD NIELSEN 58,0.3125,,4.93,8.67,9.41,Metal
N5804,FROST GOLD NIELSEN 58,0.3125,,4.93,8.67,9.41,Metal
N5814,GERMAN SILVER NIELSEN 58,0.3125,,5.39,9.48,10.2,Metal
N5820,ANODIC BLACK NIELSEN 58,0.3125,,5.7,10.04,10.31,Metal
N65246,OLD GOLD NIELSEN 65,0.5,,9.55,16.81,13.85,Metal
N65251,BARELY GOLD NIELSEN 65,0.5,,9.55,16.81,13.85,Metal
N65252,ROBIN'S EGG NIELSEN 65,0.5,,9.55,16.81,13.85,Metal
N65280,AMERICAN NATURAL NIELSEN,0.5,,7.13,12.55,13.18,Metal
N65282,WALNUT NIELSEN,0.5,,7.13,12.55,13.18,Metal
N65421,MATTE BLACK NIELSEN 65,0.5,,9.54,16.79,13.83,Metal
N65429,EBONY NIELSEN 65,0.5,,9.56,16.82,13.85,Metal
N7101,SILVER NIELSEN 71,0.5625,,7.75,13.65,14.24,Metal
N7121,MATTE BLACK NIELSEN 71,0.5625,,12.8,22.54,16.86,Metal
N9301,SILVER NIELSEN 93,0.40625,,7.97,14.03,11.68,Metal
N9304,FROSTED GOLD NIELSEN 93,0.40625,,7.49,13.19,11.05,Metal
N9314,GERMAN SILVER NIELSEN 93,0.40625,,9.02,15.87,13.16,Metal
N93150,FLORENTINE SILVER NIELSEN 93,0.40625,,10.93,19.25,15.7,Metal
N93154,FLORENTINE GREY NIELSEN 93,0.40625,,10.91,19.21,15.7,Metal
N93156,FLORENTINE BLACK NIELSEN 93,0.40625,,11.65,20.51,15.7,Metal
N93170,FROSTED BRASS NIELSEN 93,0.40625,,8.67,15.26,12.32,Metal
N9319,FROST WALNUT NIELSEN 93,0.40625,,8.97,15.78,13.09,Metal
N9320,ANODIC BLACK NIELSEN 93,0.40625,,10.43,18.35,15.06,Metal
N9321,MATTE BLACK NIELSEN 93,0.40625,,10.87,19.13,15.06,Metal
N9323,ANTIQUE GOLD NIELSEN 93,0.40625,,8.15,14.35,11.93,Metal
N9350,BLACK NIELSEN 93,0.40625,,8.38,14.74,12.23,Metal
N9352,BRIGHT WHITE NIELSEN 93,0.40625,,9.45,16.64,12.23,Metal
N93550,SILVER LINEN NIELSEN 93,0.40625,,8.96,15.77,13.04,Metal
N93552,STEEL LINEN NIELSEN 93,0.40625,,7.66,13.48,11.23,Metal
N93553,CARAMEL LINEN NIELSEN 93,0.40625,,7.66,13.48,11.23,Metal
N93555,GOLD LINEN NIELSEN 93,0.40625,,8.96,15.77,13.04,Metal
N93556,TUSCAN LINEN BLK NIELSEN 93,0.40625,,9.54,16.78,13.81,Metal
