ITEM,description,WIDTH,cost,group
B86468P,KHAKI 8-PLY ALPHARAG 32X40,32x40,117.09,Matboard
B8647,PEARL WHT 4-PLY ALPHARAG 32X40,32x40,56.25,Matboard
B86478P,DISC-32X40 PRL WHT 8PL ALPHA,32x40,89.04,Matboard
B86478PL,PEARLWHT 8PLY ALPHARA40X60,40x60,187.43,Matboard
B8647L,PEARLWHT 4-PL 40X60,40x60,101.53,Matboard
B8653,PURE WHT 8-PLY ALPHARAG 32X40,32x40,119.93,Matboard
B8654,PURE WHI2-PL ALPHARAG32X40,32x40,24.45,Matboard
B8655,PURE WHITE 4-PL ALPHARAG 32X40,32x40,56.25,Matboard
B8655L,PUREWHITE 4-PLY ALPHARAG 40X60,40x60,101.53,Matboard
B8656,NAT WHITE 4-PLY ALPHARAG 32X40,32x40,56.25,Matboard
B8660,WHT 8-PLY ALPHARAG 32X40,32x40,117.6,Matboard
B8661,WHITE 4-PL ALPHARAG 48X72,48x72,146.62,Matboard
B8662,WHITE 4-PLY ALPHARAG 48X96,48x96,230.32,Matboard
B8663,NAT BK 4-PLY ALPHARAG32X40,32x40,51.45,Matboard
B8664,SPEC CRM 4-PLY ALPHARAG 32X40,32x40,60.5,Matboard
B8665,TUMBLEWEED 4PLY A-RAG 32X40,32x40,60.5,Matboard
B8666,SAND 4PLY ALPHARAG 32X40,32x40,60.5,Matboard
B8667,COL.CREAM 4-PLY ALPHARAG 32X40,32x40,60.5,Matboard
B8667L,COL.CRM 4-PLYALPHARAG40X60,40x60,84.19,Matboard
B8668,ECRU 4-PLY ALPHARAG 32X40,32x40,60.5,Matboard
B8669,BLK SHDW 4-PLY ALPHARAG 32X40,32x40,64.21,Matboard
B8673,DEEP SAGE 4PLY ALPHAR32X40,32x40,64.21,Matboard
B8674,STONE 4-PLY ALPHARAG 32X40,32x40,60.5,Matboard
B8678,COIR ALPHARAG 4-PLY 32X40,32x40,64.21,Matboard
B8688,GLACIER ALPHARAG 4-PLY 32X40,32x40,56.39,Matboard
B8690,TOASTWHEA ALPHAR4PLY 32X40,32x40,71.85,Matboard
B8732,WHITE 2PLY 32X40 ALPHAMOUNT,32x40,24.6,Matboard
B8734,WHITE 4PLY 32X40 ALPHAMNT 5PK,32x40,42.34,Matboard
B8740,SOLID WHITE ALPHAESS 32X40,32x40,39.15,Matboard
B87408,SOLID WHITE 6PL ALPHAESS 32X40,32x40,85.78,Matboard
B87408L,SOLID WHIT 8PL ALPHAE40X60,40x60,127.45,Matboard
B8740L,SOLID WHITE ALPHAESS 40X60,40x60,81.4,Matboard
B8741,SOLID BLACK ALPHAESS 32X40,32x40,39.17,Matboard
B87418,SOLID BK 6PL ALPHAESS32X40,32x40,85.78,Matboard
B87418L,SOLID BLAC 8PL ALPHAE40X60,40x60,126.19,Matboard
B8741L,SOLID BLA ALPHAESS 40X60,40x60,81.39,Matboard
B8742,SOLID WHEAT ALPHAESS 32X40,32x40,39.15,Matboard
B87428,SOLID WHEAT 6PL 32X40 ALPH ESS,32x40,87.49,Matboard
B8743,SOLID SAND ALPHAESS 32X40,32x40,39.15,Matboard
B8744,SOLID MALACCA ALPHAESS 32X40,32x40,39.14,Matboard
B87448,SOLID MALACC 6PL32X40ALPH,32x40,87.49,Matboard
B8745,SOLID PAMPAS ALPHAESS 32X40,32x40,39.15,Matboard
B8747,SOLID GREY ALPHAESS 32X40,32x40,39.15,Matboard
B87478,SOLD GRE 6PL32X40 ALPH ESS,32x40,87.49,Matboard
B8748,SOLID PRATO ALPHAESS 32X40,32x40,39.15,Matboard
B8751,SOLID ASH ALPHA ESS 32X40,32x40,39.15,Matboard
B87518,SOLD ASH 6PL 32X40ALPH ESS,32x40,87.49,Matboard
B8752,SOLID FANGO ALPHAESS32X40,32x40,39.15,Matboard
B8755,SOLID KHAKI ALPHA ESS 32X40,32x40,39.15,Matboard
B8756,SOLID ECRU ALPHA ESS 32X40,32x40,39.24,Matboard
B8757,SOLID EBONY ALPHA ESS 32X40,32x40,39.14,Matboard
B8758,SOLID IVORY ALPHA ESS32X40,32x40,39.15,Matboard
B8759,SOLID SLATE ALPHA ESS 32X40,32x40,39.15,Matboard
B8760,SOLID PEARL ALPHA ESS 32X40,32x40,39.15,Matboard
B878455,APPLE CIDER ALPHA HRT32X40,32x40,62.08,Matboard
B878503,ROCO CREAM ALPHA SPEC32X40,32x40,63.4,Matboard
B878526,RENAIS.BLUE ALPHA/SPEC 32X40,32x40,62.09,Matboard
B878540,GOTHIC GREEN ALPHA SPEC 32X40,32x40,62.08,Matboard
B878559,VICT. CAMEO ALPHA SPE32X40,32x40,62.09,Matboard
B8801,FEATHERSTONE ALPHA 32 X 40,32x40,47.76,Matboard
B8805,FLINT ALPHA 32 X 40,32x40,47.73,Matboard
B8809,FELDSPAR ALPHA 32 X 40,32x40,47.73,Matboard
B8812,ZINC ALPHA 32X40,32x40,47.77,Matboard
B8815,MUSLIN ALPHA 32 X 40,32x40,47.74,Matboard
B8841,ASH (CC) ALPHA 32X40,32x40,45.5,Matboard
B928158,SOLE ALPHA GROTTO 32X40,32x40,48.76,Matboard
B9735,DENALI ACCENTS 32X40,32x40,30.32,Matboard
B9736,SAND DUNE ACCENTS 32X40,32x40,30.32,Matboard
B9737,GOBI ACCENTS 32X40,32x40,38.18,Matboard
B9739,MESA ACCENTS 32X40,32x40,38.19,Matboard
B9744,GOLFBALL 32X40 SEL IMPAC,32x40,31.33,Matboard
B998008,GOLD BUILLON ANTQ ALPHA 32X40,32x40,63.29,Matboard
B998741,OLD BRONZE RUSTIC ESS 32X40,32x40,64.65,Matboard
B998743,VINTAGE OAK RUSTIC ESS 32X40,32x40,64.65,Matboard
B998747,WEATHERD ZINC RUSTIC ESS 32X40,32x40,64.65,Matboard
B998751,IRONWORK RUSTIC ESS 32X40,32x40,64.65,Matboard
B998752,DK CLAY RUSTIC ESS 32X40,32x40,64.65,Matboard
BE4589P,BN44 EUCALYPTUS 32X40 NOVA,32x40,15.17,Matboard
BE4709P,EXTREME WHITE 32X40 WC NOVACR,32x40,15.94,Matboard
BE4713P,DISC-FIREBALL 32X40 WC,32x40,11.37,Matboard
BE4794P,DISC-BN32 WRMGRY 32X40WCNOVA,32x40,13.48,Matboard
BE4824P,BN5 CHANTILLY 32X40 WC NOVACOR,32x40,15.94,Matboard
BTM8012,TM ONYX BLK CORE 32X40,32x40,83.95,Matboard
BTM8321,WHT/SABLE .90 UT ARTCARE 32X40,32x40,67.5,Matboard
BTM8321L,WHT/SABLE .90 UT ARTCARE 40X60,40x60,132.4,Matboard
BTM8463,SPANS WHT .90 UT ARTCARE 32X40,32x40,61.82,Matboard
BTM8463L,SPAN WHT.90 UT ARTCR 40X60,40x60,142.72,Matboard
BTM8464,MATTE WHT .90 UT ARTCARE 32X40,32x40,60.34,Matboard
BTM8465,IGLOO .90 UT ARTCARE 32X40,32x40,60.34,Matboard
BTM8466,FROST .90 UT ARTCARE 32X40,32x40,61.82,Matboard
BTM8517,IVORY BLK .90 UT ARTCARE 32X40,32x40,61.82,Matboard
BTM8517L,IVORY BLK .90 UT ARTCR 40X60,40x60,91.78,Matboard
BTM8519,SNOWFLAKE .90 UT ARTCARE 32X40,32x40,61.82,Matboard
BTM8520,TALC .90 UT ARTCARE 32X40,32x40,61.82,Matboard
BTM8559,PHOTO WHT .90 UT ARTCARE 32X40,32x40,61.82,Matboard
