ITEM,description,WIDTH,cost,group
C89507,WHT ELEPHANT 40X60 SELEC,40x60,49.54,Matboard
C89508,WHT SANDS 40X60 SELECT,40x60,49.54,Matboard
C89511,FOSSIL 40X60 CRES SELECT,40x60,49.54,Matboard
C89514,40X60 SEL TOASTY,40x60,49.54,Matboard
C89516,TUSK 40X60 CRES SELECT,40x60,39.35,Matboard
C89518,SUMMER 40X60 CRES SELECT,40x60,39.35,Matboard
C89520,HAYSTACK 40X60 SELECT,40x60,39.74,Matboard
C89521,GOLD RUSH 40X60 SELECT,40x60,46.18,Matboard
C89527,WISE GREEN 40X60 SELECT,40x60,49.54,Matboard
C89533,BONSAI 40X60 CRES SELECT,40x60,49.54,Matboard
C89542,BLUE MONDAY 40X60 SELECT,40x60,49.54,Matboard
C89552,NYPD 40X60 CRES SELECT,40x60,49.54,Matboard
C89553,MOODY BLUE 40X60 SELECT,40x60,49.54,Matboard
C89554,PHARAOH 40X60 CRES SELEC,40x60,49.54,Matboard
C89574,MAROONED 40X60 SELECT,40x60,39.35,Matboard
C89591,TOP SOIL 40X60 SELECT,40x60,49.54,Matboard
C89592,BLIZZARD 40X60 SELECT,40x60,39.35,Matboard
C89598,BEFORE DARK 40X60 SELECT,40x60,49.54,Matboard
C89599,AFTER DARK 40X60 SELECT,40x60,49.54,Matboard
C89601,SANDPAPER 40X60 SELECT,40x60,49.54,Matboard
C8961,CREAM 40X60,40x60,28.2,Matboard
C89610,CODE RED 40X60 SELECT,40x60,39.74,Matboard
C89613,SUPERWHITE 40X60 SELECT,40x60,49.54,Matboard
C89614,GLOW 40X60 SELECT,40x60,39.35,Matboard
C89618,TATER 40X60 SELECT,40x60,39.74,Matboard
C8962,FRENCH GRAY 40X60,40x60,28.2,Matboard
C89632,BLK BELT 40X60 SEL IMPAC,40x60,49.54,Matboard
C89633,40X60 SEL MORNING,40x60,49.54,Matboard
C89635,40X60 SEL NIGHTFALL,40x60,39.35,Matboard
C8969,SILVER 40X60,40x60,28.2,Matboard
C8974,DAWN GREY 40X60,40x60,28.2,Matboard
C89800,40X60 SEL BAKER'S WHITE,40x60,49.54,Matboard
C89801,40X60 SEL CHALK,40x60,39.74,Matboard
C89804,40X60 SEL PURE WHITE,40x60,39.74,Matboard
C89806,40X60 SEL DOVE,40x60,39.35,Matboard
C89807,40X60 SEL OFF WHITE,40x60,49.54,Matboard
C89808,40X60 SEL IVORY ART,40x60,39.35,Matboard
C89809,40X60 SEL TWILIGHT,40x60,49.54,Matboard
C89812,40X60 SEL OLD IVORY,40x60,39.35,Matboard
C89813,40X60 SEL SANDSTONE,40x60,39.35,Matboard
C89814,40X60 SEL AUTUMN GOLD,40x60,39.74,Matboard
C89820,40X60 SEL FOREST GREEN,40x60,39.35,Matboard
C89822,40X60 SEL SIERRA OLIVE,40x60,49.54,Matboard
C89826,40X60 SEL MOCHA GREEN,40x60,49.54,Matboard
C89827,40X60 SEL FLAG BLUE,40x60,39.74,Matboard
C8983,40X60 DEC SADDLE TAN,40x60,28.2,Matboard
C89830,40X60 SEL BLUE NIGHT,40x60,39.35,Matboard
C89833,40X60 SEL ORANGE ADE,40x60,39.74,Matboard
C89834,40X60 SEL RUSSET,40x60,49.54,Matboard
C89837,40X60 SEL ALL AMERICAN RED,40x60,49.54,Matboard
C89838,40X60 SEL BRICK,40x60,39.74,Matboard
C89839,40X60 SEL CABERNET,40x60,39.74,Matboard
C89840,40X60 SEL PLUM,40x60,49.54,Matboard
C89849,40X60 SEL ANTWERPEN,40x60,48.34,Matboard
C89850,40X60 SEL SILVER,40x60,48.34,Matboard
C89851,40X60 SEL GOLD NUGGET,40x60,47.86,Matboard
C89853,40X60 SEL BRUXELLES,40x60,47.86,Matboard
C89854,40X60 SEL ROSE,40x60,48.34,Matboard
C89855,40X60 SEL SPANISH GOLD,40x60,47.86,Matboard
C89861,40X60 SEL YORK,40x60,51.34,Matboard
C89866,PLYMOUTH FLANNEL 40X60,40x60,51.34,Matboard
C8987,PALM BEACH WHITE 40X60,40x60,28.2,Matboard
C89870,40X60 SEL SILVER STAR,40x60,46.18,Matboard
C89874,40X60 SEL RED LINE,40x60,49.54,Matboard
C89876,MANDARIN 40X60 SEL IMPAC,40x60,39.35,Matboard
C89877,MIDNTGRN 40X60 SEL IMPAC,40x60,39.35,Matboard
C8988,WILLIAMSBURG GREEN 40X60,40x60,28.2,Matboard
C89881,REALTEAL 40X60 SEL IMPAC,40x60,49.54,Matboard
C89882,CORNFLOWR 40X60 SEL IMPC,40x60,39.74,Matboard
C89886,DKPURPLE 40X60 SEL IMPAC,40x60,49.54,Matboard
C89889,DEEP BLU 40X60 SEL IMPAC,40x60,39.35,Matboard
C89892,DP ORANG 40X60 SEL IMPAC,40x60,49.54,Matboard
C89894,GOLDN 40X60 SELECT IMPAC,40x60,49.54,Matboard
C89901,CHALK 40X60 BLK SELECT,40x60,64.75,Matboard
C89904,PURE WHT 40X60 BLK SELEC,40x60,64.75,Matboard
C8994,CHAMOIS GOLD 40X60,40x60,28.2,Matboard
C89944,JET BLK 40X60 BLK SELECT,40x60,51.92,Matboard
C89948,BLK BELT 40X60 BLK SELEC,40x60,51.41,Matboard
C902,YELLOW 32X40 CRESCENT,32x40,13.22,Matboard
C905,VIOLET 32X40,32x40,13.22,Matboard
C907,WINE 32X40 CRESCENT,32x40,13.22,Matboard
C91545,LT UMBRIA 100% RAG 32X40,32x40,30.55,Matboard
C91604,WHEAT 100% RAG 32X40,32x40,30.55,Matboard
C91650,WARM WHITE RAG 32X40,32x40,30.55,Matboard
C91672,BARELY PINK RAG 32X40,32x40,30.55,Matboard
C91688,WHISPER WHITE RAG 32X40,32x40,30.55,Matboard
C918,VERY WHITE 32X40,32x40,13.22,Matboard
C919,IVY GREEN 32X40,32x40,13.22,Matboard
C924,DARK GREY 32X40,32x40,13.22,Matboard
C935,COPLEY GRAY 32X40,32x40,13.22,Matboard
C939,DARK GREEN 32X40,32x40,13.22,Matboard
C948,SAND 32X40,32x40,13.22,Matboard
C9500,WHT GLOVE 32X40 SELECT,32x40,25.57,Matboard
C9501,WHT COLLAR 32X40 SELECT,32x40,25.57,Matboard
C9502,WHT SALE 32X40 SELECT,32x40,25.57,Matboard
C9503,WHT HOT 32X40 CRES SELEC,32x40,25.57,Matboard
C9504,WHT LIE 32X40 CRES SELEC,32x40,25.57,Matboard
C9505,WHT WASH 32X40 SELECT,32x40,25.57,Matboard
C9506,EGG WHT 32X40 CRES SELEC,32x40,25.57,Matboard
C9507,WHT ELEPHANT 32X40 SELEC,32x40,25.57,Matboard
C9508,WHT SANDS 32X40 SELECT,32x40,25.61,Matboard
C9509,HALF & HALF 32X40 SELECT,32x40,25.57,Matboard
C9510,FROTH 32X40 CRES SELECT,32x40,25.57,Matboard
C9511,FOSSIL 32X40 CRES SELECT,32x40,25.57,Matboard
C9512,MUMMY 32X40 CRES SELECT,32x40,25.57,Matboard
C9513,SAND TRAP 32X40 SELECT,32x40,25.57,Matboard
C9514,TOASTY CRES SELECT 32X40,32x40,25.57,Matboard
C9515,WET SAND 32X40 SELECT,32x40,25.57,Matboard
C9516,TUSK 32X40 CRES SELECT,32x40,25.57,Matboard
C9518,SUMMER 32X40 CRES SELECT,32x40,25.57,Matboard
C9519,CURRY 32X40 CRES SELECT,32x40,25.57,Matboard
C9520,HAYSTACK 32X40 SELECT,32x40,25.57,Matboard
C9521,GOLD RUSH 32X40 SELECT,32x40,25.57,Matboard
C9522,OLEO 32X40 CRES SELECT,32x40,25.57,Matboard
C9523,OMELET 32X40 CRES SELECT,32x40,25.57,Matboard
C9525,SAGE ADVICE 32X40 SELECT,32x40,25.57,Matboard
C9527,WISE GREEN 32X40 SELECT,32x40,25.57,Matboard
C9530,HEDGE HOG 32X40 SELECT,32x40,25.57,Matboard
C9531,SPINACH 32X40 CRES SELEC,32x40,25.57,Matboard
C9533,BONSAI 32X40 CRES SELECT,32x40,25.57,Matboard
C9535,TURF 32X40 CRES SELECT,32x40,25.57,Matboard
C9536,FROND 32X40 CRES SELECT,32x40,25.57,Matboard
C9537,ENVY 32X40 CRES SELECT,32x40,25.57,Matboard
C9538,DEEP WOODS 32X40 SELECT,32x40,25.57,Matboard
C9539,RIPTIDE 32X40 CRES SELEC,32x40,25.57,Matboard
C9542,BLUE MONDAY 32X40 SELECT,32x40,25.57,Matboard
C9544,CHICAGO BLUES32X40 SELEC,32x40,25.57,Matboard
C9545,GLACIER 32X40 CRES SELEC,32x40,25.57,Matboard
C9546,BLUE SATIN 32X40 SELECT,32x40,25.57,Matboard
C9547,IN A FOG 32X40 SELECT,32x40,25.57,Matboard
C9548,BLUE LILAC 32X40 SELECT,32x40,25.57,Matboard
C9549,INLET 32X40 CRES SELECT,32x40,25.57,Matboard
C9550,CABANA 32X40 CRES SELECT,32x40,25.57,Matboard
C9551,BLUE WAVE 32X40 SELECT,32x40,25.57,Matboard
C9552,NYPD 32X40 CRES SELECT,32x40,25.57,Matboard
C9553,MOODY BLUE 32X40 SELECT,32x40,25.57,Matboard
C9554,PHARAOH 32X40 CRES SELEC,32x40,25.57,Matboard
C9555,STEEL DRUM 32X40 SELECT,32x40,25.57,Matboard
C9556,TEMPEST 32X40 CRES SELEC,32x40,25.57,Matboard
C9557,PIGEON 32X40 CRES SELECT,32x40,25.57,Matboard
C9558,GEODE 32X40 CRES SELECT,32x40,25.57,Matboard
C9560,EASTER EGG 32X40 SELECT,32x40,25.57,Matboard
C9562,GRAPE JELLY 32X40 SELECT,32x40,25.57,Matboard
C9564,PURPLE MOUNTAIN 32X40 SE,32x40,25.57,Matboard
C9565,QUARRY 32X40 CRES SELECT,32x40,25.57,Matboard
C9567,COTTON CANDY 32X40 SELEC,32x40,25.57,Matboard
C9571,BANDAGE 32X40 CRES SELEC,32x40,25.57,Matboard
C9574,MAROONED 32X40 SELECT,32x40,25.57,Matboard
C9576,VALENTINE 32X40 SELECT,32x40,25.57,Matboard
C9579,MUDSLIDE 32X40 SELECT,32x40,25.57,Matboard
C9581,HOT SAUCE 32X40 SELECT,32x40,25.57,Matboard
C9584,CATCHER MITT 32X40 SELEC,32x40,25.57,Matboard
C9585,ROOT BEER 32X40 SELECT,32x40,25.57,Matboard
C9586,BROWN SUGAR 32X40 SELECT,32x40,25.57,Matboard
C9591,TOP SOIL 32X40 SELECT,32x40,25.57,Matboard
C9592,BLIZZARD 32X40 SELECT,32x40,25.57,Matboard
C9593,GRAVEL ROAD 32X40 SELECT,32x40,25.57,Matboard
C9594,CONCRETE 32X40 SELECT,32x40,25.57,Matboard
C9595,URBAN 32X40 CRES SELECT,32x40,25.57,Matboard
C9596,CUBICLE 32X40 SELECT,32x40,25.57,Matboard
C9597,FIELD MOUSE 32X40 SELECT,32x40,25.57,Matboard
C9598,BEFORE DARK 32X40 SELECT,32x40,25.57,Matboard
C9599,AFTER DARK 32X40 SELECT,32x40,25.57,Matboard
C9600,BATTER 32X40 CRES SELECT,32x40,25.57,Matboard
C9601,SANDPAPER 32X40 SELECT,32x40,25.57,Matboard
C9602,GUACAMOLE 32X40 SELECT,32x40,25.57,Matboard
C9603,UNDERBRUSH 32X40 SELECT,32x40,25.57,Matboard
C9605,TEALY DAN 32X40 SELECT,32x40,25.57,Matboard
C9606,JAWS 32X40 CRES SELECT,32x40,25.57,Matboard
C9607,BLUE CHIP 32X40 SELECT,32x40,25.57,Matboard
C961,CREAM 32X40,32x40,13.22,Matboard
C9611,PEAT MOSS 32X40 SELECT,32x40,25.57,Matboard
C9612,FUZZ 32X40 SELECT,32x40,25.57,Matboard
C9613,SUPERWHITE 32X40 SELECT,32x40,25.57,Matboard
C9614,GLOW 32X40 SELECT,32x40,25.57,Matboard
C9615,CRM PUFF 32X40 SELECT,32x40,25.57,Matboard
C9618,TATER 32X40 SELECT,32x40,25.57,Matboard
C962,FRENCH GRAY 32X40,32x40,13.22,Matboard
C9621,BUD 32X40 SELECT,32x40,25.57,Matboard
C9624,SCRUBS 32X40 SELECT,32x40,25.57,Matboard
C9625,BLUE MOON 32X40 SELECT,32x40,25.57,Matboard
C9627,INK SPOT 32X40 SELECT,32x40,25.57,Matboard
C9629,RHINO 32X40 SELECT,32x40,25.57,Matboard
C9630,METEORITE 32X40 SELECT,32x40,25.57,Matboard
C9631,COAL MINE 32X40 SELECT,32x40,25.57,Matboard
C9632,BLK BELT 32X40 SEL IMPAC,32x40,25.57,Matboard
C9633,32X40 SEL MORNING,32x40,25.57,Matboard
C9634,32X40 SEL CLOUDBURST,32x40,25.57,Matboard
C9635,32X40 SEL NIGHTFALL,32x40,25.57,Matboard
C964,SIL FLORENTN METALC 32X4,32x40,18.31,Matboard
C967,MDGLD FLORNTN METLC 32X4,32x40,18.31,Matboard
C972,FRENCH BLUE 32X40,32x40,13.22,Matboard
C9747,32X40 SEL COPPER,32x40,29.6,Matboard
C9749,32X40 SEL ROSE PLATINUM,32x40,23.1,Matboard
C976,BAR HARBOR GRAY 32X40,32x40,13.22,Matboard
C977,NEWPORT BLUE 32X40,32x40,13.22,Matboard
C978,CONGO GREEN 32X40,32x40,13.22,Matboard
C9800,BAKERS WHT 32X40 SELECT,32x40,25.57,Matboard
C9801,M1922 CHALK 32X40 SELECT,32x40,25.57,Matboard
C9802,WHITE ART 32X40 SELECT,32x40,25.57,Matboard
C9804,PURE WHITE 32X40 SELECT,32x40,25.57,Matboard
C9805,32X40 SEL COCONUT MILK,32x40,25.57,Matboard
C9806,32X40 SEL DOVE,32x40,25.57,Matboard
C9807,OFF WHITE 32X40 SELECT,32x40,25.57,Matboard
C9808,IVORY ART 32X40 SELECT,32x40,25.57,Matboard
C9809,TWILIGHT 32X40 SELECT,32x40,25.57,Matboard
C9810,TAWNY 32X40 SELECT,32x40,25.57,Matboard
C9811,PUTTY 32X40 SELECT,32x40,25.57,Matboard
C9812,OLD IVORY 32X40 SELECT,32x40,25.57,Matboard
C9813,SANDSTONE 32X40 SELECT,32x40,25.57,Matboard
C9814,AUTUMN GLD 32X40 SELECT,32x40,25.57,Matboard
C9820,FOREST GRN 32X40 SELECT,32x40,25.57,Matboard
C9822,SIERRA OLIVE 32X40 SELCT,32x40,33.23,Matboard
C9826,MOCHA GRN 32X40 SELECT,32x40,25.57,Matboard
C9827,FLAG BLUE 32X40 SELECT,32x40,33.23,Matboard
C9831,BLUE IRIS 32X40 SELECT,32x40,25.57,Matboard
C9833,ORANGEADE 32X40 SELECT,32x40,25.57,Matboard
C9834,RUSSET 32X40 SELECT,32x40,33.23,Matboard
C9837,RED 32X40 SELECT,32x40,25.57,Matboard
C9838,BRICK 32X40 SELECT,32x40,25.57,Matboard
C9839,CABERNET 32X40 SELECT,32x40,25.57,Matboard
C9840,PLUM 32X40 SELECT,32x40,33.23,Matboard
C9846,DK SHALE 32X40 SELECT,32x40,25.57,Matboard
C9848,JET BLACK 32X40 SELECT,32x40,25.57,Matboard
C9850,32X40 SEL SILVER,32x40,30.75,Matboard
C9851,32X40 SEL GOLD NUGGET,32x40,30.75,Matboard
C9852,32X40 SEL GOLD,32x40,30.75,Matboard
C9853,32X40 SEL BRUXELLES,32x40,30.75,Matboard
C9854,32X40 SEL ROSE,32x40,30.75,Matboard
C9855,32X40 SEL SPANISH GOLD,32x40,30.75,Matboard
C9856,32X40 SEL SUN,32x40,39.9,Matboard
C986,disc    TAMPICO BROWN 32X40,32x40,13.22,Matboard
C9861,YORK FLANNEL 32X40,32x40,26.49,Matboard
C9865,KENSINGTON FLNL 32X40,32x40,26.5,Matboard
C987,PALM BEACH WHITE 32X40,32x40,13.22,Matboard
C9870,SIL STAR 32X40 SEL IMPAC,32x40,29.67,Matboard
C9872,IRISHGRN 32X40 SEL IMPAC,32x40,33.23,Matboard
C9874,RED LINE 32X40 SEL IMPAC,32x40,25.57,Matboard
C9875,SAFFRON 32X40 SEL IMPACT,32x40,25.57,Matboard
C9876,MANDARIN 32X40 SEL IMPAC,32x40,25.57,Matboard
C9878,AQUA GRN 32X40 SEL IMPAC,32x40,25.57,Matboard
C988,WILLIAMSBURG GREEN 32X40,32x40,13.22,Matboard
C9880,ROYALBLUE 32X40 SEL IMPC,32x40,25.57,Matboard
C9881,REAL TEAL 32X40 SEL IMPACT,32x40,25.57,Matboard
C9882,CORNFLWR 32X40 SEL IMPAC,32x40,25.57,Matboard
C9884,NAPAVALRED 32X40SEL IMPC,32x40,25.57,Matboard
C9885,JEANS 32X40 SELECT IMPAC,32x40,25.57,Matboard
C9886,DK PURPL 32X40 SEL IMPAC,32x40,25.57,Matboard
C9887,BLACK-N-BLUE 32X40 SEL IMPACT,32x40,25.57,Matboard
C9888,ELCT BLUE 32X40 SEL IMPC,32x40,25.57,Matboard
C989,RAVEN BLACK 32X40,32x40,21.78,Matboard
C9892,DP ORNG 32X40 SEL IMPACT,32x40,25.57,Matboard
C9893,BLZ ORNG 32X40 SEL IMPAC,32x40,25.57,Matboard
C9894,GOLDEN 32X40 SEL IMPACT,32x40,25.57,Matboard
C9895,PEWTR 32X40 SELECT IMPAC,32x40,25.57,Matboard
C9896,LAWN 32X40 SELECT IMPACT,32x40,25.57,Matboard
C9898,BRNTORNG 32X40 SEL IMPAC,32x40,25.57,Matboard
C9899,REDHOT 32X40 SELCT IMPAC,32x40,25.57,Matboard
C9900,BAKERWHT 32X40 BLK SELEC,32x40,32.11,Matboard
C9901,CHALK 32X40 BLK SELECT,32x40,32.11,Matboard
C9902,WHT ART 32X40 BLK SELECT,32x40,32.13,Matboard
C9904,PURE WHT 32X40 BLK SELEC,32x40,32.11,Matboard
C9905,DOVE 32X40 BLK SELECT,32x40,32.11,Matboard
C9906,OFF WHT 32X40 BLK SELECT,32x40,32.11,Matboard
C9910,ANTWERPEN 32X40 BLK SELC,32x40,37.25,Matboard
C9911,BRUXELLES 32X40 BLK SEL,32x40,37.25,Matboard
C9912,SANDSTNE 32X40 BLK SELEC,32x40,42.56,Matboard
C9916,MOCHA GRN 32X40 BLK SELC,32x40,25.5,Matboard
C9917,FOREST GRN 32X40 BLK SEL,32x40,32.11,Matboard
C9922,FLAGBLUE 32X40 BLK SELEC,32x40,32.11,Matboard
C9923,BLUENIGHT 32X40 BLK SELC,32x40,32.11,Matboard
C9926,AMERICN RED 32X40 BLK SE,32x40,32.11,Matboard
C9927,BRICK 32X40 BLK SELECT,32x40,25.76,Matboard
C9928,CABERNET 32X40 BLK SELEC,32x40,32.11,Matboard
C9930,PLUM 32X40 BLK SELECT,32x40,32.11,Matboard
C9934,PUTTY 32X40 BLK SELECT,32x40,32.11,Matboard
C9935,YORK 32X40 BLK SELECT,32x40,41.07,Matboard
C9938,KENSINGTON 32X40 BLK SEL,32x40,32.11,Matboard
C9942,DK SHALE 32X40 BLK SELEC,32x40,32.11,Matboard
C9944,JET BLK 32X40 BLK SELECT,32x40,32.11,Matboard
C9945,SILVER 32X40 BLK SELECT,32x40,37.25,Matboard
C9946,ROSE 32X40 BLK SELECT,32x40,37.25,Matboard
C9947,SPANSH GOLD 32X40 BLK SE,32x40,37.25,Matboard
C9948,BLK BELT 32X40 BLK SELEC,32x40,41.06,Matboard
C9949,ETCHED GUNMETAL BC 32X40,32x40,48.65,Matboard
C9950,ETCHED OILRUB BNZE BC32X40,32x40,31.59,Matboard
CB131,T/O 32X40 MIDNIGHT BLU BERKS,32x40,6.61,Matboard
CB6-277,T/O 32X40 SMOOTH BLK BC BRKS,32x40,6.85,Matboard
CB6-97,T/O 32X40 POLAR WHT BC BERKS,32x40,8.69,Matboard
CB97,-T/O 32X40 POLAR WHITE BER,32x40,5.62,Matboard
CBR14921,BLK/BLUE BRITECORE 32X40,32x40,83.75,Matboard
CBR14987,WHT/BLUE BRITECORE 32X40,32x40,83.75,Matboard
CBR214921,BLK/BLU BRITECORE8PLY32X40,32x40,78.44,Matboard
CBR214987,WHT/BLUE BRITECORE 8PLY 32X40,32x40,77.66,Matboard
CBR224921,BLK/GRN BRITECOR 8PLY32X40,32x40,77.66,Matboard
CBR224987,WHT/GRN BRITECORE 8PLY 32X40,32x40,77.66,Matboard
CBR234921,BLK/RED BRITECORE 8PLY 32X40,32x40,78.44,Matboard
CBR234987,WHT/RED BRITECORE 8PL32X40,32x40,77.66,Matboard
CBR244921,BLK/YELW BRITECOR8PLY 32X4,32x40,77.66,Matboard
CBR244987,WHT/YELW BRITECORE 8PLY 32X40,32x40,77.66,Matboard
CBR24921,BLK/GRN BRITECORE 32X40,32x40,83.75,Matboard
CBR24987,WHITE/GRN BRITECORE 32X40,32x40,83.75,Matboard
CBR34921,BLACK/RED BRITECORE 32X4,32x40,83.75,Matboard
CBR34987,WHT/RED BRITECORE 32X40,32x40,83.75,Matboard
CBR44921,BLK/YELW BRITECORE 32X40,32x40,62.46,Matboard
CBR44987,WHT/YELW BRITECORE 32X40,32x40,83.75,Matboard
CBR54921,BLK/ORNGE BRITECORE 32X4,32x40,83.75,Matboard
CBR54987,WHT/ORNGE BRITECORE 32X4,32x40,83.75,Matboard
CBR64921,BLK/PURPL BRITECORE 32X4,32x40,83.75,Matboard
CBR64987,WHT/PURPL BRITECORE 32X4,32x40,62.46,Matboard
CBR74921,32x40 MRM BRC BLCK ON PINK,32x40,86.79,Matboard
CBR74987,32x40 MRM BRC WHITE ONPINK,32x40,86.79,Matboard
CBR814921,BLK/BLU BRITECORE 40X60,40x60,76.78,Matboard
CBR814987,WHT/BLU BRITECORE 40X60,40x60,77.55,Matboard
CBR824921,BLK/GRN BRITECORE 40X60,40x60,76.78,Matboard
CBR824987,WHT/GRN BRITECORE 40X60,40x60,77.66,Matboard
CBR834921,BLK/RED BRITECORE 40X60,40x60,127.27,Matboard
CBR834987,WHT/RED BRITECORE 40X60,40x60,76.78,Matboard
CBR844921,BLK/YEL BRITECORE 40X60,40x60,127.27,Matboard
CBR844987,WHT/YEL BRITECORE 40X60,40x60,76.78,Matboard
CBR84921,32x40 MRM BRC BLK AQUA,32x40,86.79,Matboard
CBR84987,32x40 MRM BRC WHITE ON AQUA,32x40,86.79,Matboard
CBW038,32X40 MAROON WC BERKSHIRE,32x40,5.95,Matboard
CBW221,T/O 32X40 SMOOTH BLK WC BRKS,32x40,6.73,Matboard
CBW251,-SO-32X40 ANT WHT WC BERK,32x40,7.23,Matboard
CBW334,SO-32X40 BOTL BLUE WC BRKSH,32x40,5.29,Matboard
CBW459,-32X40 DEEP RED WC BERKSH,32x40,6.48,Matboard
CBW472,SO-32X40 SILVER WC BERKSHIRE,32x40,9.39,Matboard
CBW535,SO-32X40 GRAY WC BERKSH,32x40,6.84,Matboard
CBW577,SO-32X40 CLASSIC GLD WC BERKSH,32x40,9.29,Matboard
CBWX501,32X40 PAPYRUS     WC BERKSH,32x40,5.29,Matboard
CSRM1000,POMPNO BEACH WC BSC 32X4,32x40,14.57,Matboard
CSRM1014,OLDE GREY WC BASIC 32X40,32x40,18.11,Matboard
CSRM1015,GREY VIOLET WC BASC 32X4,32x40,18.11,Matboard
CSRM1016,CONCORD W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM1025,MED GRAY W.C. BASIC 32X4,32x40,14.57,Matboard
CSRM1032,DK OLIVE W.C. BASIC 32X4,32x40,18.11,Matboard
CSRM1040,CLASIC BRN WC BASIC 32X4,32x40,18.11,Matboard
CSRM1042,WILBURG RED WC BASC 32X4,32x40,18.11,Matboard
CSRM1045,GRASS GRN WC BASIC 32X40,32x40,18.12,Matboard
CSRM1047,WILBURG BLU WC BASC 32X4,32x40,14.57,Matboard
CSRM1051,OLDE TAN W.C. BASIC 32X4,32x40,18.12,Matboard
CSRM1054,BALTIC BLUE WC BASC 32X4,32x40,14.57,Matboard
CSRM1057,REDWOOD W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM1073,BISCAY BLUE WC BASC 32X4,32x40,18.12,Matboard
CSRM1081,VOLCANO BLU WC BASC 32X4,32x40,14.57,Matboard
CSRM1084,AVOCADO W.C. BASIC 32X40,32x40,18.12,Matboard
CSRM1088,MIST W.C. BASIC 32X40,32x40,18.12,Matboard
CSRM1089,SAUTERNE W.C. BASIC 32X4,32x40,18.12,Matboard
CSRM1096,SEPIA W.C. BASIC 32X40,32x40,18.12,Matboard
CSRM3290,SNOW WHITE WC BASIC 32X4,32x40,18.12,Matboard
CSRM3291,FRNCH BUFF WC BASIC 32X4,32x40,14.57,Matboard
CSRM3297,ARCTIC WHT WC BASIC 32X4,32x40,18.12,Matboard
CSRM3300,ALABASTER WC BASIC 32X40,32x40,14.57,Matboard
CSRM3319,TOPAZ W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM3325,MANDARIN W.C. BASIC 32X4,32x40,18.12,Matboard
CSRM3331,SAGE W.C. BASIC 32X40,32x40,18.12,Matboard
CSRM3333,BLK WATCH WC BASIC 32X40,32x40,18.12,Matboard
CSRM3400,BAKER'S WHITE IWC 32X40,32x40,14.57,Matboard
CSRM3437,ANTWERPEN IWC 32X40,32x40,20.05,Matboard
CSRM3438,BRUXELLES IWC 32X40,32x40,20.05,Matboard
CSRM81027,SIL GRY W.C. BASIC 40X60,40x60,29.22,Matboard
CSRM81028,SPICEIVORY WC BASIC 40X6,40x60,29.22,Matboard
CSRM83293,ANTIQUE WHT WC BASC 40X6,40x60,29.22,Matboard
CSRM83297,ARCTIC WHT WC BASIC 40X6,40x60,36.33,Matboard
CSRM83401,CHALK IWC 40X60,40x60,29.22,Matboard
CSRM83403,DOVE IWC 40X60,40x60,29.22,Matboard
CSRM83417,FLAG BLUE IWC 40X60,40x60,29.22,Matboard
CSRM83420,AMERICAN RED IWC 40X60,40x60,29.22,Matboard
CSRM83423,JET BLACK IWC 40X60,40x60,29.22,Matboard
CSRM83437,ANTWERPEN IWC 40X60,40x60,39.53,Matboard
CSRM8968,OLD GOLD W.C. BASIC 40X60,40x60,39.53,Matboard
CSRM8977,NEWPORT BLU WC BASC 40X6,40x60,29.22,Matboard
CSRM8987,PALMBCH WHT WC BASC 40X6,40x60,29.22,Matboard
CSRM8988,WLMSBRG GRN WC BASC 40X6,40x60,29.22,Matboard
CSRM8989,RAVEN BLK WC BASIC 40X60,40x60,36.33,Matboard
CSRM915,FOG W.C. BASIC 32X40,32x40,18.12,Matboard
CSRM919,IVY GREEN WC BASIC 32X40,32x40,14.57,Matboard
CSRM924,DK GRAY W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM934,PEARL W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM939,DK GREEN W.C. BASIC 32X4,32x40,14.57,Matboard
CSRM961,CREAM W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM968,OLD GOLD WC BASIC 32X40,32x40,20.05,Matboard
CSRM969,SILVER W.C. BASIC 32X40,32x40,16.12,Matboard
CSRM972,FRENCH BLUE WC BASC 32X4,32x40,18.12,Matboard
CSRM976,BARHARBR GRY WC BASC32X4,32x40,18.12,Matboard
CSRM978,CONGO GRN WC BASIC 32X40,32x40,18.12,Matboard
CSRM979,DUSK W.C. BASIC 32X40,32x40,14.57,Matboard
CSRM985,PYRO BROWN WC BASIC 32X4,32x40,14.57,Matboard
CSRM987,PMBEACH WHT WC BASC 32X4,32x40,14.57,Matboard
CSRM988,WILMBRG GRN WC BASC 32X4,32x40,18.12,Matboard
CSRM989,RAVEN BLK WC BASIC 32X40,32x40,18.12,Matboard
CSRM994,CHAMOIS GLD WC BASC 32X4,32x40,18.12,Matboard
CSRM997,SABLE W.C. BASIC 32X40,32x40,14.57,Matboard
