ITEM,description,fortybysixty,UPC,cost,group
C9611,SELECT PEAT MOSS 32X40,32x40,93924140297,15.26,Matboard
C9612,SELECT FUZZ 32X40,32x40,93924140303,15.26,Matboard
C9613,SELECT SUPER WHITE 32X40,32x40,93924160837,15.24,Matboard
C9614,SELECT GLOW 32X40,32x40,93924160844,15.26,Matboard
C9615,SELECT CREAM PUFF 32X40,32x40,93924160851,15.26,Matboard
C9616,SELECT HONEY WHEAT 32X40,32x40,93924160868,15.26,Matboard
C9618,SELECT TATER 32X40,32x40,93924160882,15.26,Matboard
C962,FRENCH GREY 32X40,32x40,93924200519,10.83,Matboard
C9621,SELECT BUD 32X40,32x40,93924160912,15.26,Matboard
C9624,SELECT SCRUBS 32X40,32x40,93924160943,15.26,Matboard
C9625,SELECT BLUE MOON 32X40,32x40,93924160950,15.26,Matboard
C9627,SELECT INK SPOT 32X40,32x40,93924160974,15.26,Matboard
C9629,SELECT RHINO 32X40,32x40,93924160998,15.26,Matboard
C9630,SELECT METEORITE 32X40,32x40,93924161001,15.26,Matboard
C9631,SELECT COAL MINE 32X40,32x40,93924161018,15.26,Matboard
C9632,*SELECT BLACK BELT 32X40,32x40,93924169557,15.26,Matboard
C9633,32X40 SEL Morning,32x40,93924183836,15.26,Matboard
C9634,32X40 SEL Cloudburst,32x40,93924183843,15.26,Matboard
C9635,32X40 SEL Nightfall,32x40,93924183850,15.26,Matboard
C964,FLORENTINE SILVER 32X40,32x40,93924218989,14.03,Matboard
C967,FLORENTINE MED GOLD 32X40,32x40,93924219016,13.67,Matboard
C968,OLD GOLD 32X40,32x40,93924200526,10.23,Matboard
C970,GOLD 32X40,32x40,93924200540,10.23,Matboard
C972,FRENCH BLUE 32X40,32x40,93924200564,10.23,Matboard
C974,DAWN GRAY 32X40,32x40,93924200588,10.23,Matboard
C9747,32X40 SEL Copper,32x40,93924193880,17.65,Matboard
C9749,32X40 SEL Rose Platinum,32x40,93924193897,17.65,Matboard
C977,NEWPORT BLUE 32X40,32x40,93924200618,10.23,Matboard
C9800,OLD(M5928) BAKER'S WHITE 32X40,32x40,93924145209,16.17,Matboard
C9801,*OLD(M1922) CHALK 32X40,32x40,93924144738,16.17,Matboard
C9802,OLD(M1984) WHITE ART 32X40,32x40,93924145179,16.17,Matboard
C9804,OLD(M1909) PURE WHITE 32X40,32x40,93924145193,16.17,Matboard
C9805,OLD(M5958) COCONUT MILK 32X40,32x40,93924145438,16.17,Matboard
C9806,OLD(M1930) DOVE 32X40,32x40,93924145223,16.17,Matboard
C9807,OLD(M1904) OFF WHITE 32X40,32x40,93924145216,16.17,Matboard
C9808,OLD(M1949) IVORY ART 32X40,32x40,93924145506,16.17,Matboard
C9809,OLD(M5911) TWILIGHT 32X40,32x40,93924145551,16.17,Matboard
C9810,OLD(M1983) TAWNY 32X40,32x40,93924145285,16.17,Matboard
C9811,OLD(M1969) PUTTY 32X40,32x40,93924145353,16.17,Matboard
C9812,OLD(M5912) OLD IVORY 32X40,32x40,93924145490,16.17,Matboard
C9813,OLD(M5916) SANDSTONE 32X40,32x40,93924145544,16.17,Matboard
C9814,OLD(M1915) AUTUMN GOLD 32X40,32x40,93924145599,16.17,Matboard
C9820,OLD(M1935) FOREST GREEN 32X40,32x40,93924145773,16.17,Matboard
C9822,OLD(M5931) SIERRA OLIVE 32X40,32x40,93924145711,16.17,Matboard
C9826,OLD(M5943) MOCHA GREEN 32X40,32x40,93924145728,16.17,Matboard
C9827,OLD(M5909) FLAG BLUE 32X40,32x40,93924146022,16.17,Matboard
C9830,OLD(M5937) BLUE NIGHT 32X40,32x40,93924146039,16.17,Matboard
C9831,OLD(M5938) BLUE IRIS 32X40,32x40,93924145957,16.17,Matboard
C9833,OLD(M5951) ORANGE ADE 32X40,32x40,93924145605,16.17,Matboard
C9834,OLD(M1974) RUSSET 32X40,32x40,93924145759,16.17,Matboard
C9837,OLD(M5901) ALL AMERICAN RED,32x40,93924145612,16.17,Matboard
C9838,OLD(M1921) BRICK 32X40,32x40,93924145643,16.17,Matboard
C9839,OLD(M5904) CABERNET 32X40,32x40,93924145650,16.17,Matboard
C9840,OLD(M1965) PLUM 32X40,32x40,93924145674,16.17,Matboard
C9846,OLD(M5939) DARK SHALE 32X40,32x40,93924146084,16.17,Matboard
C9848,OLD(M1953) JET BLACK 32X40,32x40,93924146107,15.2,Matboard
C9849,OLD(M2150) ANTWERPEN 32X40,32x40,93924146411,18.07,Matboard
C9850,OLD(M1998) SILVER 32X40,32x40,93924146312,18.07,Matboard
C9851,*OLD(M19102) GOLD NUGGET 32X40,32x40,93924146374,18.07,Matboard
C9852,OLD(M1997) GOLD 32X40,32x40,93924146381,18.07,Matboard
C9853,OLD(M2151) BRUXELLES 32X40,32x40,93924146282,18.07,Matboard
C9854,OLD(M1996) ROSE 32X40,32x40,93924146398,18.07,Matboard
C9855,OLD(M19100) SPANISH GOLD 32X40,32x40,93924146428,17.73,Matboard
C9856,OLD(M1991) SUN 32X40,32x40,93924146329,18.07,Matboard
C986,TAMPICO BROWN 32X40,32x40,93924200694,10.23,Matboard
C9861,OLD(M2143) YORK 32X40,32x40,93924145889,15.26,Matboard
C9865,OLD(M2119) KENSINGTON 32X40,32x40,93924146206,15.26,Matboard
C9866,OLD(M2138) PLYMOUTH 32X40,32x40,93924145902,15.26,Matboard
C987,PALM BEACH WHITE 32X40,32x40,93924200700,10.23,Matboard
C9870,SILVER STAR 32X40,32x40,93924169243,18.07,Matboard
C9872,SELECT IRISH GREEN 32X40,32x40,93924169267,15.26,Matboard
C9874,SELECT RED LINE 32X40,32x40,93924169281,15.26,Matboard
C9875,SELECT SAFFRON 32X40,32x40,93924169298,15.26,Matboard
C9876,SELECT MANDARIN ORANGE 32X40,32x40,93924169304,15.26,Matboard
C9877,SELECT MIDNIGHT GREEN 32X40,32x40,93924169311,15.26,Matboard
C9878,SELECT AQUA GREEN 32X40,32x40,93924169328,15.26,Matboard
C9879,PURPLE IRIS 32X40,32x40,93924169335,15.26,Matboard
C988,WILLIAMSBURG GREEN 32X40,32x40,93924210327,10.23,Matboard
C9880,SELECT ROYAL BLUE 32X40,32x40,93924169342,15.26,Matboard
C9881,SELECT REAL TEAL 32X40,32x40,93924169359,15.26,Matboard
C9882,SELECT CORNFLOWER 32X40,32x40,93924169366,15.26,Matboard
C9884,*SELECT NAPA VALLEY RED 32X40,32x40,93924169380,15.26,Matboard
C9885,SELECT JEANS 32X40,32x40,93924169397,15.26,Matboard
C9886,SELECT DARK PURPLE 32X40,32x40,93924169403,15.26,Matboard
C9887,SELECT BLACK-N-BLUE 32X40,32x40,93924169410,15.26,Matboard
C9888,*SELECT ELECTRIC BLUE 32X40,32x40,93924169427,15.26,Matboard
C9889,SELECT DEEP BLUE 32X40,32x40,93924169434,15.26,Matboard
C989,RAVEN BLACK 32X40,32x40,93924200724,10.23,Matboard
C9892,SELECT DEEP ORANGE 32X40,32x40,93924169465,15.26,Matboard
C9893,SELECT BLAZE ORANGE 32X40,32x40,93924169472,15.26,Matboard
C9894,*SELECT GOLDEN 32X40,32x40,93924169489,15.26,Matboard
C9895,SELECT PEWTER 32X40,32x40,93924169496,15.26,Matboard
C9896,SELECT LAWN 32X40,32x40,93924169502,15.26,Matboard
C9898,SELECT BURNT ORANGE 32X40,32x40,93924169526,15.26,Matboard
C9899,SELECT RED HOT 32X40,32x40,93924169564,15.26,Matboard
C9900,OLD(M5328) BAKER'S WHITE(BC)32,32x40,93924146473,20.48,Matboard
C9901,OLD(M2322) CHALK (BC) 32X40,32x40,93924146435,20.48,Matboard
C9902,OLD(M2384) WHITE ART(BC) 32X40,32x40,93924146442,20.48,Matboard
C9904,OLD(M2309)PURE WHITE(BC) 32X40,32x40,93924146466,20.48,Matboard
C9905,OLD(M2330) DOVE (BC) 32X40,32x40,93924146497,20.39,Matboard
C9906,OLD(M2304) OFF WHITE(BC) 32X40,32x40,93924146480,20.37,Matboard
C9910,OLD(M2450) ANTWERPEN(BC) 32X40,32x40,93924147685,25.06,Matboard
C9911,OLD(M2451) BRUXELLES(BC) 32X40,32x40,93924147555,25.08,Matboard
C9912,OLD(M5316) SANDSTONE(BC) 32X40,32x40,93924146817,20.46,Matboard
C9916,OLD(M5343) MOCHA GREEN(BC) 32X,32x40,93924146992,20.37,Matboard
C9917,OLD(M2335) FOREST GREEN(BC) 32,32x40,93924147043,20.34,Matboard
C9922,OLD(M5309) FLAG BLUE(BC) 32X40,32x40,93924147296,20.4,Matboard
C9923,OLD(M5337) BLUE NIGHT(BC)32X40,32x40,93924147302,20.37,Matboard
C9926,OLD(M5301) ALL AMERICAN RED(BC,32x40,93924146886,20.39,Matboard
C9927,OLD(M2321) BRICK(BC) 32X40,32x40,93924146916,20.39,Matboard
C9928,OLD(M5304) CABERNET(BC) 32X40,32x40,93924146923,20.38,Matboard
C993,KELLY GREEN 32X40,32x40,93924200762,10.23,Matboard
C9930,OLD(M2365) PLUM(BC) 32X40,32x40,93924146947,20.31,Matboard
C9934,OLD(M2369) PUTTY(BC) 32X40,32x40,93924146626,20.45,Matboard
C9935,OLD(M2443) YORK(BC) 32X40,32x40,93924147159,20.37,Matboard
C9938,OLD(M2419) KENSINGTON(BC)32X40,32x40,93924147470,20.65,Matboard
C9942,OLD(M5339) DARK SHALE(BC)32X40,32x40,93924147357,20.48,Matboard
C9944,OLD(M2353) JET BLACK(BC) 32X40,32x40,93924147371,20.48,Matboard
C9945,OLD(M2398) SILVER(BC) 32X40,32x40,93924147586,23.67,Matboard
C9946,OLD(M2396) ROSE(BC) 32X40,32x40,93924147661,23.86,Matboard
C9947,OLD(M23100) SPANISH GOLD(BC)32,32x40,93924147692,23.65,Matboard
C9948,SELECT ULTIBLACK BLACK BELT 32,32x40,93924169809,20.48,Matboard
C9949,SELECT ULTIBLK ETCH GUNMENTAL,32x40,93924195389,25.14,Matboard
C9950,SELECT ULTIBLK ETCH RUB BRONZE,32x40,93924195457,25.14,Matboard
CB131,MIDNIGHT BLUE32x40(1PK=25SHTS),32x40,,99.9,Matboard
CB221,SMOOTH BLK 32X40 (1PK=25SHTS),32x40,,114.17,Matboard
CB222,SMOOTH WHITE 32X40(1PK=25SHTS),32x40,,95.32,Matboard
CB251,ANTIQUE WHITE 32X40(1PK=25SHTS,32x40,,96.76,Matboard
CB402,WHITE 32X40 (1PK=25SHTS),32x40,,164.46,Matboard
CB403,PURE WHITE 32X40 (1PK=25SHTS),32x40,,97.15,Matboard
CB461,32X40 BER Crisp,32x40,,97.15,Matboard
CB6-277,SMOOTH BLACK(1PK=25SHTS),32x40,,115.42,Matboard
CB6-97,POLAR WHITE ON BLACK CORE(25pk,32x40,,199.57,Matboard
CB8-222,SMOOTH WHITE 40X60(1PK=25SHTS),40x60,,170.66,Matboard
CB8-402,WHITE 40X60 (1pk = 25 Sheets),40x60,,170.66,Matboard
CB8-97,POLAR WHITE 40X60 (1PK=25SHTS),40x60,,170.66,Matboard
CBR14921,BRTCORE-BLACK/BLUE ON BLUE,32x40,93924225864,41.64,Matboard
CBR14987,BRTCORE-WHITE/BLUE ON BLUE,32x40,93924225871,41.64,Matboard
CBR214921,BRTCORE-BLACK/BLU 32X40 8 PLY,32x40,93924195310,51.94,Matboard
CBR214987,BRTCORE-WHITE/BLU 32X40 8 PLY,32x40,93924195327,51.94,Matboard
CBR224921,BRTCORE-BLACK/GRE 32X40 8 PLY,32x40,93924195280,51.73,Matboard
CBR224987,BRTCORE-WHITE/GRE 32X40 8 PLY,32x40,93924195181,51.94,Matboard
CBR234921,BRTCORE-BLACK/RED 32X40 8 PLY,32x40,93924195167,51.94,Matboard
CBR234987,BRTCORE-WHITE/RED ON RED 8 PLY,32x40,93924195143,51.94,Matboard
CBR244921,BRTCORE-BLACK/YELL 32X40 8 PLY,32x40,93924195112,51.94,Matboard
CBR244987,BRTCORE-WHITE/YELL 32X40 8 PLY,32x40,93924195129,51.94,Matboard
CBR24921,BRTCORE-BLACK/GREEN ON GREEN,32x40,93924225888,41.64,Matboard
CBR24987,BRTCORE-WHITE/GREEN ON GREEN,32x40,93924225895,44.95,Matboard
CBR34921,BRTCORE-BLACK/RED ON RED,32x40,93924225901,41.64,Matboard
CBR34987,BRTCORE-WHITE/RED ON RED,32x40,93924225918,44.95,Matboard
CBR44921,BRTCORE-BLK/YELLOW ON YELLOW,32x40,93924225925,44.95,Matboard
CBR44987,BRTCORE-WHT/YELLOW ON YELLOW,32x40,93924225932,44.95,Matboard
CBR54921,BRTCORE-BLACK/ORANGE ON ORANGE,32x40,93924133329,41.64,Matboard
CBR54987,BRTCORE-WHITE/ORANGE ON ORANGE,32x40,93924133336,41.64,Matboard
CBR64921,BRTCORE-BLACK/PURPLE ON PURPLE,32x40,93924133343,44.95,Matboard
CBR64987,BRTCORE-WHITE/PURPLE ON PURPLE,32x40,93924133350,44.95,Matboard
CBR74921,32X40 MRM BRC Black on Pink,32x40,93924185939,41.64,Matboard
CBR74987,32X40 MRM BRC White on Pink,32x40,93924185922,41.64,Matboard
CBR814921,BRTCORE-BLACK/BLU 40x60,40x60,93924195303,48.77,Matboard
CBR814987,BRTCORE-WHITE/BLU 40x60,40x60,93924195334,48.77,Matboard
CBR824921,BRTCORE-BLACK/GRE 40x60,40x60,93924195297,49.35,Matboard
CBR824987,BRTCORE-WHITE/GRE 40x60,40x60,93924195198,48.77,Matboard
CBR834921,BRTCORE-BLACK/RED 40x60,40x60,93924195174,48.77,Matboard
CBR834987,BRTCORE-WHITE/RED 40x60,40x60,93924195150,48.77,Matboard
CBR844921,BRTCORE-BLACK/YELLOW 40x60,40x60,93924195105,48.77,Matboard
CBR844987,BRTCORE-WHITE/YELLOW 40x60,40x60,93924195136,48.77,Matboard
CBR84921,32X40 MRM BRC Black on Aqua,32x40,93924185953,41.47,Matboard
CBR84987,32X40 MRM BRC White on Aqua,32x40,93924185946,41.64,Matboard
CBW221,SMOOTH BLACK 32X40(1PK=25SHTS),32x40,,113.68,Matboard
CBW222,SMOOTH WHITE 32X40(1PK=25SHTS),32x40,,114.02,Matboard
CBW8-222,40X60 BER WCO Smooth White,40x60,,238.43,Matboard
CBW8-97,POLAR WHITE 40X60(1PK=25SHTS),40x60,,238.33,Matboard
CSRM1000,(WC) POMPANO BEACH WHITE 32X40,32x40,93924130366,11.46,Matboard
CSRM1008,(WC) IVORY 32X40,32x40,93924130397,11.46,Matboard
CSRM1014,(WC) OLDE GREY 32X40,32x40,93924130410,11.46,Matboard
CSRM1015,(WC) GREY VIOLET 32X40,32x40,93924130427,11.46,Matboard
CSRM1016,(WC) CONCORD 32X40,32x40,93924130434,11.46,Matboard
CSRM1025,(WC) MEDIUM GRAY 32X40,32x40,93924130465,11.46,Matboard
CSRM1028,(WC) SPICE IVORY 32X40,32x40,93924130496,11.46,Matboard
CSRM1032,(WC) DARK OLIVE 32X40,32x40,93924130533,11.46,Matboard
CSRM1040,(WC) CLASSIC BROWN 32X40,32x40,93924130588,11.46,Matboard
CSRM1042,(WC) WMSBRG RED 32X40,32x40,93924130595,11.46,Matboard
CSRM1045,(WC) GRASS GREEN 32X40,32x40,93924130625,11.46,Matboard
CSRM1047,(WC) WMSBRG BLUE 32X40,32x40,93924130649,11.46,Matboard
CSRM1054,(WC) BALTIC BLUE 32X40,32x40,93924130670,11.46,Matboard
CSRM1057,(WC) REDWOOD 32X40,32x40,93924130687,11.46,Matboard
CSRM1073,(WC) BISCAY BLUE 32X40,32x40,93924130717,11.46,Matboard
CSRM1081,(WC) VOLCANO BLUE 32X40,32x40,93924130779,11.46,Matboard
CSRM1084,(WC) AVOCADO 32X40,32x40,93924130793,11.46,Matboard
CSRM1088,(WC) MIST 32X40,32x40,93924130809,11.46,Matboard
CSRM1089,(WC) SAUTERNE 32X40,32x40,93924130816,11.46,Matboard
CSRM1096,(WC) SEPIA 32X40,32x40,93924130847,13.27,Matboard
CSRM3291,(WC) FRENCH BUFF 32X40,32x40,93924130885,11.46,Matboard
CSRM3297,(WC) ARCTIC WHITE 32X40,32x40,93924130915,11.46,Matboard
CSRM3300,(WC) ALABASTER 32X40,32x40,93924130922,11.46,Matboard
CSRM3319,(WC) TOPAZ 32X40,32x40,93924130984,11.46,Matboard
CSRM3325,(WC) MANDARIN 32X40,32x40,93924131011,11.46,Matboard
CSRM3331,(WC) SAGE 32X40,32x40,93924131059,11.46,Matboard
CSRM3333,(WC) BLACK WATCH 32X40,32x40,93924131066,11.46,Matboard
CSRM3400,(WC) BAKER'S WHITE 32X40,32x40,93924147746,11.46,Matboard
CSRM3420,(WC) ALL AMERICAN RED 32X40,32x40,93924148156,11.46,Matboard
CSRM3437,(WC) ANTWERPEN 32X40,32x40,93924148958,13.27,Matboard
CSRM81027,(WC) SILVER GRAY 40X60,40x60,93924131318,22.8,Matboard
CSRM81028,(WC) SPICE IVORY 40X60,40x60,93924131325,22.96,Matboard
CSRM83293,(WC) ANTIQUE WHITE 40X60,40x60,93924131417,23.39,Matboard
CSRM83297,(WC) ARCTIC WHITE 40X60,40x60,93924131424,22.19,Matboard
CSRM83401,(WC) CHALK 40X60,40x60,93924152597,22.96,Matboard
CSRM83403,(WC) DOVE 40X60,40x60,93924152658,22.96,Matboard
CSRM83417,40X60 IW Flag Blue,40x60,93924153457,22.96,Matboard
CSRM83420,40X60 IW All American Red,40x60,93924153044,22.96,Matboard
CSRM83423,(WC) JET BLACK 40X60,40x60,93924153532,22.96,Matboard
CSRM83437,(WC) ANTWERPEN 40X60,40x60,93924153846,29.56,Matboard
CSRM8968,(WC) OLD GOLD 40X60,40x60,93924131233,31.03,Matboard
CSRM8977,(WC) NEWPORT BLUE 40X60,40x60,93924131271,23.09,Matboard
CSRM8987,(WC) PALM BEACH WHITE 40X60,40x60,93924131288,23.09,Matboard
CSRM8988,40X60 IW Williamsburg Grn,40x60,93924131295,23.09,Matboard
CSRM915,(WC) FOG 32X40,32x40,93924130021,11.46,Matboard
CSRM918,(WC) VERY WHITE 32X40,32x40,93924130045,11.46,Matboard
CSRM919,(WC) IVY GREEN 32X40,32x40,93924130052,11.46,Matboard
CSRM921,(WC) SMOOTH BLACK 32X40,32x40,93924130601,11.46,Matboard
CSRM924,(WC) DARK GRAY 32X40,32x40,93924130076,11.46,Matboard
CSRM934,(WC) PEARL 32X40,32x40,93924130083,11.46,Matboard
CSRM939,32X40 IW Dark Green,32x40,93924130106,10.7,Matboard
CSRM961,(WC) CREAM 32X40,32x40,93924130120,11.46,Matboard
CSRM968,(WC) OLD GOLD 32X40,32x40,93924130144,13.27,Matboard
CSRM969,(WC) SILVER 32X40,32x40,93924130151,13.27,Matboard
CSRM972,(WC) FRENCH BLUE 32X40,32x40,93924130175,11.46,Matboard
CSRM978,(WC) CONGO GREEN 32X40,32x40,93924130229,10.78,Matboard
CSRM979,32X40 IW Dusk,32x40,93924130236,11.46,Matboard
CSRM985,(WC) PYRO BROWN 32X40,32x40,93924130267,11.46,Matboard
CSRM987,(WC) PALM BEACH WHITE 32X40,32x40,93924130281,11.46,Matboard
CSRM989,(WC) RAVEN BLACK 32X40,32x40,93924130304,11.46,Matboard
CSRM994,(WC) CHAMOIS GOLD 32X40,32x40,93924130328,11.46,Matboard
