CFS #,Description,Size,Length,Chop,Join,group
9520108,Deep Soft Gold Floater,1 3/4,9.37,16.97,22.02,Wood
9520109,Deep Soft Silver Floater,1 3/4,9.37,16.97,22.02,Wood
9520140,Deep Gold Leaf Floater,1 3/4,9.88,17.90,23.29,Wood
9520150,Deep Silver Leaf Floater,1 3/4,9.88,17.90,23.29,Wood
9520160,Deep Matte White Floater,1 3/4,8.03,14.57,18.85,Wood
9520210,Liso Deep Float Champ Silver,1 3/4,9.68,17.42,22.64,Wood
9520220,Liso Deep Float Gunmetal ,1 3/4,9.68,17.42,22.64,Wood
9520230,Liso Deep Float Silver,1 3/4,9.68,17.42,22.64,Wood
9520240,Liso Deep Float Gold ,1 3/4,9.68,17.42,22.64,Wood
9520250,Liso Deep Float Brass,1 3/4,9.68,17.42,22.64,Wood
9520280,Liso Deep Float Soft Gold,1 3/4,9.68,17.42,22.64,Wood
9520290,Liso Deep Float Arctic Silver,1 3/4,9.68,17.42,22.64,Wood
95210,Silver Fillet,3/4,2.47,4.60,,Fillet
9522010,Lumiere Champagne Silver,15/16,7.63,13.75,17.89,Wood
9522020,Lumiere Gunmetal,15/16,7.63,13.75,17.89,Wood
9522030,Lumiere Silver,15/16,7.63,13.75,17.89,Wood
9522040,Lumiere Gold,15/16,7.63,13.75,17.89,Wood
9522050,Lumiere Brass,15/16,7.63,13.75,17.89,Wood
9522080,Lumiere Soft Gold,15/16,7.63,13.75,17.89,Wood
9522090,Lumiere Arctic Silver,15/16,7.63,13.75,17.89,Wood
9522101,Flat Matte Black,1 5/8,3.14,5.81,7.55,Wood
9522160,Flat Matte White,1 5/8,3.14,5.81,7.55,Wood
9522201,Matte Black Cap,1,3.22,5.95,7.74,Wood
9522260,Matte White Cap,1,3.22,5.95,7.74,Wood
952233,Silver Bead Fillet,3/4,2.83,5.22,,Fillet
952243,Gold Bead Fillet,3/4,2.83,5.22,,Fillet
9522701,Tall Matte Black w/Deep Bevel Lip,15/16,7.00,12.95,16.83,Wood
9522760,Tall Matte White w/Deep Bevel Lip,15/16,7.00,12.95,16.83,Wood
9523601,Tall Rounded Matte Black,1 1/8,6.17,11.24,14.58,Wood
9523901,Tall Matte Black Cap,5/8,3.43,6.35,8.25,Wood
9523910,Liso Champagne Silver Thin Cap,5/8,5.31,9.56,12.53,Wood
9523920,Liso Gunmetal Thin Cap,5/8,5.31,9.56,12.53,Wood
9523930,Liso Silver Thin Cap,5/8,5.31,9.56,12.53,Wood
9523950,Liso Brass Thin Cap,5/8,5.31,9.56,12.53,Wood
9523960,Tall Matte White Cap,5/8,3.43,6.35,8.25,Wood
9523980,Liso Gold Thin Cap,5/8,5.29,9.52,12.49,Wood
9523990,Liso Arctic Silver Thin Cap,5/8,5.29,9.52,12.49,Wood
9524101,Small Matte Black Floater,1 5/16,4.03,7.46,9.70,Wood
9524160,Small Matte White Floater,1 5/16,4.03,7.46,9.70,Wood
9524601,Flat Matte Black,2,4.02,7.44,9.68,Wood
9524610,Liso Champagne Silver Flat,2,5.86,10.66,13.80,Wood
9524620,Liso Gunmetal Flat,2,5.86,10.66,13.80,Wood
9524630,Liso Silver Flat ,2,5.86,10.66,13.80,Wood
9524650,Liso Brass Flat,2,5.86,10.66,13.80,Wood
9524660,Flat Matte White,2,4.02,7.44,9.68,Wood
9524680,Liso Gold Flat,2,5.86,10.66,13.80,Wood
9524690,Liso Arctic Silver Flat,2,5.86,10.66,13.80,Wood
9524701,Matte Black Deep Cap,1,4.12,7.62,9.91,Wood
9524710,Liso Champagne Silver Deep Cap,1,6.65,12.11,15.70,Wood
9524720,Liso Gunmetal Deep Cap,1,6.65,12.11,15.70,Wood
9524730,Liso Silver Deep Cap,1,6.65,12.11,15.70,Wood
9524740,Liso Gold Deep Cap,1,6.65,12.11,15.70,Wood
9524750,Liso Brass Deep Cap,1,6.65,12.11,15.70,Wood
9524760,Matte White Deep Cap,1,4.12,7.62,9.91,Wood
9524780,Liso Gold Deep Cap,1,6.65,12.11,15.70,Wood
9524790,Liso Arctic Silver Deep Cap,1,6.65,12.11,15.70,Wood
9524801,Studio Matte Black Cap,3/4,3.02,5.59,7.27,Wood
9524860,Studio Matte White Cap,3/4,3.02,5.59,7.27,Wood
9525101,Studio Matte Black Floater,1 1/2,4.90,9.06,11.78,Wood
952511,Light Silver Gray,1 1/4,4.48,8.05,10.58,Wood
9525110,Liso Champagne Silver Floater,1 1/2,7.64,13.81,18.03,Wood
952512,Dark Silver Gray,1 1/4,4.48,8.05,10.58,Wood
9525120,Liso Gunmetal Floater,1/2,7.64,13.81,18.03,Wood
9525130,Liso Silver Floater,1/2,7.64,13.81,18.03,Wood
9525140,Liso Gold Floater,1/2,7.64,13.81,18.03,Wood
9525150,Liso Brass Floater,1/2,7.64,13.81,18.03,Wood
9525160,Studio Matte White Floater,1 1/2,4.90,9.06,11.78,Wood
9525180,Liso Gold Floater,1/2,7.64,13.81,18.03,Wood
9525190,Liso Arctic Silver Floater,1/2,7.64,13.81,18.03,Wood
9525201,Studio Matte Black Small Floater,1 3/4,4.17,7.71,10.03,Wood
9525260,Studio Matte White Small Floater,1 3/4,4.17,7.71,10.03,Wood
9525401,Matte Black,2 5/8,6.77,12.22,15.90,Wood
9526101,Flat Matte Black,1 3/16,2.28,4.22,5.50,Wood
95261056,Poems Red Floater,1 3/4,8.25,15.02,19.52,Wood
95261057,Poems Blue Floater,1 3/4,8.25,15.02,19.52,Wood
95261058,Poems Green Floater,1 3/4,8.25,15.02,19.52,Wood
95261059,Poems Yellow Floater,1 3/4,8.25,15.02,19.52,Wood
95261070,Poems Cerulean Blue Floater,1 3/4,8.25,15.02,19.52,Wood
952611,Light Silver Gray,2,7.23,13.13,17.03,Wood
9526110,Liso Champagne Silver Flat,1 3/16,3.98,7.20,9.38,Wood
952612,Dark Silver Gray,2,7.23,13.13,17.03,Wood
9526120,Liso Gunmetal Flat,1 3/16,3.98,7.20,9.38,Wood
9526130,Liso Silver Flat ,1 3/16,3.98,7.20,9.38,Wood
9526140,Liso Gold Flat,1 3/16,3.98,7.20,9.38,Wood
9526150,Liso Brass Flat,1 3/16,3.98,7.20,9.38,Wood
9526160,Flat Matte White,1 3/16,2.28,4.22,5.50,Wood
9526180,Liso Gold Flat,1 3/16,3.98,7.20,9.38,Wood
9526190,Liso Arctic Silver Flat,1 3/16,3.98,7.20,9.38,Wood
9526501,Studio Matte Black Small Cap,9/16,1.77,3.27,4.26,Wood
9526560,Studio Matte White Small Cap,9/16,1.77,3.27,4.26,Wood
9526601,Studio Matte Black Cap,7/8,2.90,5.37,6.99,Wood
9526660,Studio Matte White Cap,7/8,2.90,5.37,6.99,Wood
9526701,Studio Matte Black Flat,1,2.11,3.89,5.07,Wood
9526710,Liso Champagne Silver Flat,1,3.39,6.09,7.99,Wood
9526720,Liso Gunmetal Flat,1,3.39,6.09,7.99,Wood
9526730,Liso Silver Flat ,1,3.39,6.09,7.99,Wood
9526750,Liso Brass Flat,1,3.39,6.09,7.99,Wood
9526760,Studio Matte White Flat,1,2.11,3.89,5.07,Wood
9526780,Liso Gold Flat,1,3.39,6.09,7.99,Wood
9526790,Liso Arctic Silver Flat,1,3.39,6.09,7.99,Wood
9526800,Poems II Black  ,11/16,4.47,8.14,10.56,Wood
9526801,"7/8"" x 3"" Tall Matte Black",7/8,8.29,14.95,19.46,Wood
9526856,Poems II  Red,11/16,4.47,8.14,10.56,Wood
9526857,Poems II Blue,11/16,4.47,8.14,10.56,Wood
9526858,Poems II Green,11/16,4.47,8.14,10.56,Wood
9526859,Poems !! Yellow,11/16,4.47,8.14,10.56,Wood
9526860,Poems II White,11/16,4.47,8.14,10.56,Wood
9526865,Poems II China Red,11/16,4.47,8.14,10.56,Wood
9526866,Poems II Orange,11/16,4.47,8.14,10.56,Wood
9526867,Poems II Canary Yellow,11/16,4.47,8.14,10.56,Wood
9526868,Poems II Aqua Green,11/16,4.47,8.14,10.56,Wood
9526870,Poems II Cerulean Blue,11/16,4.47,8.14,10.56,Wood
9526871,Poems II Violet ,11/16,4.47,8.14,10.56,Wood
9526901,Small Matte Black Cap,3/4,1.81,3.35,4.35,Wood
9526910,Liso Champagne Silver Small Cap,3/4,3.42,6.27,8.15,Wood
9526920,Liso Gunmetal Small Cap,3/4,3.42,6.27,8.15,Wood
9526930,Liso Silver Small Cap,3/4,3.42,6.27,8.15,Wood
9526950,Liso Brass Small Cap,3/4,3.42,6.27,8.15,Wood
9526951,Poems Gold,3/4,3.18,5.87,7.58,Wood
9526954,Poems Metallic Green,3/4,3.18,5.87,7.58,Wood
9526955,Poems Metallic Violet,3/4,3.18,5.87,7.58,Wood
9526956,Poems Red,3/4,3.18,5.87,7.58,Wood
9526957,Poems Blue,3/4,3.18,5.87,7.58,Wood
9526958,Poems Green,3/4,3.18,5.87,7.58,Wood
9526959,Poems Yellow,3/4,3.18,5.87,7.58,Wood
9526960,Poems White,3/4,1.81,3.35,4.35,Wood
9526961,Poems Metallic Black,3/4,3.18,5.87,7.58,Wood
9526964,Poems Silver,3/4,3.18,5.87,7.58,Wood
9526965,Poems China Red,3/4,3.18,5.87,7.58,Wood
9526966,Poems Orange,3/4,3.18,5.87,7.58,Wood
9526967,Poems Canary Yellow,3/4,3.18,5.87,7.58,Wood
9526968,Poems Aqua Green,3/4,3.18,5.87,7.58,Wood
9526970,Poems Cerulean Blue,3/4,3.18,5.87,7.58,Wood
9526971,Poems Violet,3/4,3.18,5.87,7.58,Wood
9526980,Liso Gold Small Cap,3/4,3.47,6.36,8.27,Wood
9526990,Liso Arctic Silver Small Cap,3/4,3.47,6.36,8.27,Wood
9527101,Willow Matte Black ,2 3/16,7.54,13.72,17.84,Wood
9527160,Willow Matte White ,2 3/16,7.54,13.72,17.84,Wood
9527201,Willow Matte Black,1 3/8,4.32,7.86,10.22,Wood
9527260,Willow Matte White,1 3/8,4.32,7.86,10.22,Wood
9527301,Studio Matte Black Cap,1 1/8,4.11,7.60,9.89,Wood
9527360,Studio Matte White Cap,1 1/8,4.11,7.60,9.89,Wood
9527401,Studio Matte Black Cube,1 1/4,3.28,6.08,7.91,Wood
9527460,Studio Matte White Cube,1 1/4,3.28,6.08,7.91,Wood
9527501,Studio Matte Black Cube,1 5/8,4.15,7.67,9.98,Wood
9527510,Liso Champagne Silver Cube,1 5/8,6.42,11.59,15.03,Wood
9527520,Liso Gunmetal Cube,1 5/8,6.42,11.59,15.03,Wood
9527530,Liso Silver Cube,1 5/8,6.42,11.59,15.03,Wood
9527550,Liso Brass Cube,1 5/8,6.42,11.59,15.03,Wood
9527560,Studio Matte White Cube,1 5/8,4.15,7.67,9.98,Wood
9527580,Liso Gold Cube,1 5/8,6.42,11.59,15.03,Wood
9527590,Liso Arctic Silver Cube,1 5/8,6.42,11.59,15.03,Wood
9527701,Studio Matte Black Cap,3/4,2.19,4.05,5.26,Wood
9527710,Liso Champagne Silver Cap,3/4,3.94,7.04,9.26,Wood
95277120,Coffee Brown Stain,3/4,5.47,9.96,12.95,Wood
95277124,Honey Maple Stain,3/4,5.47,9.96,12.95,Wood
95277125,Cherry Stain,3/4,5.47,9.96,12.95,Wood
95277128,Walnut Stain,3/4,5.47,9.96,12.95,Wood
95277129,Clear,3/4,5.47,9.96,12.95,Wood
95277134,Mahogany Stain,3/4,5.47,9.96,12.95,Wood
95277145,Charcoal Stain,3/4,5.47,9.96,12.95,Wood
95277158,Whitewash Stain,3/4,5.47,9.96,12.95,Wood
95277159,Opaque Black,3/4,5.47,9.96,12.95,Wood
9527720,Liso Gunmetal Cap,3/4,3.94,7.04,9.26,Wood
9527730,Liso Silver Cap,3/4,3.94,7.04,9.26,Wood
9527740,Liso Gold Cap,3/4,3.94,7.04,9.26,Wood
9527750,Liso Brass Cap,3/4,3.94,7.04,9.26,Wood
9527760,Studio Matte White Cap,3/4,2.19,4.05,5.26,Wood
9527780,Liso Gold Cap,3/4,3.94,7.04,9.26,Wood
9527790,Liso Arctic Silver Cap,3/4,3.94,7.04,9.26,Wood
9527810,Liso Champagne Silver Large Cap,1 1/2,9.09,16.47,21.36,Wood
9527820,Liso Gunmetal Large Cap,1 1/2,9.09,16.47,21.36,Wood
9527830,Liso Silver Large Cap,1 1/2,9.09,16.47,21.36,Wood
9527850,Liso Brass Large Cap,1 1/2,9.09,16.47,21.36,Wood
9527880,Liso Gold Large Cap,1 1/2,9.09,16.47,21.36,Wood
9527890,Liso Arctic Silver Large Cap,1 1/2,9.09,16.47,21.36,Wood
9527901,Tall Matte Black Cap,1,6.65,12.11,15.70,Wood
9527960,Tall Matte White Cap,1,6.85,12.43,16.17,Wood
9528201,Studio Matte Black Tall Cap,1 1/4,5.95,11.02,14.32,Wood
9528260,Studio Matte White Tall Cap,1 1/4,5.95,11.02,14.32,Wood
9529601,Matte Black w/Panel,1,3.41,6.31,8.20,Wood
9529660,Matte White w/Panel,1,3.41,6.31,8.20,Wood
9529701,Matte Black w/Panel,2 1/16,5.12,9.46,12.30,Wood
9529760,Matte White w/Panel,2 1/16,5.12,9.46,12.30,Wood
9530,Liso Silver Fillet,3/8,2.68,4.96,,Fillet
9530120,Kota Coffee Brown Square,13/16,3.63,6.71,8.63,Wood
9530124,Kota Pecan Square,13/16,3.63,6.71,8.63,Wood
9530125,Kota Cherry Square,13/16,3.63,6.71,8.63,Wood
9530128,Kota Walnut Square,13/16,3.63,6.71,8.63,Wood
9530129,Kota Natural Square,13/16,3.63,6.71,8.63,Wood
9530159,Kota Black Square,13/16,3.63,6.71,8.63,Wood
9530220,Kota Coffee Brown Flat,1 3/4,7.35,13.27,17.27,Wood
9530224,Kota Pecan Flat,1 3/4,7.35,13.27,17.27,Wood
9530225,Kota Cherry Flat,1 3/4,7.35,13.27,17.27,Wood
9530228,Kota Walnut Flat,1 3/4,7.35,13.27,17.27,Wood
9530229,Kota Natural Flat,1 3/4,7.35,13.27,17.27,Wood
9530259,Kota Black Flat,1 3/4,7.35,13.27,17.27,Wood
9530320,Kota Coffee Brown Flat,1 5/16,5.68,10.40,13.41,Wood
9530324,Kota Pecan Flat,1 5/16,5.68,10.40,13.41,Wood
9530325,Kota Cherry Flat,1 5/16,5.68,10.40,13.41,Wood
9530328,Kota Walnut Flat,1 5/16,5.68,10.40,13.41,Wood
9530329,Kota Natural Flat,1 5/16,5.68,10.40,13.41,Wood
9530359,Kota Black Flat,1 5/16,5.68,10.40,13.41,Wood
9530420,Kota Coffee Brown Small Cap,13/16,5.68,10.40,13.41,Wood
9530424,Kota Pecan Small Cap,13/16,5.68,10.40,13.41,Wood
9530425,Kota Cherry Small Cap,13/16,5.68,10.40,13.41,Wood
9530428,Kota Walnut Small Cap,13/16,5.68,10.40,13.41,Wood
9530429,Kota Natural Small Cap,13/16,5.68,10.40,13.41,Wood
9530459,Kota Black Small Cap,13/16,5.68,10.40,13.41,Wood
9530520,Kota Coffee Brown Large Cap,1,8.37,15.18,19.69,Wood
9530524,Kota Pecan Large Cap,1,8.37,15.18,19.69,Wood
9530525,Kota Cherry Large Cap,1,8.37,15.18,19.69,Wood
9530528,Kota Walnut Large Cap,1,8.37,15.18,19.69,Wood
9530529,Kota Natural Large Cap,1,8.37,15.18,19.69,Wood
9530559,Kota Black Large Cap,1,8.37,15.18,19.69,Wood
9530620,Kota Coffee Brown Wide Flat,2 3/8,9.49,17.14,22.25,Wood
9530624,Kota Pecan Wide Flat,2 3/8,9.49,17.14,22.25,Wood
9530625,Kota Cherry Wide Flat,2 3/8,9.49,17.14,22.25,Wood
9530628,Kota Walnut Wide Flat,2 3/8,9.49,17.14,22.25,Wood
9530629,Kota Natural Wide Flat,2 3/8,9.49,17.14,22.25,Wood
9530659,Kota Black Wide Flat,2 3/8,9.49,17.14,22.25,Wood
9532026,Chalet Walnut Wedge,15/16,6.96,12.65,16.29,Wood
9532027,Chalet Buff Wedge,15/16,6.96,12.65,16.29,Wood
9532055,Chalet Carob Wedge,15/16,6.96,12.65,16.29,Wood
9532059,Chalet Black Wedge,15/16,6.96,12.65,16.29,Wood
9532060,Chalet White Wedge,15/16,6.96,12.65,16.29,Wood
9533011,Ash White,1,6.35,11.55,15.02,Wood
9533012,Ash Natural,1,6.35,11.55,15.02,Wood
9533013,Ash Lt. Walnut,1,6.35,11.55,15.02,Wood
9533014,Ash Dark Brown,1,6.35,11.55,15.02,Wood
9533015,Ash Gray,1,6.35,11.55,15.02,Wood
9533016,Ash Brown,1,6.35,11.55,15.02,Wood
9533017,Ash Black,1,6.35,11.55,15.02,Wood
9534120,Kota Coffee Brown Small Floater,1 3/8,5.12,9.23,11.96,Wood
9534125,Kota Cherry Small Floater,1 3/8,5.12,9.23,11.96,Wood
9534128,Kota Walnut Small Floater,1 3/8,5.12,9.23,11.97,Wood
9534129,Kota Natural Small Floater,1 3/8,5.12,9.23,11.96,Wood
9534159,Kota Black Small Floater,1 3/8,5.12,9.23,11.96,Wood
9535120,Kota Coffee Brown Floater,1 1/2,7.62,13.71,17.92,Wood
9535125,Kota Cherry Floater,1 1/2,7.62,13.71,17.92,Wood
9535128,Kota Walnut Floater,1 1/2,7.62,13.71,17.92,Wood
9535129,Kota Natural Floater,1 1/2,7.62,13.71,17.92,Wood
9535159,Kota Black Floater,1 1/2,7.62,13.71,17.92,Wood
9535320,Kota Large Coffee Brown Floater,1 3/4,10.03,18.06,23.47,Wood
9535325,Kota Large Cherry Floater,1 3/4,10.03,18.06,23.47,Wood
9535328,Kota Large Walnut Floater,1 3/4,10.03,18.06,23.47,Wood
9535329,Kota Large Natural Floater,1 3/4,10.03,18.06,23.47,Wood
9535359,Kota Large Black Floater,1 3/4,10.03,18.06,23.47,Wood
95361120,Coffee Brown Stain,1 3/16,5.30,9.65,12.56,Wood
95361124,Honey Maple Stain,1 3/16,5.30,9.65,12.56,Wood
95361125,Cherry Stain,1 3/16,5.30,9.65,12.56,Wood
95361128,Walnut Stain,1 3/16,5.30,9.65,12.56,Wood
95361129,Clear,1 3/16,5.30,9.65,12.56,Wood
95361135,Dark Mahogany Stain,1 3/16,5.30,9.65,12.56,Wood
95361142,Whitewash Stain,1 3/16,5.30,9.65,12.56,Wood
95361145,Charcoal Stain,1 3/16,5.30,9.65,12.56,Wood
95361159,Opaque Black,1 3/16,5.30,9.65,12.56,Wood
9536120,Sierra Walnut Small Floater,1 5/8,5.19,9.35,12.27,Wood
9536124,Sierra Pecan Small Floater,1 5/8,5.19,9.35,12.27,Wood
9536127,Sierra Buff Small Floater,1 5/8,5.19,9.35,12.27,Wood
9536145,Sierra Gray Small Floater,1 5/8,5.19,9.35,12.27,Wood
9536158,Sierra Beige Small Floater,1 5/8,5.19,9.35,12.27,Wood
9536220,Sierra Walnut Floater,1 3/4,7.73,14.05,18.11,Wood
9536224,Sierra Pecan Floater,1 3/4,7.73,14.05,18.11,Wood
9536227,Sierra Buff Floater,1 3/4,7.73,14.05,18.11,Wood
9536245,Sierra Gray Floater,1 3/4,7.73,14.05,18.11,Wood
9536258,Sierra Beige Floater,1 3/4,7.73,14.05,18.11,Wood
9536320,Sierra Walnut Square,1,5.22,9.46,12.35,Wood
9536324,Sierra Pecan Square,1,5.22,9.46,12.35,Wood
9536327,Sierra Buff Square,1,5.22,9.46,12.35,Wood
9536345,Sierra Gray Square,1,5.22,9.46,12.35,Wood
9536358,Sierra Beige Square,1,5.22,9.46,12.35,Wood
9536420,Sierra 3 Walnut Square,3/4,2.88,5.27,6.88,Wood
9536424,Sierra 3 Pecan Square,3/4,2.88,5.27,6.88,Wood
9536427,Sierra 3 Buff Square,3/4,2.88,5.27,6.88,Wood
9536445,Sierra 3 Gray Square,3/4,2.88,5.27,6.88,Wood
9536458,Sierra 3 Beige Square,3/4,2.88,5.27,6.88,Wood
9536520,Sierra 3 Walnut Cap,13/16,5.42,9.76,12.79,Wood
9536524,Sierra 3 Pecan Cap,13/16,5.42,9.76,12.79,Wood
9536527,Sierra 3 Buff Cap,13/16,5.42,9.76,12.79,Wood
9536545,Sierra 3 Gray Cap,13/16,5.42,9.76,12.79,Wood
9536558,Sierra 3 Beige Cap,13/16,5.42,9.76,12.79,Wood
9536620,Sierra Walnut Flat,1 9/16,7.38,13.40,17.43,Wood
9536624,Sierra Pecan Flat,1 9/16,7.38,13.40,17.43,Wood
9536627,Sierra Buff Flat,1 9/16,7.38,13.40,17.43,Wood
9536645,Sierra Gray Flat,1 9/16,7.38,13.40,17.43,Wood
9536658,Sierra Beige Flat,1 9/16,7.38,13.40,17.43,Wood
9536720,Sierra 2 Walnut Scoop,1,5.79,10.57,13.59,Wood
9536724,Sierra 2 Pecan Scoop,1,5.79,10.57,13.59,Wood
9536727,Sierra 2 Buff Scoop,1,5.79,10.57,13.59,Wood
9536745,Sierra 2 Gray Scoop,1,5.79,10.57,13.59,Wood
9536758,Sierra 2 Beige Scoop,1,5.79,10.57,13.59,Wood
95368,Crushed Gold Round Fillet,3/4,2.68,4.96,,Fillet
9536820,Sierra 2 Walnut Large Scoop,1 9/16,8.37,15.18,19.69,Wood
9536824,Sierra 2 Pecan Large Scoop,1 9/16,8.37,15.18,19.69,Wood
9536827,Sierra 2 Buff Large Scoop,1 9/16,8.37,15.18,19.69,Wood
9536845,Sierra 2 Gray Large Scoop,1 9/16,8.37,15.18,19.69,Wood
9536858,Sierra 2 Beige Large Scoop,1 9/16,8.37,15.18,19.69,Wood
95369120,Coffee Brown,3/4,3.64,6.63,8.62,Wood
95369124,Honey Pecan Stain,3/4,3.64,6.63,8.62,Wood
95369125,Cherry Stain,3/4,3.64,6.63,8.62,Wood
95369128,Walnut Stain,3/4,3.64,6.63,8.62,Wood
95369129,Clear,3/4,3.64,6.63,8.62,Wood
95369134,Mahogany Stain,3/4,3.64,6.63,8.62,Wood
95369145,Charcoal Stain ,3/4,3.64,6.63,8.62,Wood
95369158,Whitewash Stain,3/4,3.64,6.63,8.62,Wood
95369159,Opaque Black,3/4,3.64,6.63,8.62,Wood
9537010,Harmony Sand Cap,1,6.36,11.59,15.07,Wood
95370120,Coffee Brown Stain,1 1/8,5.30,9.66,12.55,Wood
95370124,Honey Pecan Stain,1 1/8,5.30,9.66,12.55,Wood
95370125,Cherry Stain,1 1/8,5.30,9.66,12.55,Wood
95370128,Walnut Stain,1 1/8,5.30,9.66,12.55,Wood
95370134,Mahogany Stain,1 1/8,5.30,9.66,12.55,Wood
95370159,Opaque Black,1 1/8,5.30,9.66,12.55,Wood
9537024,Harmony Pecan Cap,1,6.36,11.59,15.07,Wood
9537043,Harmony Coffee Cap,1,6.36,11.59,15.07,Wood
9537110,Harmony Sand Cube,1 9/16,9.73,17.71,23.03,Wood
9537124,Harmony Pecan Cube,1 9/16,9.73,17.71,23.03,Wood
9537143,Harmony Coffee Cube,1 9/16,9.73,17.71,23.03,Wood
9538029,Beech Natural Flat,1 3/8,5.83,10.60,13.79,Wood
9538058,Beech Whitewash Flat,1 3/8,5.83,10.60,13.79,Wood
9538129,Beech Natural Flat,1 3/4,6.84,12.45,16.18,Wood
9538158,Beech Whitewash Flat,1 3/4,6.84,12.45,16.18,Wood
9538229,Beech Natural Cap,3/4,5.75,10.46,13.59,Wood
9538258,Beech Whitewash Cap,3/4,5.75,10.46,13.59,Wood
9538329,Beech Natural Floater,1 1/2,7.55,13.75,17.87,Wood
9538358,Beech Whitewash Floater,1 1/2,7.55,13.75,17.87,Wood
9539128,ST-Walnut Flat,1 3/16,6.56,11.94,15.53,Wood
9539228,ST-Walnut Flat,2,9.59,17.46,22.69,Wood
9539328,ST-Walnut Cap,1,8.83,16.07,20.89,Wood
9539428,ST-Walnut Cube,1 9/16,11.31,20.59,26.77,Wood
9539528,ST-Walnut Large Cap,1 1/2,12.95,23.57,30.64,Wood
954065,Eleve Gold,1 5/16,5.83,10.60,13.75,Wood
954075,Eleve Silver,1 5/16,5.83,10.60,13.75,Wood
9540812,Regia Dark Gold,1 1/2,6.88,12.42,16.13,Wood
9540814,Regia Dark Silver,1 1/2,6.88,12.42,16.13,Wood
9540822,Regia Gold,1 1/2,6.88,12.42,16.13,Wood
9540824,Regia Silver,1 1/2,6.88,12.42,16.13,Wood
954085,Eleve Dark Silver,1 5/16,5.83,10.60,13.75,Wood
9540912,Regia Dark Gold,1,4.94,8.96,11.63,Wood
9540914,Regia Dark Silver,1,4.94,8.96,11.63,Wood
9540922,Regia Gold,1,4.94,8.96,11.63,Wood
9540924,Regia Silver,1,4.94,8.96,11.63,Wood
9541012,Regia Two Tone Dark Gold,3/4,5.09,9.29,11.96,Wood
9541014,Regia Two Tone Dark Silver,3/4,5.09,9.29,11.96,Wood
9541022,Regia Two Tone Gold,3/4,5.09,9.29,11.96,Wood
9541024,Regia Two Tone Silver,3/4,5.09,9.29,11.96,Wood
954165,Eleve Gold Cap,13/16,5.83,10.60,13.75,Wood
954175,Eleve Silver Cap,13/16,5.83,10.60,13.75,Wood
954185,Eleve Dark Silver Cap,13/16,5.83,10.60,13.75,Wood
9542001,Pompeya Green,1 3/8,10.94,19.91,25.88,Wood
9542002,Pompeya Antique Gold,1 3/8,10.94,19.91,25.88,Wood
9542003,Pompeya Deep Rose Gold,1 3/8,10.94,19.91,25.88,Wood
9542004,Pompeya Silver,1 3/8,10.94,19.91,25.88,Wood
9542005,Pompeya Black,1 3/8,10.94,19.91,25.88,Wood
9544708,Asti Soft Gold Deep Cap,1,6.33,11.46,14.89,Wood
9544709,Asti Soft Silver Deep Cap,1,6.33,11.46,14.89,Wood
9544722,Virtu Small Gold Panel,1,5.09,9.29,11.96,Wood
9544732,Virtu Small Silver Panel,1,5.09,9.29,11.96,Wood
9544822,Virtu Large Gold Panel,3 1/4,12.82,23.33,30.34,Wood
9544832,Virtu Large Silver Panel,3 1/4,12.82,23.33,30.34,Wood
954520,Adagio Dark Brown,1,4.46,8.15,10.51,Wood
954524,Adagio Pecan,1,4.46,8.15,10.51,Wood
954528,Adagio Walnut,1,4.46,8.15,10.51,Wood
954534,Adagio Mahogany,1,4.46,8.15,10.51,Wood
954545,Adagio Dark Gray,1,4.46,8.15,10.51,Wood
9545622,Virtu Gold Panel,1 9/16,6.33,11.35,14.81,Wood
9545632,Virtu Silver Panel,1 9/16,6.33,11.35,14.81,Wood
9545722,Virtu Gold Panel,2 1/16,8.17,14.88,19.34,Wood
9545732,Virtu Silver Panel,2 1/16,8.17,14.88,19.34,Wood
9545822,Virtu Gold Panel,2 1/2,9.83,17.90,23.27,Wood
9545832,Virtu Silver Panel,2 1/2,9.83,17.90,23.27,Wood
9546108,Asti Soft Gold Flat,1 3/16,4.14,7.53,9.74,Wood
9546109,Asti Soft Silver Flat,1 3/16,4.14,7.53,9.74,Wood
954620,Adagio Dark Brown,1 1/2,6.15,11.14,14.45,Wood
954624,Adagio Pecan,1 1/2,6.15,11.14,14.45,Wood
954628,Adagio Walnut,1 1/2,6.15,11.14,14.45,Wood
954634,Adagio Mahogany,1 1/2,6.15,11.14,14.45,Wood
954645,Adagio Dark Gray,1 1/2,6.15,11.14,14.45,Wood
954720,Forte Coffee,3,10.37,18.69,24.34,Wood
954728,Forte Walnut,3,10.37,18.69,24.34,Wood
954734,Forte Mahogany,3,10.37,18.69,24.34,Wood
954745,Forte Gray,3,10.37,18.69,24.34,Wood
9547508,Asti Soft Gold Cube,1 5/8,6.53,11.77,15.37,Wood
9547509,Asti Soft Silver Cube,1 5/8,6.53,11.77,15.37,Wood
9547708,Asti Soft Gold Cap,3/4,3.95,7.06,9.28,Wood
9547709,Asti Soft Silver Cap,3/4,3.95,7.06,9.28,Wood
9548012,Luisant Antique Gold,2 3/16,10.24,18.43,23.96,Wood
9548013,Luisant Antique Silver,2 3/16,10.24,18.43,23.96,Wood
9548022,Luisant Dark Copper,2 3/16,10.24,18.43,23.96,Wood
