Item #,Description,Line                   Name,Size Decimal,Rabbet Decimal, cost , Chop , Join , Sugg. Retail , AC 
734992,GRAPHITE FLOATER,Forte,1.7500,1.625, $ 10.24 , $ 16.89 , $ 21.58 , $ 45.20 ,
734997,HAND TOOLED DOTS RUSTED BLACK TIN CAP,Oaxaca,1,.9375, $ 5.63 , $ 9.43 , $ 13.37 , $ 26.60 ,
735013,RED CURTAIN VAUDEVILLE CAP,Cabaret,0.6875,0.9375, $ 3.90 , $ 6.62 , $ 9.20 , $ 19.50 ,
740001,CHROMA GREY WHITE CUBE,Kubik,0.8125,.625, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740002,FADED FJORD WHITE CUBE,Kubik,0.8125,.625, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740003,LUNA WHITE CUBE,Kubik,0.8125,.625, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740004,BARE BIRCH WHITE CUBE,Kubik,0.8125,.625, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740005,CHROMA GREY WHITE TALL CAP,Kubik,1,1.75, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740006,FADED FJORD WHITE TALL CAP,Kubik,1,1.75, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740007,LUNA WHITE TALL CAP,Kubik,1,1.75, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740008,BARE BIRCH WHITE TALL CAP,Kubik,1,1.75, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740009,BLACK BOREALIS BLOCK,Aurora,1.1875,0.9375, $ 7.88 , $ 13.06 , $ 17.37 , $ 35.70 ,
740010,GREY GALAXY BLOCK,Aurora,1.1875,0.9375, $ 7.88 , $ 13.06 , $ 17.37 , $ 35.70 ,
740011,SOLAR SILVER BLOCK,Aurora,1.1875,0.9375, $ 7.88 , $ 13.06 , $ 17.37 , $ 35.70 ,
740012,MAUVELOUS MERCURY BLOCK,Aurora,1.1875,0.9375, $ 7.88 , $ 13.06 , $ 17.37 , $ 35.70 ,
740013,SUN FLARE GOLD BLOCK,Aurora,1.1875,0.9375, $ 7.88 , $ 13.06 , $ 17.37 , $ 35.70 ,
740014,GREY GALAXY CAP,Aurora,0.75,1.1250, $ 7.64 , $ 12.68 , $ 16.94 , $ 34.70 ,
740015,SOLAR SILVER CAP,Aurora,0.75,1.1250, $ 7.64 , $ 12.68 , $ 16.94 , $ 34.70 ,
740016,MAUVELOUS MERCURY CAP,Aurora,0.75,1.1250, $ 7.64 , $ 12.68 , $ 16.94 , $ 34.70 ,
740017,SUN FLARE GOLD CAP,Aurora,0.75,1.1250, $ 7.64 , $ 12.68 , $ 16.94 , $ 34.70 ,
740019,OLD WORLD SILVER AND BLACK ROUNDED,Mondano,1.5625,0.5625, $ 9.80 , $ 16.18 , $ 20.79 , $ 43.40 ,
740020,OLD WORLD GOLD ROUNDED,Mondano,1.5625,0.5625, $ 9.80 , $ 16.18 , $ 20.79 , $ 43.40 ,
740021,OLD WORLD PEWTER ROUNDED,Mondano,1.5625,0.5625, $ 8.99 , $ 14.87 , $ 19.35 , $ 40.20 ,
740022,MIDDLE WORLD BLACK DEEP SCOOP LIP,Mondano,0.9375,0.5000, $ 7.75 , $ 12.85 , $ 17.13 , $ 35.10 ,
740023,MIDDLE WORLD GOLD DEEP SCOOP LIP,Mondano,0.9375,0.5000, $ 7.75 , $ 12.85 , $ 17.13 , $ 35.10 ,
740024,MIDDLE WORLD SILVER DEEP SCOOP LIP,Mondano,0.9375,0.5000, $ 7.75 , $ 12.85 , $ 17.13 , $ 35.10 ,
740025,MIDDLE WORLD PEWTER DEEP SCOOP LIP,Mondano,0.9375,0.5000, $ 7.75 , $ 12.85 , $ 17.13 , $ 35.10 ,
740026,NEW WORLD BLACK DARK WALNUT ANGLE,Mondano,0.8125,0.6250, $ 7.11 , $ 11.82 , $ 16.00 , $ 32.50 ,
740027,NEW WORLD PEWTER LIGHT WALNUT ANGLE,Mondano,0.8125,0.6250, $ 7.11 , $ 11.82 , $ 16.00 , $ 32.50 ,
740028,NEW WORLD GOLD CHERRY ANGLE,Mondano,0.8125,0.6250, $ 7.11 , $ 11.82 , $ 16.00 , $ 32.50 ,
740029,NEW WORLD CHAMPAGNE LIGHT WALNUT ANGLE,Mondano,0.8125,0.6250, $ 7.11 , $ 11.82 , $ 16.00 , $ 32.50 ,
740030,NEW WORLD SILVER CHERRY ANGLE,Mondano,0.8125,0.6250, $ 7.11 , $ 11.82 , $ 16.00 , $ 32.50 ,
740031,BLACK BOREALIS CAP,Aurora,0.75,1.1250, $ 7.64 , $ 12.68 , $ 16.94 , $ 34.70 ,
740032,"1"" GROOVY VINTAGE VINYL",Hi-Fi,0.9375,0.5625, $ 6.58 , $ 10.96 , $ 15.05 , $ 30.40 ,
740033,"1"" GROOVY MARVIN GREY",Hi-Fi,0.9375,0.5625, $ 6.58 , $ 10.96 , $ 15.05 , $ 30.40 ,
740034,"1"" GROOVY SMOKEY BROWN",Hi-Fi,0.9375,0.5625, $ 6.58 , $ 10.96 , $ 15.05 , $ 30.40 ,
740035,"1"" GROOVY TINA TANNER",Hi-Fi,0.9375,0.5625, $ 6.58 , $ 10.96 , $ 15.05 , $ 30.40 ,
740036,"1"" GROOVY BARRY WHITE",Hi-Fi,0.9375,0.5625, $ 6.58 , $ 10.96 , $ 15.05 , $ 30.40 ,
740037,STONE OAK WHITE CUBE,Kubik,0.8125,0.6250, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740038,AUTUMN WALNUT WHITE CUBE,Kubik,0.8125,0.6250, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740039,STURDY CHERRY WHITE CUBE,Kubik,0.8125,0.6250, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740040,WOODLAND WALNUT WHITE CUBE,Kubik,0.8125,0.6250, $ 6.68 , $ 11.13 , $ 15.24 , $ 30.80 ,
740041,STONE OAK WHITE TALL CAP,Kubik,1,1.7500, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740042,AUTUMN WALNUT WHITE TALL CAP,Kubik,1,1.7500, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740043,STURDY CHERRY WHITE TALL CAP,Kubik,1,1.7500, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740044,WOODLAND WALNUT WHITETALL CAP,Kubik,1,1.7500, $ 9.95 , $ 16.42 , $ 21.06 , $ 44.00 ,
740045,CHROMA GREY WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740046,FADED FJORD WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740047,LUNA WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740048,BARE BIRCH WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740049,STONE OAK WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740050,AUTUMN WALNUT WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740051,STURDY CHERRY WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740052,WOODLAND WALNUT WHITE BLOCK,Kubik,1.1875,0.7500, $ 8.22 , $ 13.61 , $ 17.97 , $ 37.00 ,
740053,OAK LIP ON BUFF BEIGE,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740054,OAK LIP ON MINTED SAGE,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740055,OAK LIP ON SESAME GREY,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740056,OAK LIP ON PEONY PINK,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740057,OAK LIP ON EGGSHELL WHITE,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740058,OAK LIP ON GOLDEN MUSTARD,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740059,WALNUT LIP ON BUFF BEIGE,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740060,WALNUT LIP ON EBONY BLACK,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740061,WALNUT LIP ON INDIGO BLUE,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740062,WALNUT LIP ON ORANGE BURST,Bungalow,0.7500,0.7500, $ 6.76 , $ 11.25 , $ 15.38 , $ 31.10 ,
740063,INFINITE GREY DOTS IN BLACK,Kusama,0.7500,1, $ 7.02 , $ 11.67 , $ 15.84 , $ 32.20 ,
740064,KALEIDOSCOPE CRIMSON DOTS IN BLACK,Kusama,0.7500,1, $ 7.02 , $ 11.67 , $ 15.84 , $ 32.20 ,
740065,PRISMATIC PEWTER DOTS IN GREY,Kusama,0.7500,1, $ 7.02 , $ 11.67 , $ 15.84 , $ 32.20 ,
740066,COSMIC BRONZE DOTS IN TAN,Kusama,0.7500,1, $ 7.02 , $ 11.67 , $ 15.84 , $ 32.20 ,
740067,ASTRAL GOLD DOTS IN YELLOW,Kusama,0.7500,1, $ 7.02 , $ 11.67 , $ 15.84 , $ 32.20 ,
740068,CELESTIAL ORBITS IN WHITE,Kusama,0.7500,1, $ 7.02 , $ 11.67 , $ 15.84 , $ 32.20 ,
740069,ESPRESSO GANACHE CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740070,TOFFEE CARAMELLO CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740071,BUTTERSCOTCH TRUFFLE CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740072,AMARO NOUGAT CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740073,TOASTED MARZIPAN CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740074,SALTED MARSHMALLOW CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740075,VANILLA ZUCCHERO CAP,Ferrero,0.7500,1, $ 8.15 , $ 13.50 , $ 17.85 , $ 36.80 ,
740076,ESPRESSO GANACHE BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
740077,TOFFEE CARAMELLO BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
740078,BUTTERSCOTCH TRUFFLE BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
740079,AMARO NOUGAT BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
740080,TOASTED MARZIPAN BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
740081,SALTED MARSHMALLOW BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
740082,VANILLA ZUCCHERO BEVEL,Ferrero,0.8750,0.5625, $ 7.29 , $ 12.11 , $ 16.33 , $ 33.30 ,
744953,WARM SILVER COMB,Gusto,0.75,0.50, $ 8.13 , $ 13.47 , $ 17.81 , $ 36.70 ,
744954,COOL GOLD COMB,Gusto,0.75,0.50, $ 8.13 , $ 13.47 , $ 17.81 , $ 36.70 ,
744955,SMOKED BRONZE COMB,Gusto,0.75,0.50, $ 8.13 , $ 13.47 , $ 17.81 , $ 36.70 ,
744956,MILK CHOCOLATE COMB,Gusto,0.7500,0.5000, $ 7.82 , $ 12.97 , $ 17.27 , $ 35.40 ,
744959,SMOKED BRONZE GAUDI,Gaudi,0.75,0.50, $ 8.13 , $ 13.47 , $ 17.81 , $ 36.70 ,
744960,MILK CHOCOLATE GAUDI,Gaudi,0.75,0.50, $ 8.13 , $ 13.47 , $ 17.81 , $ 36.70 ,
744961,AMARILLO (YELLOW) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744962,NARANJA (ORANGE) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744963,VIOLETA (PURPLE) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744964,VERDE (GREEN) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744965,AZUL (BLUE) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744966,ROJO (RED) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744967,NEGRO (BLACK) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744968,BLANCA (WHITE) GAUDI,Gaudi,0.75,0.50, $ 7.63 , $ 12.66 , $ 16.92 , $ 34.60 ,
744977,"3/4"" HAND PRESSED SILVER LEAF",Oaxaca,0.75,0.63, $ 5.35 , $ 8.97 , $ 12.87 , $ 25.40 ,
744978,"3/4"" HAND PRESSED GOLD LEAF",Oaxaca,0.75,0.6250, $ 5.35 , $ 8.97 , $ 12.87 , $ 25.40 ,
744980,"1 1/2"" HAND PRESSED GOLD LEAF",Oaxaca,1.4375,0.7500, $ 7.69 , $ 12.77 , $ 17.04 , $ 34.90 ,
744981,"3/4"" SOFT DIMPLE BLACK CLAY",Oaxaca,0.7500,0.6250, $ 5.25 , $ 8.80 , $ 12.68 , $ 25.00 ,
744982,"3/4"" WOVEN IMPRESSIONS BLACK CLAY",Oaxaca,0.7500,0.6250, $ 5.25 , $ 8.80 , $ 12.68 , $ 25.00 ,
744984,"1 1/2"" SOFT DIMPLE BLACK CLAY",Oaxaca,1.4375,0.7500, $ 7.87 , $ 13.06 , $ 17.36 , $ 35.60 ,
744985,"1 1/2"" WOVEN IMPRESSIONS BLACK CLAY",Oaxaca,1.4375,0.7500, $ 7.87 , $ 13.06 , $ 17.36 , $ 35.60 ,
744986,"1 1/2"" HAND PRESSED BLACK CLAY",Oaxaca,1.4375,0.7500, $ 7.87 , $ 13.06 , $ 17.36 , $ 35.60 ,
744988,"3/4"" SOFT DIMPLE SILVER LEAF",Oaxaca,.75,.625, $ 5.25 , $ 8.80 , $ 12.68 , $ 25.00 ,
744993,RUSTED TIN ROOF ANGLE,Oaxaca,1.0000,0.8125, $ 8.77 , $ 14.50 , $ 18.95 , $ 39.30 ,
744994,BLACK ROOF ANGLE,Oaxaca,1.0000,0.8125, $ 5.97 , $ 9.97 , $ 13.97 , $ 27.90 ,
744995,RUSTED BLACK TIN ROOF ANGLE,Oaxaca,1.0000,0.8125, $ 5.97 , $ 9.97 , $ 13.97 , $ 27.90 ,
744996,HAND TOOLED DOTS RUSTED TIN CAP,Oaxaca,1,.9375, $ 7.96 , $ 13.20 , $ 17.52 , $ 36.00 ,
770001,BLACK ICE SIDE SILVER CAP,Varis,0.8125,0.8750, $ 8.75 , $ 14.48 , $ 18.93 , $ 39.20 ,
770002,ARCTIC WHITE SIDE SILVER CAP,Varis,0.8125,0.8750, $ 8.75 , $ 14.48 , $ 18.93 , $ 39.20 ,
770003,REINDEER SIDE SILVER CAP,Varis,0.8125,0.8750, $ 8.75 , $ 14.48 , $ 18.93 , $ 39.20 ,
770004,VIKING GREY SIDE SILVER CAP,Varis,0.8125,0.8750, $ 8.75 , $ 14.48 , $ 18.93 , $ 39.20 ,
770005,WINTERGREEN SILVER CAP,Varis,0.6875,0.5625, $ 7.30 , $ 12.13 , $ 16.34 , $ 33.30 ,
770006,BALTIC BLUE SILVER CAP,Varis,0.6875,0.5625, $ 7.30 , $ 12.13 , $ 16.34 , $ 33.30 ,
770007,GOLDENROD SILVER CAP,Varis,0.6875,0.5625, $ 7.30 , $ 12.13 , $ 16.34 , $ 33.30 ,
770008,VIKING GREY SILVER CAP,Varis,0.6875,0.5625, $ 7.30 , $ 12.13 , $ 16.34 , $ 33.30 ,
770021,BLACK EARTH CAP,Tizon,0.875,1, $ 9.05 , $ 14.96 , $ 19.46 , $ 40.40 ,
770022,SANDSTONE CAP,Tizon,0.875,1, $ 9.05 , $ 14.96 , $ 19.46 , $ 40.40 ,
770024,SAGE GREY CAP,Tizon,0.875,1, $ 9.05 , $ 14.96 , $ 19.46 , $ 40.40 ,
770025,ALABASTER CAP,Tizon,0.875,1, $ 9.05 , $ 14.96 , $ 19.46 , $ 40.40 ,
770031,BLACK ICE METALLIC CUBE,Varis,.75,0.5625, $ 5.31 , $ 8.90 , $ 12.79 , $ 25.30 ,
770032,ARCTIC WHITE METALLIC CUBE,Varis,.75,0.5625, $ 5.31 , $ 8.90 , $ 12.79 , $ 25.30 ,
770033,WINTERGREEN METALLIC CUBE,Varis,.75,0.5625, $ 5.31 , $ 8.90 , $ 12.79 , $ 25.30 ,
770034,REINDEER METALLIC CUBE,Varis,.75,0.5625, $ 5.31 , $ 8.90 , $ 12.79 , $ 25.30 ,
770035,BALTIC BLUE METALLIC CUBE,Varis,.75,0.5625, $ 5.31 , $ 8.90 , $ 12.79 , $ 25.30 ,
770036,FROSTED PLUM METALLIC CUBE,Varis,.75,0.5625, $ 5.31 , $ 8.90 , $ 12.79 , $ 25.30 ,
770037,BLACK ICE METALLIC TALL SCOOP,Varis,.75,0.5625, $ 9.02 , $ 14.91 , $ 19.40 , $ 40.30 ,
770038,ARCTIC WHITE METALLIC TALL SCOOP,Varis,.75,0.5625, $ 9.02 , $ 14.91 , $ 19.40 , $ 40.30 ,
770039,WINTERGREEN METALLIC TALL SCOOP,Varis,.75,0.5625, $ 9.02 , $ 14.91 , $ 19.40 , $ 40.30 ,
770040,REINDEER METALLIC TALL SCOOP,Varis,.75,0.5625, $ 9.02 , $ 14.91 , $ 19.40 , $ 40.30 ,
770041,BALTIC BLUE METALLIC TALL SCOOP,Varis,.75,0.5625, $ 9.02 , $ 14.91 , $ 19.40 , $ 40.30 ,
770042,FROSTED PLUM METALLIC TALL SCOOP,Varis,.75,0.5625, $ 9.02 , $ 14.91 , $ 19.40 , $ 40.30 ,
770043,VESTIBULE BLACK W/ GOLD RUBBED LIP CAP,Vasari,1,0.8750, $ 7.46 , $ 12.39 , $ 16.63 , $ 34.00 ,
770044,MONUMENTAL WHITE W/ SILVER RUBBED LIP CAP,Vasari,1,0.8750, $ 7.46 , $ 12.39 , $ 16.63 , $ 34.00 ,
770045,VAULTED GREYSTONE W/ SILVER RUBBED LIP CAP,Vasari,1,0.8750, $ 7.46 , $ 12.39 , $ 16.63 , $ 34.00 ,
770046,WINGED VESTIBULE BLACK W/ GOLD RUBBED LIP,Vasari,1.5,0.5000, $ 11.01 , $ 18.13 , $ 22.94 , $ 48.30 ,
770047,WINGED MONUMENTAL WHITE W/ SILVER RUBBED LIP,Vasari,1.5,0.5000, $ 11.01 , $ 18.13 , $ 22.94 , $ 48.30 ,
770048,WINGED VAULTED GREYSTONE W/ SILVER RUBBED LIP,Vasari,1.5,0.5000, $ 11.01 , $ 18.13 , $ 22.94 , $ 48.30 ,
770049,BEDROCK BLACK W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770050,POPPY RED W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770051,ADRIATIC BLUE W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770052,ROLLING GREEN W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770053,SPRING YELLOW W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770054,SUNSET BLUSH W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770055,LIMESTONE WHITE W/ SILVER WASH,Trulli,.5625,0.5000, $ 5.27 , $ 8.83 , $ 12.72 , $ 25.10 ,
770056,GOLD ETCHED CANTILEVER W/ CHARCOAL SIDES,Farnsworth,.5625,1, $ 7.73 , $ 12.83 , $ 17.11 , $ 35.10 ,
770057,SILVER ETCHED CANTILEVER W/ CHARCOAL SIDES,Farnsworth,.5625,1, $ 7.73 , $ 12.83 , $ 17.11 , $ 35.10 ,
770058,GOLD ETCHED CANTILEVER W/ WALNUT SIDES,Farnsworth,.5625,1, $ 7.73 , $ 12.83 , $ 17.11 , $ 35.10 ,
770059,SILVER ETCHED CANTILEVER W/ WALNUT SIDES,Farnsworth,.5625,1, $ 7.73 , $ 12.83 , $ 17.11 , $ 35.10 ,
770060,GOLD ETCHED CANTILEVER W/ NATURAL SIDES,Farnsworth,.5625,1, $ 7.73 , $ 12.83 , $ 17.11 , $ 35.10 ,
770061,SILVER ETCHED CANTILEVER W/ NATURAL SIDES,Farnsworth,.5625,1, $ 7.73 , $ 12.83 , $ 17.11 , $ 35.10 ,
780004,"7/8"" MOON GOLD W/ROUNDED TOP",Finezza,0.8750,0.3750, $ 7.72 , $ 12.81 , $ 17.10 , $ 35.00 ,
780005,"7/8"" MOON SILVER W/ROUNDED TOP",Finezza,0.8750,0.3750, $ 7.72 , $ 12.81 , $ 17.10 , $ 35.00 ,
780006,"7/8"" MOON GOLD W/ROUNDED BLK TOP",Finezza,0.8750,0.3750, $ 7.72 , $ 12.81 , $ 17.10 , $ 35.00 ,
780007,"7/8"" MOON SILV W/ROUNDED BLK TOP",Finezza,0.8750,0.3750, $ 7.72 , $ 12.81 , $ 17.10 , $ 35.00 ,
780008,"3/4"" MOON GOLD SCOOP W/BEAD",Finezza,0.7500,0.3750, $ 9.37 , $ 15.48 , $ 20.03 , $ 41.70 ,
780009,"3/4"" MOON SILVER SCOOP W/BEAD",Finezza,0.7500,0.3750, $ 9.37 , $ 15.48 , $ 20.03 , $ 41.70 ,
780010,"3/4"" MIDNIGHT SCOOP W/GOLD BEAD",Finezza,0.7500,0.3750, $ 9.37 , $ 15.48 , $ 20.03 , $ 41.70 ,
780011,"3/4"" MIDNIGHT SCOOP W/SILVER BEAD",Finezza,0.7500,0.3750, $ 9.37 , $ 15.48 , $ 20.03 , $ 41.70 ,
780053,"3 1/2"" VOLCANIC BLACK SCOOP",Vesuvio,3.5000,.4375, $ 14.65 , $ 24.04 , $ 29.44 , $ 63.10 ,
780054,"3 1/2"" EXCAVATION SILVER SCOOP",Vesuvio,3.5000,.4375, $ 19.40 , $ 31.73 , $ 37.91 , $ 82.30 ,
780055,"2 "" EXCAVATION GOLD SCOOP",Vesuvio,2,.5625, $ 13.32 , $ 21.88 , $ 27.06 , $ 57.70 ,
780056,"2"" WHITE ASH SCOOP",Vesuvio,2,.5625, $ 10.42 , $ 17.18 , $ 21.90 , $ 45.90 ,
780057,"2"" VOLCANIC BLACK SCOOP",Vesuvio,2,.5625, $ 10.42 , $ 17.18 , $ 21.90 , $ 45.90 ,
780058,"2"" EXCAVATION SILVER SCOOP",Vesuvio,2,.5625, $ 13.32 , $ 21.88 , $ 27.06 , $ 57.70 ,
780068,3' CHAUCER BRASS KNIGHT,Chaucer,3,0.9375, $ 17.43 , $ 28.53 , $ 34.38 , $ 74.30 ,
780069,3' CHIVALRY CREAM KNIGHT,Chaucer,3,0.9375, $ 19.50 , $ 31.89 , $ 38.07 , $ 82.70 ,
780070,3' CHAUCER STEEL KNIGHT,Chaucer,3,0.9375, $ 17.43 , $ 28.53 , $ 34.38 , $ 74.30 ,
780071,CHAUCER BRASS KNIGHT,Chaucer,1.5,0.5625, $ 10.68 , $ 17.60 , $ 22.36 , $ 47.00 ,
780072,CHIVALRY CREAM KNIGHT,Chaucer,1.5,0.5625, $ 11.68 , $ 19.23 , $ 24.15 , $ 51.10 ,
780073,CHAUCER STEEL KNIGHT,Chaucer,1.5,0.5625, $ 10.68 , $ 17.60 , $ 22.36 , $ 47.00 ,
780074,CONSTANCE BLACK FLOWERS,Chaucer,0.5625,0.3750, $ 5.26 , $ 8.81 , $ 12.70 , $ 25.00 ,
780075,SERENITY WHITE FLOWERS,Chaucer,0.5625,0.3750, $ 5.26 , $ 8.81 , $ 12.70 , $ 25.00 ,
780076,VICTORY RED FLOWERS,Chaucer,0.5625,0.3750, $ 5.26 , $ 8.81 , $ 12.70 , $ 25.00 ,
780077,NOBILITY BLUE FLOWERS,Chaucer,0.5625,0.3750, $ 5.26 , $ 8.81 , $ 12.70 , $ 25.00 ,
780078,AMBITION ORANGE FLOWERS,Chaucer,0.5625,0.3750, $ 5.26 , $ 8.81 , $ 12.70 , $ 25.00 ,
780079,LOYALTY GREEN FLOWERS,Chaucer,0.5625,0.3750, $ 5.26 , $ 8.81 , $ 12.70 , $ 25.00 ,
780085,"1 5/8"" GOLD STEAMER TRUNK",Porter,1.625,1.0625, $ 13.29 , $ 21.82 , $ 27.01 , $ 57.60 ,
780086,"1 5/8"" SILVER STEAMER TRUNK",Porter,1.625,1.0625, $ 13.29 , $ 21.82 , $ 27.01 , $ 57.60 ,
780087,"2 1/2"" GOLD STEAMER TRUNK",Porter,2.5,1.0625, $ 17.73 , $ 29.02 , $ 34.92 , $ 75.50 ,
780088,"2 1/2"" SILVER STEAMER TRUNK",Porter,2.5,1.0625, $ 17.73 , $ 29.02 , $ 34.92 , $ 75.50 ,
780089,OBSIDIAN BLACK GLOSS CUBE,Terrazzo,0.75,0.5625, $ 4.69 , $ 7.89 , $ 11.68 , $ 22.70 ,
780090,SANDY BEIGE GLOSS CUBE,Terrazzo,0.75,0.5625, $ 4.69 , $ 7.89 , $ 11.68 , $ 22.70 ,
780091,SHALE GREY GLOSS CUBE,Terrazzo,0.75,0.5625, $ 4.69 , $ 7.89 , $ 11.68 , $ 22.70 ,
780092,DOLOMITE WHITE GLOSS CUBE,Terrazzo,0.75,0.5625, $ 4.69 , $ 7.89 , $ 11.68 , $ 22.70 ,
780093,SLATED GREEN GLOSS CUBE,Terrazzo,0.75,0.5625, $ 4.69 , $ 7.89 , $ 11.68 , $ 22.70 ,
780094,TERRACOTTA GLOSS CUBE,Terrazzo,0.75,0.5625, $ 4.69 , $ 7.89 , $ 11.68 , $ 22.70 ,
780095,OBSIDIAN BLACK GLOSS CAP,Terrazzo,1.375,2, $ 10.34 , $ 17.05 , $ 21.75 , $ 45.60 ,
780096,SANDY BEIGE GLOSS CAP,Terrazzo,1.375,2, $ 10.34 , $ 17.05 , $ 21.75 , $ 45.60 ,
780097,SHALE GREY GLOSS CAP,Terrazzo,1.375,2, $ 10.34 , $ 17.05 , $ 21.75 , $ 45.60 ,
780098,DOLOMITE WHITE GLOSS CAP,Terrazzo,1.375,2, $ 10.34 , $ 17.05 , $ 21.75 , $ 45.60 ,
780099,SLATED GREEN GLOSS CAP,Terrazzo,1.375,2, $ 10.34 , $ 17.05 , $ 21.75 , $ 45.60 ,
