ITEM,DESC,WIDTH,UM,UPC,LISTPRICE,CHOPPRICE,JOINPRICE,CLASS,BOXQTY,BOXPRICE,ISFILLET,ISCUTMAT,ISMATBOARD
B4342,Bain SUNWASHED 32 X 40,0,EA,93924197796,50.89,0,0,Matboard,0,0,N,Y,Y
B4352,OLD WLD METAL VRDI SLATE 32X40,0,EA,702946145653,64.92,0,0,Matboard,0,0,N,Y,Y
B4355,OLD WLD METAL SLT VERONA 32X40,0,EA,702946146681,64.92,0,0,Matboard,0,0,N,Y,Y
B4356,SANDLEWOOD     32X40,0,EA,93924197741,50.89,0,0,Matboard,0,0,N,Y,Y
B4358,TEAK TRAIL     32X40,0,EA,93924197758,50.89,0,0,Matboard,0,0,N,Y,Y
B4360,OBSIDIAN BLAZE 32X40,0,EA,93924197772,50.89,0,0,Matboard,0,0,N,Y,Y
B4366,BAIN SPUN GOLD 32X40,0,EA,702946146698,70.33,0,0,Matboard,0,0,N,Y,Y
B4410,GOLDEN SAMURAI 32X40,0,EA,702946123415,78.64,0,0,Matboard,0,0,N,Y,Y
B4411,CHAI 32X40,0,EA,702946123422,78.64,0,0,Matboard,0,0,N,Y,Y
B4412,SAKE 32X40,0,EA,702946123446,78.64,0,0,Matboard,0,0,N,Y,Y
B4413,SALT GRASS 32X40,0,EA,702946123439,78.64,0,0,Matboard,0,0,N,Y,Y
B4415,ALPHAMAT BONSAI BROWN 32X40,0,EA,702946127499,78.64,0,0,Matboard,0,0,N,Y,Y
B4417,ALPHAMAT HIBACHI 32X40,0,EA,702946127512,78.64,0,0,Matboard,0,0,N,Y,Y
B4418,ALPHAMAT HARMONY BLUE 32X40,0,EA,702946127529,78.64,0,0,Matboard,0,0,N,Y,Y
B4419,ALPHAMAT KYOTO PEARL 32X40,0,EA,702946127536,78.64,0,0,Matboard,0,0,N,Y,Y
B4421,BAIN FAWN 32 X 40,0,EA,702946145585,77.57,0,0,Matboard,0,0,N,Y,Y
B4423,BAIN CANDLESTICK 32 X 40,0,EA,702946145592,77.57,0,0,Matboard,0,0,N,Y,Y
B4424,BAIN JASPER 32 X 40,0,EA,702946145608,90.89,0,0,Matboard,0,0,N,Y,Y
B4426,BAIN CARAMEL 32 X 40,0,EA,702946145615,90.89,0,0,Matboard,0,0,N,Y,Y
B4427,Bain Chino 32x40,0,EA,702946146711,72.89,0,0,Matboard,0,0,N,Y,Y
B4428,Bain Heather Grey 32x40,0,EA,702946146728,72.89,0,0,Matboard,0,0,N,Y,Y
B4429,BAIN DELFT 32 X 40,0,EA,702946145622,82.25,0,0,Matboard,0,0,N,Y,Y
B4430,JUNDO SILK     32X40,0,EA,NULL,103.61,0,0,Matboard,0,0,N,Y,Y
B4432,UMI SILK     32X40,0,EA,NULL,103.61,0,0,Matboard,0,0,N,Y,Y
B4433,KATANA SILK 32X40,0,EA,NULL,103.61,0,0,Matboard,0,0,N,Y,Y
B4434,KAZAN  SILK 32X40,0,EA,NULL,103.61,0,0,Matboard,0,0,N,Y,Y
B4435,SUMI SILK 32X40,0,EA,NULL,103.61,0,0,Matboard,0,0,N,Y,Y
B4436,TORII SILK  32X40,0,EA,NULL,103.61,0,0,Matboard,0,0,N,Y,Y
B4440,BAIN DILL 32 X 40,0,EA,702946146704,81.13,0,0,Matboard,0,0,N,Y,Y
B4451,BAIN PISTACHIO 32 X 40,0,EA,702946147664,97.59,0,0,Matboard,0,0,N,Y,Y
B4452,BAIN PEACH MELBA 32 X 40,0,EA,702946147671,96.26,0,0,Matboard,0,0,N,Y,Y
B4454,BAIN VIOLETTA  32 X 40,0,EA,702946147695,96.26,0,0,Matboard,0,0,N,Y,Y
B4457,TATAMI SILKS PHANTOM 32X40,0,EA,702946148517,75.38,0,0,Matboard,0,0,N,Y,Y
B4459,TATAMI SILKS NIGHTSHADE 32X40,0,EA,702946148531,75.38,0,0,Matboard,0,0,N,Y,Y
B4460,TATAMI SILKS TOURMALINE 32X40,0,EA,702946148548,75.38,0,0,Matboard,0,0,N,Y,Y
B4461,TATAMI SILKS CHINCHILLA 32X40,0,EA,702946148555,76.42,0,0,Matboard,0,0,N,Y,Y
B468085,FORGED METALS FORGD IRON 32X40,0,EA,702946151050,35.98,0,0,Matboard,0,0,N,Y,Y
B4700,ALPHAMAT WHITE ARMOR 32X40,0,EA,702946118114,64.63,0,0,Matboard,0,0,N,Y,Y
B4702,ALPHAMAT GOLD COIN 32X40,0,EA,702946118145,63.78,0,0,Matboard,0,0,N,Y,Y
B4704,MRICE PAPER BRIDAL PATH 32X40,0,EA,702946148333,64.44,0,0,Matboard,0,0,N,Y,Y
B4705,MRICE PAPER CRYSTAL 32X40,0,EA,702946150077,63.69,0,0,Matboard,0,0,N,Y,Y
B4706,MRICE PAPER GENTIAN 32X40,0,EA,702946150084,66.12,0,0,Matboard,0,0,N,Y,Y
B4707,MRICE PAPER NIAGRA 32X40,0,EA,702946150091,63.69,0,0,Matboard,0,0,N,Y,Y
B4709,MRICE PAPER MOONLIGHT 32X40,0,EA,702946151098,63.69,0,0,Matboard,0,0,N,Y,Y
B4710,MRICE PAPER PUMICE 32X40,0,EA,702946151104,64.29,0,0,Matboard,0,0,N,Y,Y
B4830,SILKEN SNOW 32X40,0,EA,702946044871,73.37,0,0,Matboard,0,0,N,Y,Y
B4834,PETAL GREEN SILKENS 32X40,0,EA,702946044918,73.37,0,0,Matboard,0,0,N,Y,Y
B4836,IMPERIAL BLUE SILKENS 32x40,0,EA,702946044932,73.37,0,0,Matboard,0,0,N,Y,Y
B4837,BURGUNDY SILKENS 32X40,0,EA,702946044949,76.73,0,0,Matboard,0,0,N,Y,Y
B4838,DYNASTY RED SILKENS 32X40,0,EA,702946044956,73.37,0,0,Matboard,0,0,N,Y,Y
B4840,WHITE SILKENS 32X40,0,EA,702946044970,73.37,0,0,Matboard,0,0,N,Y,Y
B4843,SILKEN WHEATFIELD-32X40,0,EA,702946113935,73.37,0,0,Matboard,0,0,N,Y,Y
B4844,SILKEN BURNT UMBER-32X40,0,EA,702946113942,73.37,0,0,Matboard,0,0,N,Y,Y
B4846,SILKEN MOLTEN-32X40,0,EA,702946113966,76.73,0,0,Matboard,0,0,N,Y,Y
B4848,SHITAKE 32X40 (SILK),0,EA,702946134510,73.37,0,0,Matboard,0,0,N,Y,Y
B4850,WASABI 32X40,0,EA,702946134534,73.37,0,0,Matboard,0,0,N,Y,Y
B4851,TABRIZ 32X40,0,EA,702946134541,73.37,0,0,Matboard,0,0,N,Y,Y
B4853,BAIN DOLPHIN SHANTUNG 32X40,0,EA,702946146452,62.32,0,0,Matboard,0,0,N,Y,Y
B4854,BAIN CAFFE SHANTUNG 32X40,0,EA,702946146469,62.64,0,0,Matboard,0,0,N,Y,Y
B4855,BAIN NEW MOON SHANTUNG 32X40,0,EA,702946146476,62.32,0,0,Matboard,0,0,N,Y,Y
B4960,RAW SILK OYSTER 32X40,0,EA,702946045250,79.31,0,0,Matboard,0,0,N,Y,Y
B4964,RAW SILK GREENBRIER 32X40,0,EA,702946045298,79.31,0,0,Matboard,0,0,N,Y,Y
B4970,RAW SILK BLACK KNIGHT 32X40,0,EA,702946045359,79.31,0,0,Matboard,0,0,N,Y,Y
B5089L,(BC) BLACK 40X60,0,EA,702946007937,32.87,0,0,Matboard,0,0,N,Y,Y
B5501,BROOK 32X40,0,EA,NULL,45.3,0,0,Matboard,0,0,N,Y,Y
B5512,CLEMENTINE 32X40,0,EA,NULL,45.3,0,0,Matboard,0,0,N,Y,Y
B5515,THICKET 32X40,0,EA,NULL,45.46,0,0,Matboard,0,0,N,Y,Y
B5533,VINTAGE WHITE 32X40,0,EA,NULL,47.69,0,0,Matboard,0,0,N,Y,Y
B5539,32X40 SEL JUT Cream Jute,0,EA,NULL,55.16,0,0,Matboard,0,0,N,Y,Y
B5542,32X40 SEL JUT Black Jute,0,EA,NULL,55.16,0,0,Matboard,0,0,N,Y,Y
B5559,SELECT BRITISH TAN 32X40,0,EA,NULL,68.68,0,0,Matboard,0,0,N,Y,Y
B5561,*SELECT SAHARA SAND 32X40,0,EA,NULL,68.68,0,0,Matboard,0,0,N,Y,Y
B5632,SELECT WARM WHITE 32X40,0,EA,NULL,68.68,0,0,Matboard,0,0,N,Y,Y
B5636,32X40 SEL SDE Purple Torch,0,EA,NULL,45.3,0,0,Matboard,0,0,N,Y,Y
B5638,32X40 SEL SDE Tile Blue,0,EA,NULL,45.3,0,0,Matboard,0,0,N,Y,Y
B5654,32X40 SEL JUT Natural Jute,0,EA,NULL,58.43,0,0,Matboard,0,0,N,Y,Y
B5657,32X40 SEL PCH Moonlit Sand,0,EA,NULL,43.33,0,0,Matboard,0,0,N,Y,Y
B5658,32X40 SEL PCH Bronzed Sand,0,EA,NULL,43.33,0,0,Matboard,0,0,N,Y,Y
B5660,SELECT WHITE SHIMMER 32X40,0,EA,NULL,45.67,0,0,Matboard,0,0,N,Y,Y
B5661,SELECT IVORY SHIMMER 32X40,0,EA,NULL,45.67,0,0,Matboard,0,0,N,Y,Y
B5698,32X40 SEL PCH Silver Sand,0,EA,NULL,43.09,0,0,Matboard,0,0,N,Y,Y
B5699,32X40 SEL PCH Graphite Sand,0,EA,NULL,43.09,0,0,Matboard,0,0,N,Y,Y
B5754,(BC) PORCELAIN 32X40,0,EA,702946003892,16.13,0,0,Matboard,0,0,N,Y,Y
B5851,SELECT GOLDEN SHIMMER 32X40,0,EA,NULL,45.67,0,0,Matboard,0,0,N,Y,Y
B5852,SELECT SILVER SHIMMER 32X40,0,EA,NULL,45.67,0,0,Matboard,0,0,N,Y,Y
B5853,SELECT EBONY SHIMMER 32X40,0,EA,NULL,45.67,0,0,Matboard,0,0,N,Y,Y
B608155,VINTAGE TORNADO 32X40,0,EA,702946147589,32.87,0,0,Matboard,0,0,N,Y,Y
B608181,VINTAGE BLACK DENIM 32X40,0,EA,702946147602,32.87,0,0,Matboard,0,0,N,Y,Y
B608512,VINTAGE JAVA 32X40,0,EA,702946147619,32.87,0,0,Matboard,0,0,N,Y,Y
B61,PAPERMAT SUPER WHITE 32X40,0,EA,702946000112,11.64,0,0,Matboard,0,0,N,N,N
B648522,HERITAGE GREY CEDAR 32X40,0,EA,NULL,32.8,0,0,Matboard,0,0,N,Y,Y
B69745,SELECT ULTIBLACK FOOTBALL 32X4,0,EA,NULL,26.53,0,0,Matboard,0,0,N,Y,Y
B69746,SELECT ULTIBLACK BASKETBALL 32,0,EA,NULL,26.53,0,0,Matboard,0,0,N,Y,Y
B709,PAPER EXTREME WHITE 32X40,0,EA,702946124566,11.67,0,0,Matboard,0,0,N,N,N
B71,PAPERMAT BRILLIANT WHITE32X40,0,EA,702946000181,11.77,0,0,Matboard,0,0,N,N,N
B71L,BRILLIANT WHITE 40X60,0,EA,702946005094,26.62,0,0,Matboard,0,0,N,N,Y
B751,PAPERMAT EBONY 32X40,0,EA,702946000273,11.71,0,0,Matboard,0,0,N,N,N
B768528,ALPHAMAT BARNYARD 32X40,0,EA,702946127901,28.52,0,0,Matboard,0,0,N,Y,Y
B789,PAPERMAT GRANITE 32X40,0,EA,702946000556,11.46,0,0,Matboard,0,0,N,N,N
B8002,SILVER,0,EA,702946029250,26.74,0,0,Matboard,0,0,N,Y,Y
B8003,GOLD,0,EA,702946029267,26.57,0,0,Matboard,0,0,N,Y,Y
B8004,WARM GOLD,0,EA,702946029274,26.76,0,0,Matboard,0,0,N,Y,Y
B8006,BRUSHED SILVER,0,EA,702946029298,26.57,0,0,Matboard,0,0,N,Y,Y
B8007,BRUSHED PALE GOLD,0,EA,702946029304,26.84,0,0,Matboard,0,0,N,Y,Y
B8008,BRUSHED GOLD,0,EA,702946029311,26.57,0,0,Matboard,0,0,N,Y,Y
B8012,BRUSHED ONYX-32X40,0,EA,702946110231,26.57,0,0,Matboard,0,0,N,Y,Y
B8013,ALPHAMAT MATADOR 32X40,0,EA,702946123453,21.38,0,0,Matboard,0,0,N,Y,Y
B8014,ALPHAMAT GREY QUARTZ 32X40,0,EA,702946127635,27.12,0,0,Matboard,0,0,N,Y,Y
B8015,ALPHAMAT SMOKY TOPAZ 32X40,0,EA,702946127642,26.76,0,0,Matboard,0,0,N,Y,Y
B8020,ALPHAMAT RED RAVE 32X40,0,EA,702946133438,26.83,0,0,Matboard,0,0,N,Y,Y
B8022,ALPHAMAT LEMONDROP 32X40,0,EA,702946133452,26.83,0,0,Matboard,0,0,N,Y,Y
B8027,ALPHAMAT MANGO 32X40,0,EA,702946135999,25.77,0,0,Matboard,0,0,N,Y,Y
B8037,ALPHAMAT LIME 32X40,0,EA,702946136125,27.25,0,0,Matboard,0,0,N,Y,Y
B8042,Bain Light Marine 32x40,0,EA,702946139997,26.57,0,0,Matboard,0,0,N,Y,Y
B8043,Bain Medium Marine 32x40,0,EA,702946140009,26.81,0,0,Matboard,0,0,N,Y,Y
B8052,ALPHA PRECIOUS PINK  32X40,0,EA,702946062059,22.18,0,0,Matboard,0,0,N,Y,Y
B8055,ALPHA ARDENT BLUE  32X40,0,EA,702946062028,22.21,0,0,Matboard,0,0,N,Y,Y
B8056,ALPHA BALMY BLUE  32X40,0,EA,702946062011,21.97,0,0,Matboard,0,0,N,Y,Y
B8060,Bain Urban Grey 32x40,0,EA,702946140061,26.57,0,0,Matboard,0,0,N,Y,Y
B8061,Bain Urban Black 32x40,0,EA,702946140078,26.94,0,0,Matboard,0,0,N,Y,Y
B8083,BAIN GOLDEN MOCHA 32 X 40,0,EA,702946145639,26.93,0,0,Matboard,0,0,N,Y,Y
B8085,BAIN NICKEL 32 X 40,0,EA,702946147640,26.93,0,0,Matboard,0,0,N,Y,Y
B8086,BAIN BRASS BAND 32 X 40,0,EA,702946147657,26.93,0,0,Matboard,0,0,N,Y,Y
B8093,REAL RED PRECIOUS MTLS 32X40,0,EA,702946146551,26.93,0,0,Matboard,0,0,N,Y,Y
B8094,PATRIOT BLUE PREC MTLS 32X40,0,EA,702946146568,28.17,0,0,Matboard,0,0,N,Y,Y
B8096,BRONZE PRECIOUS MTLS 32X40,0,EA,702946146582,26.84,0,0,Matboard,0,0,N,Y,Y
B8097,ALUMINUM PRECIOUS MTLS 32X40,0,EA,702946146599,26.93,0,0,Matboard,0,0,N,Y,Y
B8105,BLUE IRIS,0,EA,702946029205,21.09,0,0,Matboard,0,0,N,Y,Y
B8108,ALPHAMAT SHERRY 32X40,0,EA,702946036470,21.38,0,0,Matboard,0,0,N,Y,Y
B8140,ALPHAMAT ES TOPAZ 32X40,0,EA,702946066842,25.82,0,0,Matboard,0,0,N,Y,Y
B8142,ALPHAMAT ES AZURITE 32X40,0,EA,702946066866,25.82,0,0,Matboard,0,0,N,Y,Y
B815,PAPERMAT RUBY 32X40,0,EA,702946000761,11.46,0,0,Matboard,0,0,N,N,N
B8151,ALPHAMAT PALM   32X40,0,EA,702946088592,21.38,0,0,Matboard,0,0,N,Y,Y
B8153,ALPHAMAT JUTE   32X40,0,EA,702946088615,21.38,0,0,Matboard,0,0,N,Y,Y
B8155,ALPHAMAT A-C VELLUM FIORI,0,EA,702946095460,21.27,0,0,Matboard,0,0,N,Y,Y
B8156,ALPHAMAT A-C VELLUM PRATO,0,EA,702946095477,21.27,0,0,Matboard,0,0,N,Y,Y
B8157,ALPHAMAT A-C VELLUM VERDE,0,EA,702946095484,21.27,0,0,Matboard,0,0,N,Y,Y
B8158,ALPHAMAT A-C VELLUM SOLE 32X40,0,EA,702946095491,21.27,0,0,Matboard,0,0,N,Y,Y
B8159,ALPHAMAT A-C VELLUM MARE 32X40,0,EA,702946095507,21.27,0,0,Matboard,0,0,N,Y,Y
B8160,ALPHAMAT A-C VELLUM LUNA 32X40,0,EA,702946095514,21.27,0,0,Matboard,0,0,N,Y,Y
B8162,ALPHAMAT AC VELLUM FANGO 32X40,0,EA,702946095538,21.27,0,0,Matboard,0,0,N,Y,Y
B8180,ALPHAMAT MOCHA 32X40,0,EA,702946111276,21.38,0,0,Matboard,0,0,N,Y,Y
B8182,ALPHAMAT RAIN FOREST GREEN,0,EA,702946111290,21.38,0,0,Matboard,0,0,N,Y,Y
B8183,ALPHAMAT DARKEST BLUE 32X40,0,EA,702946111306,21.38,0,0,Matboard,0,0,N,Y,Y
B8189,ALPHAMAT TOASTED ALMOND 32X40,0,EA,702946111368,21.38,0,0,Matboard,0,0,N,Y,Y
B8192,ALPHAMAT FIERY RED 32X40,0,EA,702946123200,21.38,0,0,Matboard,0,0,N,Y,Y
B824,PAPERMAT CHANTILLY 32X40,0,EA,702946000860,11.46,0,0,Matboard,0,0,N,N,N
B8254,ALPHAMAT COWHIDE LEATHER 32X4,0,EA,702946061922,27.12,0,0,Matboard,0,0,N,Y,Y
B8260,ALPHAMAT ICE WHITE 32X40,0,EA,702946128267,21.38,0,0,Matboard,0,0,N,Y,Y
B8260L,ALPHAMAT ICE WHITE 40X60,0,EA,702946128298,43.36,0,0,Matboard,0,0,N,Y,Y
B8262,ALPHAMAT POLAR WHITE 32X40,0,EA,702946127796,21.38,0,0,Matboard,0,0,N,Y,Y
B8264,ALPHAMAT WILD OLIVE 32X40,0,EA,702946133865,21.38,0,0,Matboard,0,0,N,Y,Y
B8265,ALPHAMAT TABASCO 32X40,0,EA,702946133889,21.38,0,0,Matboard,0,0,N,Y,Y
B8267,ALPHAMAT CRYSTAL BLUE 32X40,0,EA,702946150480,21.38,0,0,Matboard,0,0,N,Y,Y
B8268,ALPHAMAT MOONROCK     32X40,0,EA,702946150497,21.38,0,0,Matboard,0,0,N,Y,Y
B8269,ALPHAMAT CLARET       32X40,0,EA,702946150503,21.38,0,0,Matboard,0,0,N,Y,Y
B8270,ALPHAMAT CLEMENTINE   32X40,0,EA,702946150510,21.38,0,0,Matboard,0,0,N,Y,Y
B8271,ALPHAMAT DREAMWEAVER  32X40,0,EA,702946150527,21.27,0,0,Matboard,0,0,N,Y,Y
B8272,ALPHAMAT GOLDENROD    32X40,0,EA,702946150534,21.38,0,0,Matboard,0,0,N,Y,Y
B8273,ALPHAMAT BERYL        32X40,0,EA,702946150541,21.38,0,0,Matboard,0,0,N,Y,Y
B8274,ALPHAMAT DAWN         32X40,0,EA,702946150558,21.38,0,0,Matboard,0,0,N,Y,Y
B8275,ALPHAMAT DRIED SAGE   32X40,0,EA,702946150565,21.38,0,0,Matboard,0,0,N,Y,Y
B8276,ALPHAMAT PALOMA       32X40,0,EA,702946150572,21.38,0,0,Matboard,0,0,N,Y,Y
B8277,ALPHAMAT PAGODA       32X40,0,EA,702946150466,21.38,0,0,Matboard,0,0,N,Y,Y
B8278,ALPHAMAT BIJOU        32X40,0,EA,702946150473,21.38,0,0,Matboard,0,0,N,Y,Y
B8301,(BC) IVORY BLACK/BLACK SABLE,0,EA,702946003502,25.88,0,0,Matboard,0,0,N,Y,Y
B8301L,(BC) IVORY BLK/BLK SABLE 40X60,0,EA,702946007722,52.06,0,0,Matboard,0,0,N,Y,Y
B8304,(BC) FLINT/BLACK SABLE,0,EA,702946003533,25.88,0,0,Matboard,0,0,N,Y,Y
B8305,(BC) FEATHERSTONE/BLACK SABLE,0,EA,702946003540,25.96,0,0,Matboard,0,0,N,Y,Y
B8306,(BC) MATTE WHITE/BLACK SABLE,0,EA,702946003557,25.77,0,0,Matboard,0,0,N,Y,Y
B8307,(BC) FROST/BLACK SABLE,0,EA,702946003564,25.88,0,0,Matboard,0,0,N,Y,Y
B8308,(BC) SEA MIST/BLACK SABLE,0,EA,702946003571,25.88,0,0,Matboard,0,0,N,Y,Y
B8313,(BC) SNOWFLAKE ON SABLE 32X40,0,EA,702946003601,25.88,0,0,Matboard,0,0,N,Y,Y
B8314,(BC) TALC ON SABLE 32X40,0,EA,702946003618,25.88,0,0,Matboard,0,0,N,Y,Y
B8315,(BC) FAIRFIELD ON SABLE 32X40,0,EA,702946003625,25.61,0,0,Matboard,0,0,N,Y,Y
B8317,(BC) STEEL GREY ON SABLE 32X40,0,EA,702946003632,25.69,0,0,Matboard,0,0,N,Y,Y
B8318,(BC) MALACCA ON SABLE 32X40,0,EA,702946003649,25.69,0,0,Matboard,0,0,N,Y,Y
B8319,(BC) TEAL GREY ON SABLE 32X40,0,EA,702946003656,25.63,0,0,Matboard,0,0,N,Y,Y
B8320,(BC) TAUPE ON SABLE 32X40,0,EA,702946003663,25.82,0,0,Matboard,0,0,N,Y,Y
B8321,BRUSHED ONYX/SABLE CORE-32X40,0,EA,702946110248,29.96,0,0,Matboard,0,0,N,Y,Y
B8321L,ALPHAMAT BRUSHED ONYX SABLE CO,0,EA,702946127550,57.76,0,0,Matboard,0,0,N,Y,Y
B8401,ALPHAMAT BISCOTTI 32X40,0,EA,702946027614,21.38,0,0,Matboard,0,0,N,Y,Y
B8409,ALPHAMAT AMBER 32X40,0,EA,702946027829,21.38,0,0,Matboard,0,0,N,Y,Y
B8412,ALPHAMAT GREEN OLIVE 32X40,0,EA,702946027843,21.27,0,0,Matboard,0,0,N,Y,Y
B8417,ALPHAMAT VENETIAN BLUE 32X40,0,EA,702946027676,21.38,0,0,Matboard,0,0,N,Y,Y
B8420,ALPHA SOFTLY PINK 32X40,0,EA,702946026280,21.38,0,0,Matboard,0,0,N,Y,Y
B8425,ALPHA SEA GREEN 32X40,0,EA,702946026334,21.38,0,0,Matboard,0,0,N,Y,Y
B8426,ALPHA PARAKEET 32X40,0,EA,702946026341,21.38,0,0,Matboard,0,0,N,Y,Y
B8428,ALPHA PAPAYA 32X40,0,EA,702946026365,21.38,0,0,Matboard,0,0,N,Y,Y
B8431,ALPHAMAT A-C VELLUM ANTIQUE,0,EA,702946021643,21.38,0,0,Matboard,0,0,N,Y,Y
B8432,ALPHAMAT A-C VELLUM ANGORA,0,EA,702946021667,21.38,0,0,Matboard,0,0,N,Y,Y
B8433,ALPHAMAT A-C VELLUM JET,0,EA,702946021698,21.38,0,0,Matboard,0,0,N,Y,Y
B8434,ALPHAMAT A-C VELLUM COAL,0,EA,702946021728,21.09,0,0,Matboard,0,0,N,Y,Y
B8435,ALPHAMAT A-C VELLUM CHROME,0,EA,702946021742,21.38,0,0,Matboard,0,0,N,Y,Y
B8437,ALPHAMAT A-C VELLUM CLOVER,0,EA,702946021780,21.38,0,0,Matboard,0,0,N,Y,Y
B8438,ALPHAMAT A-C VELLUM CHALK,0,EA,702946021803,21.38,0,0,Matboard,0,0,N,Y,Y
B8440,ALPHAMAT AUBERGINE 32X40,0,EA,702946002246,21.38,0,0,Matboard,0,0,N,Y,Y
B8442,ALPHAMAT KONA 32X40,0,EA,702946002260,21.38,0,0,Matboard,0,0,N,Y,Y
B8443,ALPHAMAT TEAK 32X40,0,EA,702946004684,21.38,0,0,Matboard,0,0,N,Y,Y
B8444,ALPHAMAT PECAN 32X40,0,EA,702946002277,21.38,0,0,Matboard,0,0,N,Y,Y
B8445,ALPHAMAT FIDDLEHEAD 32X40,0,EA,702946002284,21.38,0,0,Matboard,0,0,N,Y,Y
B8445L,ALPHAMAT FIDDLEHEAD 40X60,0,EA,702946061601,43.17,0,0,Matboard,0,0,N,Y,Y
B8446,ALPHAMAT RAFFIA 32X40,0,EA,702946002291,21.3,0,0,Matboard,0,0,N,Y,Y
B8447,ALPHAMAT BLACK SPRUCE 32X40,0,EA,702946002307,21.38,0,0,Matboard,0,0,N,Y,Y
B8448,ALPHAMAT JALEPENO 32X40,0,EA,702946002314,21.38,0,0,Matboard,0,0,N,Y,Y
B8448L,ALPHAMAT JALAPENO 40X60,0,EA,702946035985,43.17,0,0,Matboard,0,0,N,Y,Y
B8450,ALPHAMAT DENIM BLUE 32X40,0,EA,702946002338,21.38,0,0,Matboard,0,0,N,Y,Y
B8450L,ALPHA DENIM BLUE  40X60,0,EA,702946077831,43.17,0,0,Matboard,0,0,N,Y,Y
B8451,ALPHAMAT MULBERRY 32X40,0,EA,702946002345,21.38,0,0,Matboard,0,0,N,Y,Y
B8453,ALPHAMAT CAYENNE 32X40,0,EA,702946002369,21.38,0,0,Matboard,0,0,N,Y,Y
B8454,ALPHAMAT MARIGOLD 32X40,0,EA,702946002376,21.38,0,0,Matboard,0,0,N,Y,Y
B8455,ALPHAMAT MAIZE 32X40,0,EA,702946002383,21.38,0,0,Matboard,0,0,N,Y,Y
B8456,ALPHAMAT FOG 32X40,0,EA,702946002390,21.38,0,0,Matboard,0,0,N,Y,Y
B8458,ALPHAMAT SMOKE 32X40,0,EA,702946002413,21.38,0,0,Matboard,0,0,N,Y,Y
B8460,ALPHAMAT QUAKER GREY 32X40,0,EA,702946002420,21.38,0,0,Matboard,0,0,N,Y,Y
B8461,ALPHAMAT GUN METAL 32X40,0,EA,702946002437,21.38,0,0,Matboard,0,0,N,Y,Y
B8462,ALPHAMAT WHEAT 32X40,0,EA,702946002444,21.38,0,0,Matboard,0,0,N,Y,Y
B8462L,ALPHA WHEAT 40X60,0,EA,702946077770,43.17,0,0,Matboard,0,0,N,Y,Y
B8463,ALPHAMAT SPANISH WHITE 32X40,0,EA,702946002451,21.38,0,0,Matboard,0,0,N,Y,Y
B8463L,ALPHAMAT SPANISH WHITE 40X60,0,EA,702946006978,46.12,0,0,Matboard,0,0,N,Y,Y
B8464,ALPHAMAT MATTE WHITE 32X40,0,EA,702946002468,21.38,0,0,Matboard,0,0,N,Y,Y
B8464L,ALPHAMAT MATTE WHITE 40X60,0,EA,702946006985,43.63,0,0,Matboard,0,0,N,Y,Y
B8465,ALPHAMAT IGLOO 32X40,0,EA,702946006794,21.38,0,0,Matboard,0,0,N,Y,Y
B8465L,ALPHA IGLOO 40X60,0,EA,702946077794,43.17,0,0,Matboard,0,0,N,Y,Y
B8466,ALPHAMAT FROST 32X40,0,EA,702946002475,21.38,0,0,Matboard,0,0,N,Y,Y
B8466L,ALPHAMAT FROST 40X60,0,EA,702946006992,43.61,0,0,Matboard,0,0,N,Y,Y
B8467,ALPHAMAT FRENCH WHITE 32X40,0,EA,702946002482,21.38,0,0,Matboard,0,0,N,Y,Y
B8468,ALPHA MEDIEVAL FOREST 32X40,0,EA,702946002499,21.38,0,0,Matboard,0,0,N,Y,Y
B8470,ALPHA ETRUSCAN BRONZE 32X40,0,EA,702946002512,21.38,0,0,Matboard,0,0,N,Y,Y
B8471,ALPHA DYNASTY CELADON 32X40,0,EA,702946002529,21.38,0,0,Matboard,0,0,N,Y,Y
B8473,ALPHA FLORENTINE LAPIS 32X40,0,EA,702946002543,21.3,0,0,Matboard,0,0,N,Y,Y
B8474,ALPHA PERSIAN SAPPHIRE 32X40,0,EA,702946002550,21.38,0,0,Matboard,0,0,N,Y,Y
B8475,ALPHA OLYMPIAN BLUE 32X40,0,EA,702946002567,21.38,0,0,Matboard,0,0,N,Y,Y
B8478,ALPHA ROMANESQUE GRAPE 32X40,0,EA,702946002598,21.3,0,0,Matboard,0,0,N,Y,Y
B8479,ALPHA IMPERIAL PLUM 32X40,0,EA,702946002604,21.38,0,0,Matboard,0,0,N,Y,Y
B8479L,ALPHA IMPERIAL PLUM 40X60,0,EA,702946007036,43.17,0,0,Matboard,0,0,N,Y,Y
B8483,ALPHA BAROQUE RUBY 32X40,0,EA,702946002628,21.38,0,0,Matboard,0,0,N,Y,Y
B8484,ALPHA VENETIAN GARNET 32X40,0,EA,702946002635,21.38,0,0,Matboard,0,0,N,Y,Y
B848443,HERITAGE ANTIQUE SIENNA 32x40,0,EA,702946070184,28.15,0,0,Matboard,0,0,N,Y,Y
B8485,ALPHA RENAISSANCE GOLD 32X40,0,EA,702946002642,21.27,0,0,Matboard,0,0,N,Y,Y
B848512,HERITAGE EMPIRE GOLD 32x40,0,EA,702946070146,28.15,0,0,Matboard,0,0,N,Y,Y
B848539,BAIN BRONZED MAPLE  32 X 40,0,EA,702946129806,26.25,0,0,Matboard,0,0,N,Y,Y
