category,item,description, chop , cost , JOIN , group , size decimal 
NURRE CAXTON,NC18015,MARRAKESH 2 1/4 TAJINE,  17.42 ,  9.58 ,  26.80 ,Wood,  2.25 
NURRE CAXTON,NC18041,MARRAKESH 2 1/4 SAFFRON GOLD,  17.42 ,  9.58 ,  26.80 ,Wood,  2.25 
NURRE CAXTON,NC18102,MARRAKESH 1 3/8 MEDINA SILVER,  13.64 ,  7.50 ,  20.98 ,Wood,  1.38 
NURRE CAXTON,NC18106,ALTAMIRA 3/4 SLATE,  6.04 ,  3.32 ,  9.29 ,Wood,  0.75 
NURRE CAXTON,NC18107,ALTAMIRA 3/4 IVORY,  6.04 ,  3.32 ,  9.29 ,Wood,  0.75 
NURRE CAXTON,NC18109,ALTAMIRA 3/4 UMBER,  6.04 ,  3.32 ,  9.29 ,Wood,  0.75 
NURRE CAXTON,NC18114,MARRAKESH 1 3/8 GALENA BLACK,  13.64 ,  7.50 ,  20.98 ,Wood,  1.38 
NURRE CAXTON,NC18115,MARRAKESH 1 3/8 TAJINE,  13.64 ,  7.50 ,  20.98 ,Wood,  1.38 
NURRE CAXTON,NC18141,MARRAKESH 1 3/8 SAFFRON GOLD,  13.64 ,  7.50 ,  20.98 ,Wood,  1.38 
NURRE CAXTON,NC18206,ALTAMIRA 1 1/4 SLATE,  9.02 ,  4.96 ,  13.87 ,Wood,  1.25 
NURRE CAXTON,NC18207,ALTAMIRA 1 1/4 IVORY,  9.02 ,  4.96 ,  13.87 ,Wood,  1.25 
NURRE CAXTON,NC18209,ALTAMIRA 1 1/4 UMBER,  9.02 ,  4.96 ,  13.87 ,Wood,  1.25 
NURRE CAXTON,NC18302,MARRAKESH MINI 3/4 MEDINA SLVR,  7.09 ,  3.90 ,  10.91 ,Wood,  0.75 
NURRE CAXTON,NC18314,MARRAKESH MINI 3/4 GALENA BLK,  7.09 ,  3.90 ,  10.91 ,Wood,  0.75 
NURRE CAXTON,NC18315,MARRAKESH MNI 3/4 SAFFRON GLD,  7.09 ,  3.90 ,  10.91 ,Wood,  0.75 
NURRE CAXTON,NC18341,MARRAKESH MINI 3/4 TAJINE,  7.09 ,  3.90 ,  10.91 ,Wood,  0.75 
NURRE CAXTON,NC18402,MARRAKESH MINI 5/8 MEDINA SLVR,  6.45 ,  3.55 ,  9.92 ,Wood,  0.63 
NURRE CAXTON,NC18414,MARRAKESH MINI 5/8 GALENA BLK,  6.45 ,  3.55 ,  9.92 ,Wood,  0.63 
NURRE CAXTON,NC18415,MARRAKESH MINI 5/8 SAFFRON GLD,  6.45 ,  3.55 ,  9.92 ,Wood,  0.63 
NURRE CAXTON,NC18441,MARRAKESH MINI 5/8 TAJINE,  6.45 ,  3.55 ,  9.92 ,Wood,  0.63 
NURRE CAXTON,NC18602,IRONWORKS II 1 3/8 SILVER SLAN,  9.56 ,  5.26 ,  14.71 ,Wood,  1.38 
NURRE CAXTON,NC18603,IRONWORKS II 1 3/8 PEWTER SLAN,  9.56 ,  5.26 ,  14.71 ,Wood,  1.38 
NURRE CAXTON,NC18604,IRONWORKS II 1 3/8 BLACK SLANT,  9.56 ,  5.26 ,  14.71 ,Wood,  1.38 
NURRE CAXTON,NC18615,IRONWORKS II 1 3/8 CHAMPA SLAN,  9.56 ,  5.26 ,  14.71 ,Wood,  1.38 
NURRE CAXTON,NC18662,IRONWORKS II 1 3/8 BRONZE SLAN,  9.56 ,  5.26 ,  14.71 ,Wood,  1.38 
NURRE CAXTON,NC18802,IRONWORKS II 2 5/32 SILV SLANT,  14.69 ,  8.08 ,  22.60 ,Wood,  2.16 
NURRE CAXTON,NC18803,IRONWORKS II 2 5/32 PEWT SLANT,  14.69 ,  8.08 ,  22.60 ,Wood,  2.16 
NURRE CAXTON,NC18804,IRONWORKS II 2 5/32 BLACK SLAN,  14.69 ,  8.08 ,  22.60 ,Wood,  2.16 
NURRE CAXTON,NC18815,IRONWORKS II 2 5/32 CHAMP SLAN,  14.69 ,  8.08 ,  22.60 ,Wood,  2.16 
NURRE CAXTON,NC18862,IRONWORKS II 2 5/32 BRONZE SLA,  14.69 ,  8.08 ,  22.60 ,Wood,  2.16 
NURRE CAXTON,NC19104,NANTUCKET 3/4 BLACK,  7.75 ,  4.26 ,  11.92 ,Wood,  0.75 
NURRE CAXTON,NC19123,NANTUCKET 3/4 DOVER GREY,  7.75 ,  4.26 ,  11.92 ,Wood,  0.75 
NURRE CAXTON,NC19127,NANTUCKET 3/4 TAUPE,  7.75 ,  4.26 ,  11.92 ,Wood,  0.75 
NURRE CAXTON,NC19131,NANTUCKET 3/4 DRIFTWOOD,  7.75 ,  4.26 ,  11.92 ,Wood,  0.75 
NURRE CAXTON,NC19192,NANTUCKET 3/4 BLUE GREY,  7.75 ,  4.26 ,  11.92 ,Wood,  0.75 
NURRE CAXTON,NC19304,NANTUCKET 1 3/4 BLACK,  10.22 ,  5.62 ,  15.72 ,Wood,  1.75 
NURRE CAXTON,NC19323,NANTUCKET 1 3/4 DOVER GREY,  10.22 ,  5.62 ,  15.72 ,Wood,  1.75 
NURRE CAXTON,NC19327,NANTUCKET 1 3/4 TAUPE,  10.22 ,  5.62 ,  15.72 ,Wood,  1.75 
NURRE CAXTON,NC19331,NANTUCKET 1 3/4 DRIFTWOOD,  10.22 ,  5.62 ,  15.72 ,Wood,  1.75 
NURRE CAXTON,NC19392,NANTUCKET 1 3/4 BLUE GREY,  10.22 ,  5.62 ,  15.72 ,Wood,  1.75 
NURRE CAXTON,NC27215,FORGED METALS 1 3/16 CHAMPAGNE,  8.18 ,  4.50 ,  12.59 ,Wood,  1.19 
NURRE CAXTON,NC27262,FORGED METALS 1 3/16 BRONZE,  8.18 ,  4.50 ,  12.59 ,Wood,  1.19 
NURRE CAXTON,NC27404,FORGED METALS 1 3/4 BLACK,  8.29 ,  4.56 ,  12.76 ,Wood,  1.75 
NURRE CAXTON,NC27415,FORGED METALS 1 3/4 CHAMPAGNE,  8.29 ,  4.56 ,  12.76 ,Wood,  1.75 
NURRE CAXTON,NC27436,FORGED METALS 1 3/4 MERCURY,  8.29 ,  4.56 ,  12.76 ,Wood,  1.75 
NURRE CAXTON,NC27462,FORGED METALS 1 3/4 BRONZE,  8.29 ,  4.56 ,  12.76 ,Wood,  1.75 
NURRE CAXTON,NC29105,WOODWORKS 5/8 WALNUT,  3.05 ,  1.68 ,  4.70 ,Wood,  0.63 
NURRE CAXTON,NC29113,WOODWORKS 5/8 GREY WASH,  3.05 ,  1.68 ,  4.70 ,Wood,  0.63 
NURRE CAXTON,NC29114,WOODWORKS 5/8 BLACK,  3.05 ,  1.68 ,  4.70 ,Wood,  0.63 
NURRE CAXTON,NC29116,WOODWORKS 5/8 WHITE WASH,  3.05 ,  1.68 ,  4.70 ,Wood,  0.63 
NURRE CAXTON,NC29129,WOODWORKS 5/8 CEDAR,  3.05 ,  1.68 ,  4.70 ,Wood,  0.63 
NURRE CAXTON,NC29175,WOODWORKS 5/8 HAZELNUT,  3.05 ,  1.68 ,  4.70 ,Wood,  0.63 
NURRE CAXTON,NC29205,WOODWORKS 3/4 WALNUT,  4.84 ,  2.66 ,  7.44 ,Wood,  0.75 
NURRE CAXTON,NC29213,WOODWORKS 3/4 GREY WASH,  4.84 ,  2.66 ,  7.44 ,Wood,  0.75 
NURRE CAXTON,NC29214,WOODWORKS 3/4 BLACK,  4.84 ,  2.66 ,  7.44 ,Wood,  0.75 
NURRE CAXTON,NC29216,WOODWORKS 3/4 WHITE WASH,  4.84 ,  2.66 ,  7.44 ,Wood,  0.75 
NURRE CAXTON,NC29229,WOODWORKS 3/4 CEDAR,  4.84 ,  2.66 ,  7.44 ,Wood,  0.75 
NURRE CAXTON,NC29275,WOODWORKS 3/4 HAZELNUT,  4.84 ,  2.66 ,  7.44 ,Wood,  0.75 
NURRE CAXTON,NC29405,WOODWORKS 1 1/2 WALNUT,  5.24 ,  2.88 ,  8.06 ,Wood,  1.50 
NURRE CAXTON,NC29413,WOODWORKS 1 1/2 GREY WASH,  5.24 ,  2.88 ,  8.06 ,Wood,  1.50 
NURRE CAXTON,NC29414,WOODWORKS 1 1/2 BLACK ASH,  5.24 ,  2.88 ,  8.06 ,Wood,  1.50 
NURRE CAXTON,NC29416,WOODWORKS 1 1/2 WHITE WASH,  5.24 ,  2.88 ,  8.06 ,Wood,  1.50 
NURRE CAXTON,NC29429,WOODWORKS 1 1/2 CEDAR,  5.24 ,  2.88 ,  8.06 ,Wood,  1.50 
NURRE CAXTON,NC29475,WOODWORKS 1 1/2 HAZELNUT,  5.24 ,  2.88 ,  8.06 ,Wood,  1.50 
NURRE CAXTON,NC29505,WOODWORKS 1 11/16 WALNUT,  7.09 ,  3.90 ,  10.91 ,Wood,  1.69 
NURRE CAXTON,NC29513,WOODWORKS 1 11/16 GREY WASH,  7.09 ,  3.90 ,  10.91 ,Wood,  1.69 
NURRE CAXTON,NC29514,WOODWORKS 1 11/16 BLACK ASH,  7.09 ,  3.90 ,  10.91 ,Wood,  1.69 
NURRE CAXTON,NC29516,WOODWORKS 1 11/16 WHITE WASH,  7.09 ,  3.90 ,  10.91 ,Wood,  1.69 
NURRE CAXTON,NC29529,WOODWORKS 1 11/16 CEDAR,  7.09 ,  3.90 ,  10.91 ,Wood,  1.69 
NURRE CAXTON,NC29575,WOODWORKS 1 11/16 HAZELNUT,  7.09 ,  3.90 ,  10.91 ,Wood,  1.69 
NURRE CAXTON,NC30314,MADERA 1 3/8 ZEBRAWOOD VENEER,  14.47 ,  7.96 ,  22.27 ,Wood,  1.38 
NURRE CAXTON,NC30324,MADERA 1 3/8 EBONY VENEER,  14.47 ,  7.96 ,  22.27 ,Wood,  1.38 
NURRE CAXTON,NC31504,RESTORATIONS 1 3/16 MATTE BLAC,  10.55 ,  5.80 ,  16.22 ,Wood,  1.19 
NURRE CAXTON,NC31549,RESTORATIONS 1 3/16 HAZELNUT,  10.55 ,  5.80 ,  16.22 ,Wood,  1.19 
NURRE CAXTON,NC31604,RESTORATIONS 1 7/8 MATTE BLACK,  12.95 ,  7.12 ,  19.92 ,Wood,  1.88 
NURRE CAXTON,NC31649,RESTORATIONS 1 7/8 HAZELNUT,  12.95 ,  7.12 ,  19.92 ,Wood,  1.88 
NURRE CAXTON,NC38109,NOCTURNE 3/4 ESPRESSO BROWN,  8.40 ,  4.62 ,  12.92 ,Wood,  0.75 
NURRE CAXTON,NC38309,NOCTURNE 5/8 ESPRESSO BROWN,  6.04 ,  3.32 ,  9.29 ,Wood,  0.63 
NURRE CAXTON,NC38409,NOCTURNE 1 ESPRESSO BROWN,  7.24 ,  3.98 ,  11.13 ,Wood,  1.00 
NURRE CAXTON,NC38509,NOCTURNE 1 3/8 ESPRESSO BROWN,  8.69 ,  4.78 ,  13.37 ,Wood,  1.38 
NURRE CAXTON,NC40304,ARDESIA 3/4 CAST IRON,  8.47 ,  4.66 ,  13.03 ,Wood,  0.75 
NURRE CAXTON,NC40362,ARDESIA 3/4 OILED BRONZE,  11.05 ,  6.08 ,  17.01 ,Wood,  0.75 
NURRE CAXTON,NC40562,ARDESIA 1 1/2 OILED BRONZE,  17.71 ,  9.74 ,  27.24 ,Wood,  1.50 
NURRE CAXTON,NC40704,ARDESIA 2 1/4 CAST IRON,  17.67 ,  9.72 ,  27.19 ,Wood,  2.25 
NURRE CAXTON,NC40762,ARDESIA 2 1/4 OILED BRONZE,  22.04 ,  12.12 ,  33.90 ,Wood,  2.25 
NURRE CAXTON,NC42331,AM. HARDWD 5/8 NATURAL MAPLE,  12.40 ,  6.82 ,  19.08 ,Wood,  0.63 
NURRE CAXTON,NC42431,AM. HARDWD 3/4 NATURAL MAPLE,  13.56 ,  7.46 ,  20.87 ,Wood,  0.75 
NURRE CAXTON,NC42631,AM HARDWD 3/4 NATURAL MAPLE,  20.98 ,  11.54 ,  32.28 ,Wood,  0.75 
NURRE CAXTON,NC44041,PALLADIO CARVED 3/4 BLACK/GOLD,  13.71 ,  7.54 ,  21.09 ,Wood,  0.75 
NURRE CAXTON,NC44042,PALLADIO CARVED 3/4 BLACK/SILV,  13.71 ,  7.54 ,  21.09 ,Wood,  0.75 
NURRE CAXTON,NC44043,PALLADIO CARVED 3/4 BLACK/BROW,  9.89 ,  5.44 ,  15.22 ,Wood,  0.75 
NURRE CAXTON,NC44141,PALLADIO CRVD 1 3/16 BLACK/GOL,  16.15 ,  8.88 ,  24.84 ,Wood,  1.81 
NURRE CAXTON,NC44142,PALLADIO CRVD 1 3/16 BLACK/SIL,  16.15 ,  8.88 ,  24.84 ,Wood,  1.81 
NURRE CAXTON,NC44143,PALLADIO CRVD 1 3/16 BLACK/BRO,  14.25 ,  7.84 ,  21.93 ,Wood,  1.81 
NURRE CAXTON,NC45204,PROVENCE 3/4 CHARRED BLACK,  7.49 ,  4.12 ,  11.52 ,Wood,  0.75 
NURRE CAXTON,NC45207,PROVENCE 3/4 COTTAGE WHITE,  7.49 ,  4.12 ,  11.52 ,Wood,  0.75 
NURRE CAXTON,NC45209,PROVENCE 3/4 WEATHERED BROWN,  7.49 ,  4.12 ,  11.52 ,Wood,  0.75 
NURRE CAXTON,NC45304,PROVENCE 1 1/8 CHARRED BLACK,  6.98 ,  3.84 ,  10.74 ,Wood,  1.13 
NURRE CAXTON,NC45307,PROVENCE 1 1/8 COTTAGE WHITE,  6.98 ,  3.84 ,  10.74 ,Wood,  1.13 
NURRE CAXTON,NC45309,PROVENCE 1 1/8 WEATHERED BROWN,  6.98 ,  3.84 ,  10.74 ,Wood,  1.13 
NURRE CAXTON,NC45604,PROVENCE 1 7/8 CHARRED BLACK,  13.24 ,  7.28 ,  20.36 ,Wood,  1.88 
NURRE CAXTON,NC45607,PROVENCE 1 7/8 COTTAGE WHITE,  13.24 ,  7.28 ,  20.36 ,Wood,  1.88 
NURRE CAXTON,NC45609,PROVENCE 1 7/8 WEATHERED BROWN,  13.24 ,  7.28 ,  20.36 ,Wood,  1.88 
NURRE CAXTON,NC46101,MINIS 5/8 ANT GOLD LEAF,  8.36 ,  4.60 ,  12.87 ,Wood,  0.63 
NURRE CAXTON,NC46102,MINIS 5/8 ANT SILVER LEAF,  8.36 ,  4.60 ,  12.87 ,Wood,  0.63 
NURRE CAXTON,NC46104,MINIS 5/8 ANTIQUE BLACK,  6.44 ,  3.54 ,  9.90 ,Wood,  0.63 
NURRE CAXTON,NC46111,MINIS 5/8 BLACK & GOLD LEAF,  7.09 ,  3.90 ,  10.91 ,Wood,  0.63 
NURRE CAXTON,NC46112,MINIS 5/8 BLACK & SILVER LEAF,  7.09 ,  3.90 ,  10.91 ,Wood,  0.63 
NURRE CAXTON,NC46116,MINIS 5/8 COPPER,  7.31 ,  4.02 ,  11.24 ,Wood,  0.63 
NURRE CAXTON,NC46198,MINIS 5/8 BLACK VERDIGRIS,  7.31 ,  4.02 ,  11.24 ,Wood,  0.63 
NURRE CAXTON,NC46205,MINIS 5/8 OXIDIZED COPPER,  9.02 ,  4.96 ,  13.87 ,Wood,  0.63 
NURRE CAXTON,NC46207,MINIS 5/8 OXIDIZED GOLD,  9.02 ,  4.96 ,  13.87 ,Wood,  0.63 
NURRE CAXTON,NC46209,MINIS 5/8 OXIDIZED SILVER,  9.02 ,  4.96 ,  13.87 ,Wood,  0.63 
NURRE CAXTON,NC46242,MINIS 5/8 OXIDIZED BLACK,  7.85 ,  4.32 ,  12.08 ,Wood,  0.63 
NURRE CAXTON,NC46307,MINIS 5/8 OXIDIZED GOLD,  9.53 ,  5.24 ,  14.66 ,Wood,  0.63 
NURRE CAXTON,NC46309,MINIS 5/8 OXIDIZED SILVER,  9.53 ,  5.24 ,  14.66 ,Wood,  0.63 
NURRE CAXTON,NC46342,MINIS 5/8 OXIDIZED BLACK,  8.22 ,  4.52 ,  12.64 ,Wood,  0.63 
NURRE CAXTON,NC46501,MINIS 9/16 ANTIQUE GOLD LEAF,  7.05 ,  3.88 ,  10.85 ,Wood,  0.56 
NURRE CAXTON,NC46502,MINIS 9/16 ANTIQUE SILVER LEAF,  7.05 ,  3.88 ,  10.85 ,Wood,  0.56 
NURRE CAXTON,NC46504,MINIS 9/16 ANTIQUE BLACK,  6.25 ,  3.44 ,  9.62 ,Wood,  0.56 
NURRE CAXTON,NC46601,MINIS 3/4 ANTIQUE GOLD LEAF,  7.38 ,  4.06 ,  11.36 ,Wood,  0.75 
NURRE CAXTON,NC46671,MINIS 3/4 BROWN & GOLD LEAF,  7.38 ,  4.06 ,  11.36 ,Wood,  0.75 
NURRE CAXTON,NC61943,PALLADIO 1 3/4 BLACK/BROWN,  13.64 ,  7.50 ,  20.98 ,Wood,  1.75 
NURRE CAXTON,NC62104,PALLADIO 3/4 ANTIQUE BLACK,  8.36 ,  4.60 ,  12.87 ,Wood,  0.75 
NURRE CAXTON,NC62304,PALLADIO 5/8 ANTIQUE BLACK,  6.04 ,  3.32 ,  9.29 ,Wood,  0.63 
NURRE CAXTON,NC62404,PALLADIO 1 ANTIQUE BLACK,  7.24 ,  3.98 ,  11.13 ,Wood,  1.00 
NURRE CAXTON,NC62504,PALLADIO 1 3/8 ANTIQUE BLACK,  8.69 ,  4.78 ,  13.37 ,Wood,  1.38 
NURRE CAXTON,NC62603,PALLADIO 1 3/16 COCOA BROWN,  12.84 ,  7.06 ,  19.75 ,Wood,  1.19 
NURRE CAXTON,NC62641,PALLADIO 1 3/16 BLACK/GOLD,  13.56 ,  7.46 ,  20.87 ,Wood,  1.19 
NURRE CAXTON,NC62642,PALLADIO 1 3/16 BLACK/SILVER,  13.56 ,  7.46 ,  20.87 ,Wood,  1.19 
NURRE CAXTON,NC62643,PALLADIO 1 3/16 BLACK/BROWN,  12.84 ,  7.06 ,  19.75 ,Wood,  1.19 
NURRE CAXTON,NC62703,PALLADIO 1 3/8 COCOA BROWN,  14.44 ,  7.94 ,  22.21 ,Wood,  1.38 
NURRE CAXTON,NC62741,PALLADIO 1 3/8 BLACK/GOLD,  15.20 ,  8.36 ,  23.38 ,Wood,  1.38 
NURRE CAXTON,NC62742,PALLADIO 1 3/8 BLACK/SILVER,  15.20 ,  8.36 ,  23.38 ,Wood,  1.38 
NURRE CAXTON,NC62743,PALLADIO 1 3/8 BLACK/BROWN,  14.47 ,  7.96 ,  22.27 ,Wood,  1.38 
NURRE CAXTON,NC62803,PALLADIO 2 1/2 COCOA BROWN,  22.55 ,  12.40 ,  34.69 ,Wood,  2.50 
NURRE CAXTON,NC62841,PALLADIO 2 1/2 BLACK/GOLD,  23.45 ,  12.90 ,  36.08 ,Wood,  2.50 
NURRE CAXTON,NC62842,PALLADIO 2 1/2 BLACK/SILVER,  23.45 ,  12.90 ,  36.08 ,Wood,  2.50 
NURRE CAXTON,NC62843,PALLADIO 2 1/2 BLACK/BROWN,  20.95 ,  11.52 ,  32.22 ,Wood,  2.50 
NURRE CAXTON,NC65103,PALLADIO 1 3/4 COCOA BROWN,  14.44 ,  7.94 ,  22.21 ,Wood,  1.75 
NURRE CAXTON,NC65141,PALLADIO 1 3/4 BLACK/GOLD,  20.25 ,  11.14 ,  31.16 ,Wood,  1.75 
NURRE CAXTON,NC65142,PALLADIO 1 3/4 BLACK/SILVER,  20.33 ,  11.18 ,  31.27 ,Wood,  1.75 
NURRE CAXTON,NC65143,PALLADIO 1 3/4 BLACK/BROWN,  14.44 ,  7.94 ,  22.21 ,Wood,  1.75 
NURRE CAXTON,NC65201,TREVISO 1 STERLING SILVER,  17.09 ,  9.40 ,  26.29 ,Wood,  1.00 
NURRE CAXTON,NC65202,TREVISO 1 GOLD,  17.09 ,  9.40 ,  26.29 ,Wood,  1.00 
NURRE CAXTON,NC65204,TREVISO 1 MIDNIGHT BLACK,  12.07 ,  6.64 ,  18.57 ,Wood,  1.00 
NURRE CAXTON,NC65206,TREVISO 1 AGED BRASS,  17.09 ,  9.40 ,  26.29 ,Wood,  1.00 
NURRE CAXTON,NC65207,TREVISO 1 PEWTER,  17.09 ,  9.40 ,  26.29 ,Wood,  1.00 
NURRE CAXTON,NC65214,TREVISO 1 MATTE BLACK,  17.09 ,  9.40 ,  26.29 ,Wood,  1.00 
NURRE CAXTON,NC65243,TREVISO 1 EBONY,  17.09 ,  9.40 ,  26.29 ,Wood,  1.00 
NURRE CAXTON,NC65301,TREVISO 1 3/4 STERLING SILVER,  25.82 ,  14.20 ,  39.72 ,Wood,  1.75 
NURRE CAXTON,NC65302,TREVISO 1 3/4 GOLD,  25.82 ,  14.20 ,  39.72 ,Wood,  1.75 
NURRE CAXTON,NC65304,TREVISO 1 3/4 MIDNIGHT BLACK,  20.29 ,  11.16 ,  31.22 ,Wood,  1.75 
NURRE CAXTON,NC65306,TREVISO 1 3/4 AGED BRASS,  25.82 ,  14.20 ,  39.72 ,Wood,  1.75 
NURRE CAXTON,NC65307,TREVISO 1 3/4 PEWTER,  25.82 ,  14.20 ,  39.72 ,Wood,  1.75 
NURRE CAXTON,NC65314,TREVISO 1 3/4 MATTE BLACK,  25.82 ,  14.20 ,  39.72 ,Wood,  1.75 
NURRE CAXTON,NC65343,TREVISO 1 3/4 EBONY,  25.82 ,  14.20 ,  39.72 ,Wood,  1.75 
NURRE CAXTON,NC65401,TREVISO 2 3/4 STERLING SILVER,  33.93 ,  18.66 ,  52.20 ,Wood,  2.75 
NURRE CAXTON,NC65402,TREVISO 2 3/4 GOLD,  33.93 ,  18.66 ,  52.20 ,Wood,  2.75 
NURRE CAXTON,NC65404,TREVISO 2 3/4 MIDNIGHT BLACK,  24.51 ,  13.48 ,  37.71 ,Wood,  2.75 
NURRE CAXTON,NC65406,TREVISO 2 5/16 AGED BRASS,  33.93 ,  18.66 ,  52.20 ,Wood,  2.31 
NURRE CAXTON,NC65407,TREVISO 2 3/4 PEWTER,  33.93 ,  18.66 ,  52.20 ,Wood,  2.75 
NURRE CAXTON,NC65414,TREVISO 2 3/4 MATTE BLACK,  33.93 ,  18.66 ,  52.20 ,Wood,  2.75 
NURRE CAXTON,NC65443,TREVISO 2 5/16 EBONY,  33.93 ,  18.66 ,  52.20 ,Wood,  2.31 
NURRE CAXTON,NC72501,METRO FLOAT 1/4 ANTIQUE GOLD,  13.13 ,  7.22 ,  20.20 ,Wood,  0.25 
NURRE CAXTON,NC72502,METRO FLOAT 1/4 ANTIQUE SILVER,  13.13 ,  7.22 ,  20.20 ,Wood,  0.25 
NURRE CAXTON,NC72504,METRO FLOAT 1/4 ANTIQUE BLACK,  12.33 ,  6.78 ,  18.97 ,Wood,  0.25 
NURRE CAXTON,NC73311,METRO 1 7/16 BLACK/GOLD,  14.44 ,  7.94 ,  22.21 ,Wood,  1.44 
NURRE CAXTON,NC73404,METRO 2 ANTIQUE BLACK,  14.91 ,  8.20 ,  22.94 ,Wood,  2.00 
NURRE CAXTON,NC73411,METRO 2 BLACK/GOLD,  16.65 ,  9.16 ,  25.62 ,Wood,  2.00 
NURRE CAXTON,NC73701,METROPOLITAN 3/4 CAP ANTIQUE G,  11.75 ,  6.46 ,  18.07 ,Wood,  0.75 
NURRE CAXTON,NC73702,METROPOLITAN 3/4 CAP ANTIQUE S,  11.75 ,  6.46 ,  18.07 ,Wood,  0.75 
NURRE CAXTON,NC73704,METRO 3/4 CAP ANTIQUE BLACK,  10.51 ,  5.78 ,  16.17 ,Wood,  0.75 
NURRE CAXTON,NC73804,METRO 1 3/16 FLAT CAP ANT BLK,  11.96 ,  6.58 ,  18.41 ,Wood,  1.19 
NURRE CAXTON,NC85741,HERITAGE 3/4 BLACK/GOLD,  12.04 ,  6.62 ,  18.52 ,Wood,  0.75 
NURRE CAXTON,NC85744,HERITAGE 3/4 BROWN/GOLD,  12.04 ,  6.62 ,  18.52 ,Wood,  0.75 
NURRE CAXTON,NC85841,HERITAGE 1 1/4 BLACK/GOLD,  14.91 ,  8.20 ,  22.94 ,Wood,  1.25 
NURRE CAXTON,NC85844,HERITAGE 1 1/4 BROWN/GOLD,  14.91 ,  8.20 ,  22.94 ,Wood,  1.25 
NURRE CAXTON,NC85941,HERITAGE 2 1/8 BLACK/GOLD,  20.58 ,  11.32 ,  31.66 ,Wood,  2.13 
NURRE CAXTON,NC85944,HERITAGE 2 1/8 BROWN/GOLD,  20.58 ,  11.32 ,  31.66 ,Wood,  2.13 
NURRE CAXTON,NC86041,HERITAGE 1 3/4 BLACK/GOLD,  25.20 ,  13.86 ,  38.77 ,Wood,  1.75 
NURRE CAXTON,NC86044,HERITAGE 1 3/4 BROWN/GOLD,  25.20 ,  13.86 ,  38.77 ,Wood,  1.75 
NURRE CAXTON,NC86141,HERITAGE 2 BLACK/GOLD,  27.71 ,  15.24 ,  42.63 ,Wood,  2.00 
NURRE CAXTON,NC86144,HERITAGE 2 BROWN/GOLD,  27.71 ,  15.24 ,  42.63 ,Wood,  2.00 
NURRE CAXTON,NC86241,HERITAGE 1 3/8 BLACK/GOLD,  20.00 ,  11.00 ,  30.77 ,Wood,  1.38 
NURRE CAXTON,NC86244,HERITAGE 1 3/8 BROWN/GOLD,  20.00 ,  11.00 ,  30.77 ,Wood,  1.38 
NURRE CAXTON,NC93809,HYGGE 2 5/16 CARBON,  21.20 ,  11.66 ,  32.62 ,Wood,  2.31 
NURRE CAXTON,NC93817,HYGGE 2 5/16 NATURAL,  21.20 ,  11.66 ,  32.62 ,Wood,  2.31 
NURRE CAXTON,NC93823,HYGGE 2 5/16 DOVE GREY,  21.20 ,  11.66 ,  32.62 ,Wood,  2.31 
NURRE CAXTON,NC93827,HYGGE 2 5/16 WALNUT,  21.20 ,  11.66 ,  32.62 ,Wood,  2.31 
NURRE CAXTON,NC93831,HYGGE 2 5/16 DRIFTWOOD,  21.20 ,  11.66 ,  32.62 ,Wood,  2.31 
NURRE CAXTON,NC93909,HYGGE 1 CARBON,  12.47 ,  6.86 ,  19.19 ,Wood,  1.00 
NURRE CAXTON,NC93917,HYGGE 1 NATURAL,  12.47 ,  6.86 ,  19.19 ,Wood,  1.00 
NURRE CAXTON,NC93923,HYGGE 1 DOVE GREY,  12.47 ,  6.86 ,  19.19 ,Wood,  1.00 
NURRE CAXTON,NC93927,HYGGE 1 WALNUT,  12.47 ,  6.86 ,  19.19 ,Wood,  1.00 
NURRE CAXTON,NC93931,HYGGE 1 DRIFTWOOD,  12.47 ,  6.86 ,  19.19 ,Wood,  1.00 
NURRE CAXTON,NC94009,HYGGE 2 3/16 CARBON,  19.16 ,  10.54 ,  29.48 ,Wood,  2.19 
NURRE CAXTON,NC94017,HYGGE 2 3/16 NATURAL,  19.16 ,  10.54 ,  29.48 ,Wood,  2.19 
NURRE CAXTON,NC94023,HYGGE 2 3/16 DOVE GREY,  19.16 ,  10.54 ,  29.48 ,Wood,  2.19 
NURRE CAXTON,NC94027,HYGGE 2 3/16 WALNUT,  19.16 ,  10.54 ,  29.48 ,Wood,  2.19 
NURRE CAXTON,NC94031,HYGGE 2 3/16 DRIFTWOOD,  19.16 ,  10.54 ,  29.48 ,Wood,  2.19 
NURRE CAXTON,NC97101,PALLADIO COLOR 3/4 ANT GOLD,  12.62 ,  6.94 ,  19.41 ,Wood,  0.75 
NURRE CAXTON,NC97102,PALLADIO COLOR 3/4 ANT SILVER,  12.62 ,  6.94 ,  19.41 ,Wood,  0.75 
NURRE CAXTON,NC97132,PALLADIO COLOR 3/4 BLUE SILVER,  12.62 ,  6.94 ,  19.41 ,Wood,  0.75 
NURRE CAXTON,NC97141,PALLADIO COLOR 3/4 ESPRESSO/GO,  12.62 ,  6.94 ,  19.41 ,Wood,  0.75 
NURRE CAXTON,NC97142,PALLADIO COLOR 3/4 GRAPHITE/SI,  12.62 ,  6.94 ,  19.41 ,Wood,  0.75 
NURRE CAXTON,NC97181,PALLADIO COLOR 3/4 EVERGREEN/G,  12.62 ,  6.94 ,  19.41 ,Wood,  0.75 
