category,item,description, chop , cost , JOIN , group , size decimal 
FII,76611,DOGE 2 1/16 GOLD SCOOP,  20.65 ,  10.33 ,  34.42 ,Wood,  2.06 
FII,766212,DOGE 2 1/16 BLACK SCOOP,  19.00 ,  9.50 ,  31.67 ,Wood,  2.06 
FII,76710,DOGE 1 7/16 SILVER SCOOP,  14.50 ,  7.25 ,  24.17 ,Wood,  1.44 
FII,76711,DOGE 1 7/16 GOLD SCOOP,  15.90 ,  7.95 ,  26.50 ,Wood,  1.44 
FII,767212,DOGE 1 7/16 BLACK SCOOP,  14.50 ,  7.25 ,  24.17 ,Wood,  1.44 
FII,771210,BAMBU 1 SILVER,  12.80 ,  6.40 ,  21.33 ,Wood,  1.00 
FII,771211,BAMBU 1 GOLD,  12.80 ,  6.40 ,  21.33 ,Wood,  1.00 
FII,771212,BAMBU 1 BLACK,  12.80 ,  6.40 ,  21.33 ,Wood,  1.00 
FII,771213,BAMBU 1 NATURAL,  12.80 ,  6.40 ,  21.33 ,Wood,  1.00 
FII,772210,BAMBU 3/4 SILVER,  9.50 ,  4.75 ,  15.83 ,Wood,  0.75 
FII,772211,BAMBU 3/4 GOLD,  9.50 ,  4.75 ,  15.83 ,Wood,  0.75 
FII,772212,BAMBU 3/4 BLACK,  9.50 ,  4.75 ,  15.83 ,Wood,  0.75 
FII,772213,BAMBU 3/4 NATURAL,  9.50 ,  4.75 ,  15.83 ,Wood,  0.75 
FII,775210,VERSAILLES 1 9/16 SILVER,  12.61 ,  6.30 ,  21.01 ,Wood,  1.56 
FII,775211,VERSAILLES 1 9/16 GOLD,  12.61 ,  6.30 ,  21.01 ,Wood,  1.56 
FII,775597,VERSAILLES 1 9/16 TAUPE,  12.61 ,  6.30 ,  21.01 ,Wood,  1.56 
FII,775598,VERSAILLES 1 9/16 BLACK,  12.61 ,  6.30 ,  21.01 ,Wood,  1.56 
FII,775599,VERSAILLES 1 9/16 WHITE,  12.61 ,  6.30 ,  21.01 ,Wood,  1.56 
FII,779463,COHIBA 1 5/16 DK WALNUT CAP,  7.50 ,  3.75 ,  12.50 ,Wood,  1.31 
FII,780460,TIGLIO 3/4 x 2 RAW/NATURAL CAP,  7.80 ,  3.90 ,  13.00 ,Wood,  0.75 
FII,780463,COHIBA 3/4 X 2 DK WALNUT CAP,  9.80 ,  4.90 ,  16.33 ,Wood,  0.75 
FII,781460,TIGLIO 9/16 x 1 3/16 RAW CAP,  4.11 ,  2.05 ,  6.84 ,Wood,  0.56 
FII,781463,COHIBA 9/16 X 1 1/4 DK WALNUT,  7.70 ,  3.85 ,  12.83 ,Wood,  0.56 
FII,782460,TIGLIO 1/2 x 7/8 RAW/NAT CAP,  3.70 ,  1.85 ,  6.17 ,Wood,  0.50 
FII,7835646,HIGH LINE 7/8 RED & GOLD,  17.60 ,  8.80 ,  29.33 ,Wood,  0.88 
FII,7835648,HIGH LINE 7/8 BLACK & GOLD,  17.60 ,  8.80 ,  29.33 ,Wood,  0.88 
FII,7835651,HIGH LINE 7/8 NAVY BLUE & GOLD,  17.60 ,  8.80 ,  29.33 ,Wood,  0.88 
FII,7835655,HIGH LINE 7/8 MUSTARD & GOLD,  17.60 ,  8.80 ,  29.33 ,Wood,  0.88 
FII,7835658,HIGH LINE 7/8 VERDE & GOLD,  17.60 ,  8.80 ,  29.33 ,Wood,  0.88 
FII,7835659,HIGH LINE 7/8 TIFF BLUE & GOLD,  17.60 ,  8.80 ,  29.33 ,Wood,  0.88 
FII,808238,COLORI 3/4 BLACK CAP W/ BEVEL,  8.90 ,  4.45 ,  13.70 ,Wood,  0.75 
FII,808624,COLORI 3/4 ORANGE CAP W/ BEVEL,  8.90 ,  4.45 ,  13.70 ,Wood,  0.75 
FII,808625,COLORI 3/4 YELLOW CAP W/ BEVEL,  8.90 ,  4.45 ,  13.70 ,Wood,  0.75 
FII,808626,COLORI 3/4 RED CAP W/ BEVEL,  8.90 ,  4.45 ,  13.70 ,Wood,  0.75 
FII,808627,COLORI 3/4 GREEN CAP W/ BEVEL,  8.90 ,  4.45 ,  13.70 ,Wood,  0.75 
FII,808629,COLORI 3/4 BLUE CAP W/ BEVEL,  8.90 ,  4.45 ,  13.70 ,Wood,  0.75 
FII,814137,HERMITAGE 2 1/2 BLACK W/ SILVE,  22.50 ,  11.25 ,  37.50 ,Wood,  2.50 
FII,814138,HERMITAGE 2 1/2 BLACK W/ GOLD,  22.50 ,  11.25 ,  37.50 ,Wood,  2.50 
FII,821137,HERMITAGE 1 3/4 BLACK W/ SILVE,  19.90 ,  9.95 ,  33.17 ,Wood,  2.50 
FII,821138,HERMITAGE 1 3/4 BLACK W/ GOLD,  19.90 ,  9.95 ,  33.17 ,Wood,  1.75 
FII,85336,ICONA 5/8 X 3/4 GOLD SCOOP,  10.25 ,  5.10 ,  17.08 ,Wood,  0.63 
FII,85337,ICONA 5/8 X 3/4 SILVER SCOOP,  10.25 ,  5.10 ,  17.08 ,Wood,  0.63 
FII,87236,ICONA 5/8 X 11/16 GOLD,  10.20 ,  5.10 ,  17.00 ,Wood,  0.63 
FII,87237,ICONA 5/8 X 11/16 SILVER,  10.20 ,  5.10 ,  17.00 ,Wood,  0.63 
FII,92836,ICONA 1 11/16 GOLD SCOOP,  19.00 ,  9.50 ,  31.67 ,Wood,  1.69 
FII,92837,ICONA 1 11/16 SILVER SCOOP,  19.00 ,  9.50 ,  31.67 ,Wood,  1.69 
FII,92936,ICONA 1 X 7/8 GOLD,  13.00 ,  6.50 ,  21.67 ,Wood,  1.00 
FII,92937,ICONA 1 X 7/8 SILVER,  13.00 ,  6.50 ,  21.67 ,Wood,  1.88 
FII,94263,PROVENZAL 1 3/8 GRIGIO,  11.80 ,  5.90 ,  19.67 ,Wood,  1.38 
FII,94264,PROVENZAL 1 3/8 MARRONE,  11.80 ,  5.90 ,  19.67 ,Wood,  1.38 
FII,94268,PROVENZAL 1 3/8 NERO,  11.80 ,  5.90 ,  19.67 ,Wood,  1.38 
FII,94269,PROVENZAL 1 3/8 BIANCO,  11.80 ,  5.90 ,  19.67 ,Wood,  1.38 
FII,94363,PROVENZAL 5/8 GRIGIO,  7.20 ,  3.60 ,  12.00 ,Wood,  0.63 
FII,94364,PROVENZAL 5/8 MARRONE,  7.20 ,  3.60 ,  12.00 ,Wood,  0.63 
FII,94368,PROVENZAL 5/8 NERO,  7.20 ,  3.60 ,  12.00 ,Wood,  0.63 
FII,94369,PROVENZAL 5/8 BIANCO,  7.20 ,  3.60 ,  12.00 ,Wood,  0.63 
FII,945575,RIVER 13/16 X 1 1/8 HAZELNUT,  8.80 ,  4.40 ,  14.67 ,Wood,  0.81 
FII,945576,RIVER 13/16 X 1 1/8 BROWN,  8.80 ,  4.40 ,  14.67 ,Wood,  0.81 
FII,945577,RIVER 13/16 X 1 1/8 GREY,  8.80 ,  4.40 ,  14.67 ,Wood,  0.81 
FII,945578,RIVER 13/16 X 1 1/8 BLACK,  8.80 ,  4.40 ,  14.67 ,Wood,  0.81 
FII,945579,RIVER 13/16 X 1 1/8 WHITE,  8.80 ,  4.40 ,  14.67 ,Wood,  0.81 
FII,947575,RIVER 9/16 RUSTIC HAZELNUT,  7.30 ,  3.65 ,  12.16 ,Wood,  0.56 
FII,947576,RIVER 9/16 RUSTIC BROWN,  7.30 ,  3.65 ,  12.16 ,Wood,  0.56 
FII,947577,RIVER 9/16 RUSTIC GREY,  7.30 ,  3.65 ,  12.16 ,Wood,  0.56 
FII,947578,RIVER 9/16 RUSTIC BLACK,  7.30 ,  3.65 ,  12.16 ,Wood,  0.56 
FII,947579,RIVER 9/16 RUSTIC WHITE,  7.30 ,  3.65 ,  12.16 ,Wood,  0.56 
FII,959144,OPERA 1 x 7/8 BLACK/GOLD,  11.00 ,  5.50 ,  18.33 ,Wood,  1.88 
FII,959148,OPERA 1 x 7/8 BLACK/SILVER,  11.00 ,  5.50 ,  18.33 ,Wood,  1.88 
FII,961144,OPERA 5/8 BLACK W/ GOLD BEAD,  10.60 ,  5.30 ,  17.67 ,Wood,  0.56 
FII,961145,OPERA 5/8 GOLD W/BEAD,  10.60 ,  5.30 ,  17.66 ,Wood,  0.63 
FII,961146,OPERA 5/8 SILVER W/BEAD,  10.60 ,  5.30 ,  17.66 ,Wood,  0.63 
FII,961147,OPERA 5/8 BROWN W/GLD BEAD,  10.60 ,  5.30 ,  17.66 ,Wood,  0.63 
FII,961148,OPERA 5/8 BLACK W/ SILVER BEAD,  10.60 ,  5.30 ,  17.67 ,Wood,  0.56 
FII,961149,OPERA 5/8 WHITE W/ SLVR BEAD,  10.60 ,  5.30 ,  17.66 ,Wood,  0.63 
FII,97815,IMPERO 3 1/2 GOLD ORNATE SCOOP,  83.50 ,  41.75 ,  128.45 ,Wood,  3.50 
FII,978307,IMPERO 3 1/2 BLACK/GLD ORNATE,  83.50 ,  41.75 ,  128.45 ,Wood,  3.50 
FII,978308,IMPERO 3 1/2 BLACK ORNATE,  83.50 ,  41.75 ,  128.45 ,Wood,  3.50 
FII,99114,FENICE 1 SILVER ORNATE,  16.30 ,  8.15 ,  27.17 ,Wood,  1.00 
FII,99115,FENICE 1 GOLD ORNATE,  16.30 ,  8.15 ,  27.17 ,Wood,  1.00 
FII,991308,FENICE 1 BLACK ORNATE,  16.30 ,  8.15 ,  27.17 ,Wood,  1.00 
FII,6680900,GALLERY 3/4 BLACK CAP,  4.94 ,  2.47 ,  7.06 ,Wood,  0.75 
FII,6680908,GALLERY 1 1/8 X 1 1/2 BLACK,  6.44 ,  3.22 ,  9.20 ,Wood,  1.13 
FII,6690927,GARA 1 GOLDEN APRICOT,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6691015,GARA 1 CREAM,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6691332,GARA 1 PHEASANT,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6691334,GARA 1 HENNA,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6691405,GARA 1 FLINT,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6691636,GARA 1 BLACK,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6693905,GARA 1 DIAPHANOUS LILAC,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6694309,GARA 1 STERLING BLUE,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6697009,GARA 1 OLIVE GREEN,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6697032,GARA 1 MISTY GREY,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,6699007,GARA 1 SILVER SHIMMER,  7.20 ,  3.60 ,  10.29 ,Wood,  1.00 
FII,100719,KNOTTY 13/16 LIGHT BROWN,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,100721,KNOTTY 13/16 DARK BROWN,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,100821,KNOTTY 1 1/4 DARK BROWN,  10.45 ,  5.75 ,  13.44 ,Wood,  1.25 
FII,100829,KNOTTY 1 1/4 LIGHT BROWN,  10.45 ,  5.75 ,  13.44 ,Wood,  1.25 
FII,103338,SULCO 1 3/16 NAVY BLUE,  7.91 ,  4.35 ,  10.17 ,Wood,  1.19 
FII,103339,SULCO 1 3/16 DARKEST SPRUCE,  7.91 ,  4.35 ,  10.17 ,Wood,  1.19 
FII,103340,SULCO 1 3/16 MUSTARD,  7.91 ,  4.35 ,  10.17 ,Wood,  1.19 
FII,103341,SULCO 1 3/16 SAGE GREEN,  7.91 ,  4.35 ,  10.17 ,Wood,  1.19 
FII,103342,SULCO 1 3/16 URBAN RED,  7.91 ,  4.35 ,  10.17 ,Wood,  1.19 
FII,103344,SULCO 1 3/16 GREY,  7.91 ,  4.35 ,  10.17 ,Wood,  1.19 
FII,1060067,GRANGE 13/16 RUSTIC GREEN,  5.73 ,  3.15 ,  7.36 ,Wood,  0.81 
FII,1060068,GRANGE 13/16 RUSTIC PEACH,  5.73 ,  3.15 ,  7.36 ,Wood,  0.81 
FII,1060069,GRANGE 13/16 RUSTIC BROWN,  5.73 ,  3.15 ,  7.36 ,Wood,  0.81 
FII,1060070,GRANGE 13/16 RUSTIC BLACK,  5.73 ,  3.15 ,  7.36 ,Wood,  0.81 
FII,1060071,GRANGE 13/16 RUSTIC SILVER,  5.73 ,  3.15 ,  7.36 ,Wood,  0.81 
FII,1060073,GRANGE 13/16 RUSTIC TAN,  5.73 ,  3.15 ,  7.36 ,Wood,  0.81 
FII,108046,FAZENDA 1 1/8 CINNABAR RED,  9.18 ,  5.05 ,  11.81 ,Wood,  1.13 
FII,108047,FAZENDA 1 1/8 COCOA BROWN,  9.18 ,  5.05 ,  11.81 ,Wood,  1.13 
FII,108048,FAZENDA 1 1/8 HONEY,  9.18 ,  5.05 ,  11.81 ,Wood,  1.13 
FII,108049,FAZENDA 1 1/8 SLATE BLACK,  9.18 ,  5.05 ,  11.81 ,Wood,  1.13 
FII,108050,FAZENDA 1 1/8 BLUESTONE,  9.18 ,  5.05 ,  11.81 ,Wood,  1.13 
FII,109200,GLAZED 13/16 CELADON,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,109201,GLAZED 13/16 DELFT BLUE,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,109203,GLAZED 13/16 OCHRE,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,109205,GLAZED 13/16 JADE,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,109206,GLAZED 13/16 ROSE,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,109208,GLAZED 13/16 SALMON,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FII,109212,GLAZED 13/16 BLACK CHERRY,  7.72 ,  4.25 ,  9.93 ,Wood,  0.81 
FOTIOU,JS1912BL,3/4 BLACK MATTE STAIN W/PYRA,  13.54 ,  7.92 ,  22.57 ,Wood,  0.75 
FOTIOU,JS1912GO,3/4 GILDED GOLD LEAF W/PYRAM,  13.54 ,  7.92 ,  22.57 ,Wood,  0.75 
FOTIOU,JS1912SI,3/4 GILDED SILVER LEAF W/PYR,  13.54 ,  7.92 ,  22.57 ,Wood,  0.75 
FOTIOU,JS2022DW,1 X 1 5/8 NAT WENGE VENEER,  16.00 ,  9.36 ,  26.67 ,Wood,  1.00 
FOTIOU,JS2022NA,1 X 1 5/8 NAT OAK VENEER,  16.00 ,  9.36 ,  26.67 ,Wood,  1.00 
FOTIOU,JS2022WA,1 WALNUT VENEER,  16.00 ,  9.36 ,  26.67 ,Wood,  1.00 
FOTIOU,JS2024DW,1 7/8 WENGE VENEER,  19.64 ,  11.48 ,  32.73 ,Wood,  1.88 
FOTIOU,JS2024NA,1 7/8 NATURAL OAK VENEER,  19.64 ,  11.48 ,  32.73 ,Wood,  1.88 
FOTIOU,JS2024WA,1 7/8 NATURAL WALNUT VENEER,  19.64 ,  11.48 ,  32.73 ,Wood,  1.88 
FOTIOU,JS2025DW,FLOATER 1/4 WENGE VENEER,  24.45 ,  14.30 ,  40.75 ,Wood,  1.50 
FOTIOU,JS2025NA,FLOATER 1/4 NAT OAK VENEER,  24.45 ,  14.30 ,  40.75 ,Wood,  1.50 
FOTIOU,JS2025WA,FLOATER 1/4 WALNUT VENEER,  24.45 ,  14.30 ,  40.75 ,Wood,  1.50 
FOTIOU,JS6421BU,7/8 SYMPHONY BLUE LACQUER ST,  11.49 ,  6.72 ,  19.15 ,Wood,  0.88 
FOTIOU,JS6421GN,7/8 LIME SORBET LACQUER STAI,  11.49 ,  6.72 ,  19.15 ,Wood,  0.88 
FOTIOU,JS6421RD,7/8 CORAL RED LACQUER STAIN,  11.49 ,  6.72 ,  19.15 ,Wood,  0.88 
FOTIOU,JS6421RO,7/8 CLARET ROSE LACQUER STAI,  11.49 ,  6.72 ,  19.15 ,Wood,  0.88 
FOTIOU,JS6421VI,7/8 PURPLE BEACH LACQUER STA,  11.49 ,  6.72 ,  19.15 ,Wood,  0.88 
FOTIOU,JS6421YL,7/8 YELLOW FINCH LACQUER STA,  11.49 ,  6.72 ,  19.15 ,Wood,  0.88 
FOTIOU,1048BU,TANGO 3/8 SKY BLUE FLOATER,  12.94 ,  7.57 ,  21.57 ,Wood,  1.38 
FOTIOU,1048GN,TANGO 3/8 GREEN FLOATER,  12.94 ,  7.57 ,  21.57 ,Wood,  1.38 
FOTIOU,1048WA,TANGO 3/8 SCARLET RED FLOATE,  12.94 ,  7.57 ,  21.57 ,Wood,  1.38 
FOTIOU,1048YL,TANGO 3/8 SUNSET YELLOW FLOATE,  12.94 ,  7.57 ,  21.57 ,Wood,  1.38 
FOTIOU,1050BU,TANGO 3/4 SKY BLUE CAP,  10.03 ,  5.86 ,  16.72 ,Wood,  0.75 
FOTIOU,1050GN,TANGO 3/4 GREEN CAP,  10.03 ,  5.86 ,  16.72 ,Wood,  0.75 
FOTIOU,1050WA,TANGO 3/4 SCARLET RED CAP,  10.03 ,  5.86 ,  16.72 ,Wood,  0.75 
FOTIOU,1050YL,TANGO 3/4 SUNSET YELLOW CAP,  10.03 ,  5.86 ,  16.72 ,Wood,  0.75 
FOTIOU,1058CL,PORTFOLIO 5/8 MAPLE VENEER,  10.29 ,  6.02 ,  17.15 ,Wood,  0.63 
FOTIOU,1058TE,PORTFOLIO 5/8 TEAK VENEER,  10.29 ,  6.02 ,  17.15 ,Wood,  0.63 
FOTIOU,1059TE,PORTFOLIO 3/4 TEAK VENEER,  11.84 ,  6.92 ,  19.73 ,Wood,  0.75 
FOTIOU,1162AF,SOUTH BEACH 5/8 ALUMINUM,  13.42 ,  7.85 ,  22.37 ,Wood,  0.63 
FOTIOU,1162BL,SOUTH BEACH 5/8 BLACK LACQUER,  11.63 ,  6.80 ,  19.38 ,Wood,  0.63 
FOTIOU,1162BU,SOUTH BEACH 5/8 SAPPHIRE BLUE,  11.63 ,  6.80 ,  19.38 ,Wood,  0.63 
FOTIOU,1162GN,SOUTH BEACH 5/8 GREEN LACQUER,  11.63 ,  6.80 ,  19.38 ,Wood,  0.63 
FOTIOU,1162RD,SOUTH BEACH 5/8 RED LACQUER,  11.63 ,  6.80 ,  19.38 ,Wood,  0.63 
FOTIOU,1162WH,SOUTH BEACH 5/8 WHITE LACQUER,  11.63 ,  6.80 ,  19.38 ,Wood,  0.63 
FOTIOU,2210BL,TRIBECA 3/4 BLACK/RED,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2210BU,TRIBECA 3/4 BLUEBERRY/RED,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2210GN,TRIBECA 3/4 ANTIQUE GREEN,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2210GR,TRIBECA 3/4 ASH GREY/BLK,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2210IV,TRIBECA 3/4 IVORY/BROWN,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2210RD,TRIBECA 3/4 CRIMSON RED/BLK,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2210YL,TRIBECA 3/4 DIJON YELLOW/BROWN,  8.68 ,  5.08 ,  14.47 ,Wood,  0.75 
FOTIOU,2301BU,FAIRMONT 3/4 PYRAMID DK BLUE,  8.16 ,  4.77 ,  13.60 ,Wood,  0.75 
FOTIOU,2301CH,FAIRMONT 3/4 PYRAMID CHARCOAL,  8.16 ,  4.77 ,  13.60 ,Wood,  0.75 
FOTIOU,2301GN,FAIRMONT 3/4 PYRAMID GREEN,  8.16 ,  4.77 ,  13.60 ,Wood,  0.75 
FOTIOU,2301GR,FAIRMONT 3/4 PYRAMID GREY/SILV,  8.16 ,  4.77 ,  13.60 ,Wood,  0.75 
FOTIOU,2301WH,FAIRMONT 3/4 PYRAMID WHITE,  8.16 ,  4.77 ,  13.60 ,Wood,  0.75 
FOTIOU,2302BU,FAIRMONT 3/4 PYRAMID DK BLUE,  11.25 ,  6.58 ,  18.75 ,Wood,  0.75 
FOTIOU,2302CH,FAIRMONT 3/4 PYRAMID CHARCOAL,  11.25 ,  6.58 ,  18.75 ,Wood,  0.75 
FOTIOU,2302GN,FAIRMONT 3/4 PYRAMID GREEN,  11.25 ,  6.58 ,  18.75 ,Wood,  0.75 
FOTIOU,2302GR,FAIRMONT 3/4 PYRAMID GREY/SILV,  11.25 ,  6.58 ,  18.75 ,Wood,  0.75 
FOTIOU,2302WH,FAIRMONT 3/4 PYRAMID WHITE,  11.25 ,  6.58 ,  18.75 ,Wood,  0.75 
FOTIOU,2340BU,MIAMI 1/2 DISTRESSED BLUE,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340GN,MIAMI 1/2 DISTRESSED GREEN,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340GR,MIAMI 1/2 DISTRESSED GRAY,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340OR,MIAMI 1/2 DISTRESSED ORANGE,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340RD,MIAMI 1/2 DISTRESSED RED,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340TE,MIAMI 1/2 DISTRESSED TEAL,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340VI,MIAMI 1/2 DISTRESSED VIOLET,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2340YL,MIAMI 1/2 DISTRESSED YELLOW,  8.16 ,  4.77 ,  13.60 ,Wood,  0.50 
FOTIOU,2345BU,MIAMI 1 DISTRESSED BLUE,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345GN,MIAMI 1 DISTRESSED GREEN,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345GR,MIAMI 1 DISTRESSED GRAY,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345OR,MIAMI 1 DISTRESSED ORANGE,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345RD,MIAMI 1 DISTRESSED RED,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345TE,MIAMI 1 DISTRESSED TEAL,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345VI,MIAMI 1 DISTRESSED VIOLET,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2345YL,MIAMI 1 DISTRESSED YELLOW,  11.23 ,  6.57 ,  18.72 ,Wood,  1.00 
FOTIOU,2347BU,MIAMI 3/4 DISTRESSED BLUE,  9.78 ,  5.72 ,  16.30 ,Wood,  0.75 
FOTIOU,2347GR,MIAMI 3/4 DISTRESSED GREY,  9.78 ,  5.72 ,  16.30 ,Wood,  0.75 
FOTIOU,2347RD,MIAMI 3/4 DISTRESSED RED,  9.78 ,  5.72 ,  16.30 ,Wood,  0.75 
FOTIOU,2347TE,MIAMI 3/4 DISTRESSED TEAL,  9.78 ,  5.72 ,  16.30 ,Wood,  0.75 
FOTIOU,2347YL,MIAMI 3/4 DISTRESSED YELLOW,  9.78 ,  5.72 ,  16.30 ,Wood,  0.75 
FOTIOU,2373BU,1 1/2 RUSTIC BLUE FINISH ON,  23.00 ,  13.45 ,  38.33 ,Wood,  1.50 
FOTIOU,2373GN,1 1/2 RUSTIC GREEN FINISH,  23.00 ,  13.45 ,  38.33 ,Wood,  1.50 
FOTIOU,2373WA,1 1/2 RUSTIC RED FINISH ON A,  23.00 ,  13.45 ,  38.33 ,Wood,  1.50 
FOTIOU,2375GN,2 1/8 RUSTIC GREEN FINISH,  30.83 ,  18.03 ,  51.38 ,Wood,  2.13 
FOTIOU,2375GR,2 1/8 RUSTIC GREY FINISH ON,  30.83 ,  18.03 ,  51.38 ,Wood,  2.13 
FOTIOU,2375WA,2 1/8 RUSTIC RED FINISH,  30.83 ,  18.03 ,  51.38 ,Wood,  2.13 
FOTIOU,2375WH,2 1/8 RUSTIC WHITE FINISH ON,  29.08 ,  17.01 ,  48.47 ,Wood,  2.13 
FOTIOU,2390BL,7/8 SORRENTO BLACK RAKED SCOOP,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390BU,7/8 SORRENTO BLUE RAKED SCOOP,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390GN,7/8 SORRENTO GREEN RAKED SCOOP,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390GR,7/8 SORRENTO GREY RAKED SCOOP,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390LB,7/8 SORRENTO LT BLUE RAKED SCO,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390LG,7/8 SORRENTO LT GRN RAKED SCOO,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390RD,7/8 SORRENTO RED RAKED SCOOP,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390WH,7/8 SORRENTO WHITE RAKED SCOOP,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2390YL,7/8 SORRENTO YELLOW RAKED SCOO,  10.23 ,  5.98 ,  17.05 ,Wood,  0.88 
FOTIOU,2402CH,3/4 ORNATE SILVER W/ CHARCOA,  11.36 ,  6.64 ,  18.93 ,Wood,  0.75 
FOTIOU,2402GO,3/4 ORNATE GOLD W/ WARM SIL,  11.36 ,  6.64 ,  18.93 ,Wood,  0.75 
FOTIOU,2402RU,3/4 ORNATE RUSTIC IRON,  11.36 ,  6.64 ,  18.93 ,Wood,  0.75 
FOTIOU,2402SI,3/4 ORNATE SILVER W/ MISTY,  11.36 ,  6.64 ,  18.93 ,Wood,  0.75 
FOTIOU,3410GO,1 ORNATE ANT. BROKEN DK.GOLD,  13.56 ,  7.93 ,  22.60 ,Wood,  1.00 
FOTIOU,3410SI,1 ORN.ANTIQUE DK.BROKEN SILV,  13.56 ,  7.93 ,  22.60 ,Wood,  1.00 
FOTIOU,3608GO,FILLET 1/2 ORNATE GOLD,  8.63 ,  5.05 ,  14.38 ,Fillet,  0.50 
FOTIOU,3608SI,FILLET 1/2 ORNATE SILVER,  8.63 ,  5.05 ,  14.38 ,Fillet,  0.50 
FOTIOU,4110CH,3/4 CABERNET W/ GRAY WASH ST,  12.62 ,  7.38 ,  21.03 ,Wood,  0.75 
FOTIOU,4120BL,1 1/8 VINTAGE BLACK STAIN ON,  15.76 ,  9.21 ,  26.27 ,Wood,  1.13 
FOTIOU,4120DW,1 1/8 VINTAGE BROWN STAIN ON,  15.76 ,  9.21 ,  26.27 ,Wood,  1.13 
FOTIOU,4120NA,1 1/8 VINTAGE NATURAL STAIN,  15.76 ,  9.21 ,  26.27 ,Wood,  1.13 
FOTIOU,4120WA,1 1/8 VINTAGE WALNUT STAIN O,  15.76 ,  9.21 ,  26.27 ,Wood,  1.13 
FOTIOU,4704BG,3/4 ANT BLACK STAINED W/ GOL,  12.14 ,  7.10 ,  20.23 ,Wood,  0.75 
FOTIOU,4704BS,3/4 ANT BLACK STAINED W/ SIL,  12.14 ,  7.10 ,  20.23 ,Wood,  0.75 
FOTIOU,4704GO,3/4 ANT GOLD LEAF,  12.14 ,  7.10 ,  20.23 ,Wood,  0.75 
FOTIOU,4704SI,3/4 ANT SILVER LEAF,  12.14 ,  7.10 ,  20.23 ,Wood,  0.75 
FOTIOU,4705BG,1 1/4 ANT BLACK STAINED W/ G,  14.96 ,  8.75 ,  24.93 ,Wood,  1.25 
